! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON)         WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=FLUX                
!    UPWELLING FLUX:     Z=  0.500    NXO=  20    NYO=  20
!    DOWNWELLING FLUX:   Z=  0.500
!   X       Y           UP       DOWN_DIFFUSE   DOWN_DIRECT
   1.700   1.500    0.97955E-02   0.83182E-01   0.91581E+00
   1.800   1.500    0.85473E-02   0.61455E-01   0.94475E+00
   1.900   1.500    0.77465E-02   0.44512E-01   0.96634E+00
   0.000   1.600    0.66773E-02   0.24786E-01   0.98769E+00
   0.100   1.600    0.68011E-02   0.20465E-01   0.99230E+00
   0.200   1.600    0.72266E-02   0.20307E-01   0.99175E+00
   0.300   1.600    0.79834E-02   0.24180E-01   0.98658E+00
   0.400   1.600    0.90789E-02   0.32426E-01   0.97663E+00
   0.500   1.600    0.10482E-01   0.45385E-01   0.96149E+00
   0.600   1.600    0.12091E-01   0.62774E-01   0.94116E+00
   0.700   1.600    0.13732E-01   0.83272E-01   0.91678E+00
   0.800   1.600    0.15178E-01   0.10446E+00   0.89085E+00
   0.900   1.600    0.16194E-01   0.12326E+00   0.86693E+00
   1.000   1.600    0.16601E-01   0.13678E+00   0.84883E+00
   1.100   1.600    0.16329E-01   0.14295E+00   0.83960E+00
   1.200   1.600    0.15436E-01   0.14104E+00   0.84080E+00
   1.300   1.600    0.14088E-01   0.13164E+00   0.85217E+00
   1.400   1.600    0.12513E-01   0.11647E+00   0.87168E+00
   1.500   1.600    0.10931E-01   0.97951E-01   0.89605E+00
   1.600   1.600    0.95140E-02   0.78647E-01   0.92156E+00
   1.700   1.600    0.83594E-02   0.60737E-01   0.94492E+00
   1.800   1.600    0.75026E-02   0.45620E-01   0.96405E+00
   1.900   1.600    0.69451E-02   0.33846E-01   0.97819E+00
   0.000   1.700    0.60829E-02   0.19225E-01   0.99266E+00
   0.100   1.700    0.61439E-02   0.16257E-01   0.99541E+00
   0.200   1.700    0.63971E-02   0.15876E-01   0.99508E+00
   0.300   1.700    0.68561E-02   0.18010E-01   0.99199E+00
   0.400   1.700    0.75320E-02   0.22901E-01   0.98604E+00
   0.500   1.700    0.84037E-02   0.30805E-01   0.97692E+00
   0.600   1.700    0.94092E-02   0.41633E-01   0.96459E+00
   0.700   1.700    0.10439E-01   0.54646E-01   0.94966E+00
   0.800   1.700    0.11352E-01   0.68391E-01   0.93359E+00
   0.900   1.700    0.12000E-01   0.80897E-01   0.91862E+00
   1.000   1.700    0.12272E-01   0.90197E-01   0.90716E+00
   1.100   1.700    0.12120E-01   0.94770E-01   0.90128E+00
   1.200   1.700    0.11581E-01   0.93987E-01   0.90205E+00
   1.300   1.700    0.10757E-01   0.88171E-01   0.90928E+00
   1.400   1.700    0.97871E-02   0.78491E-01   0.92159E+00
   1.500   1.700    0.88076E-02   0.66579E-01   0.93683E+00
   1.600   1.700    0.79234E-02   0.54167E-01   0.95260E+00
   1.700   1.700    0.71955E-02   0.42660E-01   0.96688E+00
   1.800   1.700    0.66470E-02   0.32926E-01   0.97848E+00
   1.900   1.700    0.62798E-02   0.25301E-01   0.98698E+00
   0.000   1.800    0.56432E-02   0.15225E-01   0.99596E+00
   0.100   1.800    0.56699E-02   0.13265E-01   0.99747E+00
   0.200   1.800    0.57999E-02   0.12774E-01   0.99730E+00
   0.300   1.800    0.60542E-02   0.13753E-01   0.99560E+00
   0.400   1.800    0.64375E-02   0.16360E-01   0.99232E+00
   0.500   1.800    0.69385E-02   0.20773E-01   0.98727E+00
   0.600   1.800    0.75209E-02   0.26971E-01   0.98041E+00
   0.700   1.800    0.81224E-02   0.34584E-01   0.97205E+00
   0.800   1.800    0.86593E-02   0.42794E-01   0.96298E+00
   0.900   1.800    0.90464E-02   0.50453E-01   0.95447E+00
   1.000   1.800    0.92184E-02   0.56343E-01   0.94793E+00
   1.100   1.800    0.91484E-02   0.59493E-01   0.94456E+00
   1.200   1.800    0.88558E-02   0.59433E-01   0.94500E+00
   1.300   1.800    0.83978E-02   0.56304E-01   0.94914E+00
   1.400   1.800    0.78517E-02   0.50776E-01   0.95618E+00
   1.500   1.800    0.72946E-02   0.43847E-01   0.96482E+00
   1.600   1.800    0.67843E-02   0.36543E-01   0.97370E+00
   1.700   1.800    0.63562E-02   0.29702E-01   0.98169E+00
   1.800   1.800    0.60250E-02   0.23847E-01   0.98813E+00
   1.900   1.800    0.57937E-02   0.19175E-01   0.99283E+00
   0.000   1.900    0.53900E-02   0.12821E-01   0.99794E+00
   0.100   1.900    0.53834E-02   0.11456E-01   0.99871E+00
   0.200   1.900    0.54407E-02   0.10902E-01   0.99863E+00
   0.300   1.900    0.55694E-02   0.11166E-01   0.99776E+00
   0.400   1.900    0.57750E-02   0.12385E-01   0.99610E+00
   0.500   1.900    0.60498E-02   0.14655E-01   0.99352E+00
   0.600   1.900    0.63762E-02   0.17997E-01   0.99003E+00
   0.700   1.900    0.67178E-02   0.22233E-01   0.98574E+00
   0.800   1.900    0.70264E-02   0.26922E-01   0.98108E+00
   0.900   1.900    0.72543E-02   0.31436E-01   0.97667E+00
   1.000   1.900    0.73654E-02   0.35070E-01   0.97327E+00
   1.100   1.900    0.73449E-02   0.37237E-01   0.97151E+00
   1.200   1.900    0.72011E-02   0.37610E-01   0.97174E+00
   1.300   1.900    0.69640E-02   0.36211E-01   0.97390E+00
   1.400   1.900    0.66740E-02   0.33374E-01   0.97755E+00
   1.500   1.900    0.63717E-02   0.29644E-01   0.98202E+00
   1.600   1.900    0.60884E-02   0.25584E-01   0.98659E+00
   1.700   1.900    0.58426E-02   0.21682E-01   0.99068E+00
   1.800   1.900    0.56443E-02   0.18238E-01   0.99397E+00
   1.900   1.900    0.54965E-02   0.15392E-01   0.99636E+00
