! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON)         WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=FLUX                
!   X       Y       Z           UP       DOWN_DIFFUSE   DOWN_DIRECT
   0.300   1.500   0.000    0.00000E+00   0.10294E+00   0.93264E+00
   0.300   1.500   0.100    0.20183E-03   0.85778E-01   0.95585E+00
   0.300   1.500   0.200    0.91552E-03   0.71010E-01   0.96756E+00
   0.300   1.500   0.300    0.26035E-02   0.58153E-01   0.97188E+00
   0.300   1.500   0.400    0.55231E-02   0.45556E-01   0.97445E+00
   0.300   1.500   0.500    0.93932E-02   0.32211E-01   0.97925E+00
   0.300   1.500   0.600    0.13533E-01   0.19288E-01   0.98629E+00
   0.300   1.500   0.700    0.17301E-01   0.92431E-02   0.99296E+00
   0.300   1.500   0.800    0.20371E-01   0.33512E-02   0.99728E+00
   0.300   1.500   0.900    0.22699E-01   0.81493E-03   0.99928E+00
   0.300   1.500   1.000    0.24357E-01   0.00000E+00   0.10000E+01
   0.300   1.600   0.000    0.00000E+00   0.87988E-01   0.95607E+00
   0.300   1.600   0.100    0.15850E-03   0.72130E-01   0.97134E+00
   0.300   1.600   0.200    0.74576E-03   0.58346E-01   0.97898E+00
   0.300   1.600   0.300    0.21565E-02   0.46371E-01   0.98180E+00
   0.300   1.600   0.400    0.46338E-02   0.35186E-01   0.98346E+00
   0.300   1.600   0.500    0.79834E-02   0.24180E-01   0.98658E+00
   0.300   1.600   0.600    0.11674E-01   0.14150E-01   0.99114E+00
   0.300   1.600   0.700    0.15181E-01   0.66527E-02   0.99546E+00
   0.300   1.600   0.800    0.18209E-01   0.23689E-02   0.99824E+00
   0.300   1.600   0.900    0.20673E-01   0.56047E-03   0.99954E+00
   0.300   1.600   1.000    0.22575E-01   0.00000E+00   0.10000E+01
   0.300   1.700   0.000    0.00000E+00   0.75254E-01   0.97365E+00
   0.300   1.700   0.100    0.12410E-03   0.60761E-01   0.98285E+00
   0.300   1.700   0.200    0.61141E-03   0.48042E-01   0.98745E+00
   0.300   1.700   0.300    0.18034E-02   0.37007E-01   0.98914E+00
   0.300   1.700   0.400    0.39290E-02   0.27096E-01   0.99013E+00
   0.300   1.700   0.500    0.68561E-02   0.18010E-01   0.99199E+00
   0.300   1.700   0.600    0.10168E-01   0.10245E-01   0.99472E+00
   0.300   1.700   0.700    0.13439E-01   0.47028E-02   0.99729E+00
   0.300   1.700   0.800    0.16404E-01   0.16315E-02   0.99895E+00
   0.300   1.700   0.900    0.18955E-01   0.36868E-03   0.99972E+00
   0.300   1.700   1.000    0.21042E-01   0.00000E+00   0.10000E+01
   0.300   1.800   0.000    0.00000E+00   0.65717E-01   0.98545E+00
   0.300   1.800   0.100    0.97684E-04   0.52384E-01   0.99055E+00
   0.300   1.800   0.200    0.51262E-03   0.40590E-01   0.99309E+00
   0.300   1.800   0.300    0.15492E-02   0.30358E-01   0.99402E+00
   0.300   1.800   0.400    0.34280E-02   0.21451E-01   0.99457E+00
   0.300   1.800   0.500    0.60542E-02   0.13753E-01   0.99560E+00
   0.300   1.800   0.600    0.90868E-02   0.75748E-02   0.99710E+00
   0.300   1.800   0.700    0.12169E-01   0.33690E-02   0.99852E+00
   0.300   1.800   0.800    0.15066E-01   0.11268E-02   0.99943E+00
   0.300   1.800   0.900    0.17662E-01   0.23914E-03   0.99985E+00
   0.300   1.800   1.000    0.19877E-01   0.00000E+00   0.10000E+01
   0.300   1.900   0.000    0.00000E+00   0.59714E-01   0.99260E+00
   0.300   1.900   0.100    0.78236E-04   0.47144E-01   0.99520E+00
   0.300   1.900   0.200    0.44735E-03   0.35960E-01   0.99648E+00
   0.300   1.900   0.300    0.13886E-02   0.26260E-01   0.99696E+00
   0.300   1.900   0.400    0.31211E-02   0.17997E-01   0.99724E+00
   0.300   1.900   0.500    0.55694E-02   0.11166E-01   0.99776E+00
   0.300   1.900   0.600    0.84300E-02   0.59490E-02   0.99853E+00
   0.300   1.900   0.700    0.11387E-01   0.25556E-02   0.99924E+00
   0.300   1.900   0.800    0.14231E-01   0.81524E-03   0.99971E+00
   0.300   1.900   0.900    0.16845E-01   0.15595E-03   0.99992E+00
   0.300   1.900   1.000    0.19133E-01   0.00000E+00   0.10000E+01
   0.400   0.000   0.000    0.00000E+00   0.54278E-01   0.99768E+00
   0.400   0.000   0.100    0.66778E-04   0.43255E-01   0.99816E+00
   0.400   0.000   0.200    0.41990E-03   0.33346E-01   0.99812E+00
   0.400   0.000   0.300    0.13368E-02   0.24575E-01   0.99788E+00
   0.400   0.000   0.400    0.30521E-02   0.16923E-01   0.99783E+00
   0.400   0.000   0.500    0.54995E-02   0.10484E-01   0.99817E+00
   0.400   0.000   0.600    0.83732E-02   0.55433E-02   0.99879E+00
   0.400   0.000   0.700    0.11354E-01   0.23466E-02   0.99938E+00
   0.400   0.000   0.800    0.14226E-01   0.73277E-03   0.99976E+00
   0.400   0.000   0.900    0.16864E-01   0.12986E-03   0.99994E+00
   0.400   0.000   1.000    0.19168E-01   0.00000E+00   0.10000E+01
   0.400   0.100   0.000    0.00000E+00   0.56719E-01   0.99507E+00
   0.400   0.100   0.100    0.83554E-04   0.45576E-01   0.99609E+00
   0.400   0.100   0.200    0.46681E-03   0.35699E-01   0.99599E+00
   0.400   0.100   0.300    0.14433E-02   0.26997E-01   0.99548E+00
   0.400   0.100   0.400    0.32395E-02   0.19239E-01   0.99537E+00
   0.400   0.100   0.500    0.57750E-02   0.12385E-01   0.99610E+00
   0.400   0.100   0.600    0.87261E-02   0.68156E-02   0.99740E+00
   0.400   0.100   0.700    0.11755E-01   0.30120E-02   0.99868E+00
   0.400   0.100   0.800    0.14641E-01   0.99655E-03   0.99949E+00
   0.400   0.100   0.900    0.17264E-01   0.20489E-03   0.99987E+00
   0.400   0.100   1.000    0.19535E-01   0.00000E+00   0.10000E+01
   0.400   0.200   0.000    0.00000E+00   0.62348E-01   0.99032E+00
   0.400   0.200   0.100    0.10866E-03   0.51027E-01   0.99232E+00
   0.400   0.200   0.200    0.55479E-03   0.41183E-01   0.99212E+00
   0.400   0.200   0.300    0.16633E-02   0.32468E-01   0.99111E+00
   0.400   0.200   0.400    0.36626E-02   0.24264E-01   0.99089E+00
   0.400   0.200   0.500    0.64375E-02   0.16360E-01   0.99232E+00
   0.400   0.200   0.600    0.96025E-02   0.93815E-02   0.99490E+00
   0.400   0.200   0.700    0.12766E-01   0.43170E-02   0.99739E+00
   0.400   0.200   0.800    0.15687E-01   0.14967E-02   0.99900E+00
   0.400   0.200   0.900    0.18260E-01   0.33696E-03   0.99974E+00
   0.400   0.200   1.000    0.20421E-01   0.00000E+00   0.10000E+01
   0.400   0.300   0.000    0.00000E+00   0.71360E-01   0.98243E+00
   0.400   0.300   0.100    0.14478E-03   0.59829E-01   0.98605E+00
   0.400   0.300   0.200    0.69080E-03   0.50106E-01   0.98570E+00
   0.400   0.300   0.300    0.20145E-02   0.41416E-01   0.98386E+00
   0.400   0.300   0.400    0.43544E-02   0.32522E-01   0.98345E+00
   0.400   0.300   0.500    0.75320E-02   0.22901E-01   0.98604E+00
   0.400   0.300   0.600    0.11049E-01   0.13609E-01   0.99072E+00
   0.400   0.300   0.700    0.14420E-01   0.64556E-02   0.99526E+00
   0.400   0.300   0.800    0.17379E-01   0.23115E-02   0.99819E+00
   0.400   0.300   0.900    0.19851E-01   0.54914E-03   0.99953E+00
   0.400   0.300   1.000    0.21824E-01   0.00000E+00   0.10000E+01
   0.400   0.400   0.000    0.00000E+00   0.83520E-01   0.97064E+00
   0.400   0.400   0.100    0.19409E-03   0.71902E-01   0.97666E+00
   0.400   0.400   0.200    0.88121E-03   0.62567E-01   0.97608E+00
   0.400   0.400   0.300    0.25109E-02   0.54128E-01   0.97300E+00
   0.400   0.400   0.400    0.53360E-02   0.44410E-01   0.97233E+00
   0.400   0.400   0.500    0.90789E-02   0.32426E-01   0.97663E+00
   0.400   0.400   0.600    0.13071E-01   0.19813E-01   0.98444E+00
   0.400   0.400   0.700    0.16699E-01   0.96137E-02   0.99203E+00
   0.400   0.400   0.800    0.19674E-01   0.35214E-02   0.99695E+00
   0.400   0.400   0.900    0.21977E-01   0.86375E-03   0.99920E+00
   0.400   0.400   1.000    0.23678E-01   0.00000E+00   0.10000E+01
   0.400   0.500   0.000    0.00000E+00   0.98020E-01   0.95478E+00
   0.400   0.500   0.100    0.25589E-03   0.86634E-01   0.96400E+00
   0.400   0.500   0.200    0.11227E-02   0.78126E-01   0.96310E+00
   0.400   0.500   0.300    0.31436E-02   0.70307E-01   0.95841E+00
   0.400   0.500   0.400    0.65858E-02   0.59771E-01   0.95737E+00
   0.400   0.500   0.500    0.11034E-01   0.44887E-01   0.96396E+00
   0.400   0.500   0.600    0.15594E-01   0.28015E-01   0.97595E+00
   0.400   0.500   0.700    0.19497E-01   0.13816E-01   0.98767E+00
   0.400   0.500   0.800    0.22443E-01   0.51353E-02   0.99527E+00
   0.400   0.500   0.900    0.24501E-01   0.12851E-02   0.99876E+00
   0.400   0.500   1.000    0.25848E-01   0.00000E+00   0.10000E+01
   0.400   0.600   0.000    0.00000E+00   0.11347E+00   0.93584E+00
   0.400   0.600   0.100    0.32785E-03   0.10274E+00   0.94880E+00
   0.400   0.600   0.200    0.14029E-02   0.95542E-01   0.94754E+00
   0.400   0.600   0.300    0.38738E-02   0.88749E-01   0.94093E+00
   0.400   0.600   0.400    0.80186E-02   0.77518E-01   0.93947E+00
   0.400   0.600   0.500    0.13253E-01   0.59457E-01   0.94875E+00
   0.400   0.600   0.600    0.18423E-01   0.37710E-01   0.96571E+00
   0.400   0.600   0.700    0.22590E-01   0.18836E-01   0.98237E+00
   0.400   0.600   0.800    0.25455E-01   0.70786E-02   0.99322E+00
   0.400   0.600   0.900    0.27201E-01   0.17935E-02   0.99823E+00
   0.400   0.600   1.000    0.28135E-01   0.00000E+00   0.10000E+01
   0.400   0.700   0.000    0.00000E+00   0.12809E+00   0.91599E+00
   0.400   0.700   0.100    0.40073E-03   0.11839E+00   0.93281E+00
   0.400   0.700   0.200    0.16881E-02   0.11283E+00   0.93117E+00
   0.400   0.700   0.300    0.46187E-02   0.10734E+00   0.92259E+00
   0.400   0.700   0.400    0.94752E-02   0.95605E-01   0.92070E+00
   0.400   0.700   0.500    0.15492E-01   0.74459E-01   0.93275E+00
   0.400   0.700   0.600    0.21251E-01   0.47804E-01   0.95488E+00
   0.400   0.700   0.700    0.25645E-01   0.24103E-01   0.97674E+00
   0.400   0.700   0.800    0.28388E-01   0.91243E-02   0.99105E+00
   0.400   0.700   0.900    0.29789E-01   0.23317E-02   0.99766E+00
   0.400   0.700   1.000    0.30294E-01   0.00000E+00   0.10000E+01
   0.400   0.800   0.000    0.00000E+00   0.14009E+00   0.89836E+00
   0.400   0.800   0.100    0.46450E-03   0.13151E+00   0.91856E+00
   0.400   0.800   0.200    0.19391E-02   0.12759E+00   0.91659E+00
   0.400   0.800   0.300    0.52713E-02   0.12337E+00   0.90629E+00
   0.400   0.800   0.400    0.10746E-01   0.11134E+00   0.90401E+00
   0.400   0.800   0.500    0.17436E-01   0.87625E-01   0.91850E+00
   0.400   0.800   0.600    0.23688E-01   0.56748E-01   0.94517E+00
   0.400   0.800   0.700    0.28256E-01   0.28812E-01   0.97166E+00
   0.400   0.800   0.800    0.30867E-01   0.10971E-01   0.98907E+00
   0.400   0.800   0.900    0.31946E-01   0.28145E-02   0.99714E+00
   0.400   0.800   1.000    0.32069E-01   0.00000E+00   0.10000E+01
   0.400   0.900   0.000    0.00000E+00   0.14793E+00   0.88618E+00
   0.400   0.900   0.100    0.50845E-03   0.14025E+00   0.90868E+00
   0.400   0.900   0.200    0.21115E-02   0.13752E+00   0.90648E+00
   0.400   0.900   0.300    0.57204E-02   0.13426E+00   0.89499E+00
   0.400   0.900   0.400    0.11618E-01   0.12208E+00   0.89246E+00
   0.400   0.900   0.500    0.18764E-01   0.96666E-01   0.90860E+00
   0.400   0.900   0.600    0.25345E-01   0.62931E-01   0.93840E+00
   0.400   0.900   0.700    0.30022E-01   0.32091E-01   0.96810E+00
   0.400   0.900   0.800    0.32531E-01   0.12259E-01   0.98768E+00
   0.400   0.900   0.900    0.33381E-01   0.31544E-02   0.99678E+00
   0.400   0.900   1.000    0.33236E-01   0.00000E+00   0.10000E+01
   0.400   1.000   0.000    0.00000E+00   0.15067E+00   0.88181E+00
   0.400   1.000   0.100    0.52419E-03   0.14332E+00   0.90513E+00
   0.400   1.000   0.200    0.21731E-02   0.14104E+00   0.90285E+00
   0.400   1.000   0.300    0.58804E-02   0.13812E+00   0.89095E+00
   0.400   1.000   0.400    0.11929E-01   0.12590E+00   0.88832E+00
   0.400   1.000   0.500    0.19236E-01   0.99891E-01   0.90504E+00
   0.400   1.000   0.600    0.25933E-01   0.65145E-01   0.93597E+00
   0.400   1.000   0.700    0.30647E-01   0.33266E-01   0.96682E+00
   0.400   1.000   0.800    0.33119E-01   0.12720E-01   0.98719E+00
   0.400   1.000   0.900    0.33885E-01   0.32776E-02   0.99665E+00
   0.400   1.000   1.000    0.33644E-01   0.00000E+00   0.10000E+01
   0.400   1.100   0.000    0.00000E+00   0.14793E+00   0.88618E+00
   0.400   1.100   0.100    0.50845E-03   0.14025E+00   0.90868E+00
   0.400   1.100   0.200    0.21115E-02   0.13752E+00   0.90648E+00
   0.400   1.100   0.300    0.57204E-02   0.13426E+00   0.89499E+00
   0.400   1.100   0.400    0.11618E-01   0.12208E+00   0.89246E+00
   0.400   1.100   0.500    0.18764E-01   0.96666E-01   0.90860E+00
   0.400   1.100   0.600    0.25345E-01   0.62931E-01   0.93840E+00
   0.400   1.100   0.700    0.30022E-01   0.32091E-01   0.96810E+00
   0.400   1.100   0.800    0.32531E-01   0.12259E-01   0.98768E+00
   0.400   1.100   0.900    0.33381E-01   0.31544E-02   0.99678E+00
   0.400   1.100   1.000    0.33236E-01   0.00000E+00   0.10000E+01
   0.400   1.200   0.000    0.00000E+00   0.14009E+00   0.89836E+00
   0.400   1.200   0.100    0.46450E-03   0.13151E+00   0.91856E+00
   0.400   1.200   0.200    0.19391E-02   0.12759E+00   0.91659E+00
   0.400   1.200   0.300    0.52713E-02   0.12337E+00   0.90629E+00
   0.400   1.200   0.400    0.10746E-01   0.11134E+00   0.90401E+00
   0.400   1.200   0.500    0.17436E-01   0.87625E-01   0.91850E+00
   0.400   1.200   0.600    0.23688E-01   0.56748E-01   0.94517E+00
   0.400   1.200   0.700    0.28256E-01   0.28812E-01   0.97166E+00
   0.400   1.200   0.800    0.30867E-01   0.10971E-01   0.98907E+00
   0.400   1.200   0.900    0.31946E-01   0.28145E-02   0.99714E+00
   0.400   1.200   1.000    0.32069E-01   0.00000E+00   0.10000E+01
   0.400   1.300   0.000    0.00000E+00   0.12809E+00   0.91599E+00
   0.400   1.300   0.100    0.40073E-03   0.11839E+00   0.93281E+00
   0.400   1.300   0.200    0.16881E-02   0.11283E+00   0.93117E+00
   0.400   1.300   0.300    0.46187E-02   0.10734E+00   0.92259E+00
   0.400   1.300   0.400    0.94752E-02   0.95605E-01   0.92070E+00
   0.400   1.300   0.500    0.15492E-01   0.74459E-01   0.93275E+00
   0.400   1.300   0.600    0.21251E-01   0.47804E-01   0.95488E+00
   0.400   1.300   0.700    0.25645E-01   0.24103E-01   0.97674E+00
   0.400   1.300   0.800    0.28388E-01   0.91243E-02   0.99105E+00
   0.400   1.300   0.900    0.29789E-01   0.23317E-02   0.99766E+00
   0.400   1.300   1.000    0.30294E-01   0.00000E+00   0.10000E+01
   0.400   1.400   0.000    0.00000E+00   0.11347E+00   0.93584E+00
   0.400   1.400   0.100    0.32785E-03   0.10274E+00   0.94880E+00
   0.400   1.400   0.200    0.14029E-02   0.95542E-01   0.94754E+00
   0.400   1.400   0.300    0.38738E-02   0.88749E-01   0.94093E+00
   0.400   1.400   0.400    0.80186E-02   0.77518E-01   0.93947E+00
   0.400   1.400   0.500    0.13253E-01   0.59457E-01   0.94875E+00
   0.400   1.400   0.600    0.18423E-01   0.37710E-01   0.96571E+00
   0.400   1.400   0.700    0.22590E-01   0.18836E-01   0.98237E+00
   0.400   1.400   0.800    0.25455E-01   0.70786E-02   0.99322E+00
   0.400   1.400   0.900    0.27201E-01   0.17935E-02   0.99823E+00
   0.400   1.400   1.000    0.28135E-01   0.00000E+00   0.10000E+01
   0.400   1.500   0.000    0.00000E+00   0.98020E-01   0.95478E+00
   0.400   1.500   0.100    0.25589E-03   0.86634E-01   0.96400E+00
   0.400   1.500   0.200    0.11227E-02   0.78126E-01   0.96310E+00
   0.400   1.500   0.300    0.31436E-02   0.70307E-01   0.95841E+00
   0.400   1.500   0.400    0.65858E-02   0.59771E-01   0.95737E+00
   0.400   1.500   0.500    0.11034E-01   0.44887E-01   0.96396E+00
   0.400   1.500   0.600    0.15594E-01   0.28015E-01   0.97595E+00
   0.400   1.500   0.700    0.19497E-01   0.13816E-01   0.98767E+00
   0.400   1.500   0.800    0.22443E-01   0.51353E-02   0.99527E+00
   0.400   1.500   0.900    0.24501E-01   0.12851E-02   0.99876E+00
   0.400   1.500   1.000    0.25848E-01   0.00000E+00   0.10000E+01
   0.400   1.600   0.000    0.00000E+00   0.83520E-01   0.97064E+00
   0.400   1.600   0.100    0.19409E-03   0.71902E-01   0.97666E+00
   0.400   1.600   0.200    0.88121E-03   0.62567E-01   0.97608E+00
   0.400   1.600   0.300    0.25109E-02   0.54128E-01   0.97300E+00
   0.400   1.600   0.400    0.53360E-02   0.44410E-01   0.97233E+00
   0.400   1.600   0.500    0.90789E-02   0.32426E-01   0.97663E+00
   0.400   1.600   0.600    0.13071E-01   0.19813E-01   0.98444E+00
   0.400   1.600   0.700    0.16699E-01   0.96137E-02   0.99203E+00
   0.400   1.600   0.800    0.19674E-01   0.35214E-02   0.99695E+00
   0.400   1.600   0.900    0.21977E-01   0.86375E-03   0.99920E+00
   0.400   1.600   1.000    0.23678E-01   0.00000E+00   0.10000E+01
   0.400   1.700   0.000    0.00000E+00   0.71360E-01   0.98243E+00
   0.400   1.700   0.100    0.14478E-03   0.59829E-01   0.98605E+00
   0.400   1.700   0.200    0.69080E-03   0.50106E-01   0.98570E+00
   0.400   1.700   0.300    0.20145E-02   0.41416E-01   0.98386E+00
   0.400   1.700   0.400    0.43544E-02   0.32522E-01   0.98345E+00
   0.400   1.700   0.500    0.75320E-02   0.22901E-01   0.98604E+00
   0.400   1.700   0.600    0.11049E-01   0.13609E-01   0.99072E+00
   0.400   1.700   0.700    0.14420E-01   0.64556E-02   0.99526E+00
   0.400   1.700   0.800    0.17379E-01   0.23115E-02   0.99819E+00
   0.400   1.700   0.900    0.19851E-01   0.54914E-03   0.99953E+00
   0.400   1.700   1.000    0.21824E-01   0.00000E+00   0.10000E+01
   0.400   1.800   0.000    0.00000E+00   0.62348E-01   0.99032E+00
   0.400   1.800   0.100    0.10866E-03   0.51027E-01   0.99232E+00
   0.400   1.800   0.200    0.55479E-03   0.41183E-01   0.99212E+00
   0.400   1.800   0.300    0.16633E-02   0.32468E-01   0.99111E+00
   0.400   1.800   0.400    0.36626E-02   0.24264E-01   0.99089E+00
   0.400   1.800   0.500    0.64375E-02   0.16360E-01   0.99232E+00
   0.400   1.800   0.600    0.96025E-02   0.93816E-02   0.99490E+00
   0.400   1.800   0.700    0.12766E-01   0.43170E-02   0.99739E+00
   0.400   1.800   0.800    0.15687E-01   0.14967E-02   0.99900E+00
   0.400   1.800   0.900    0.18260E-01   0.33696E-03   0.99974E+00
   0.400   1.800   1.000    0.20421E-01   0.00000E+00   0.10000E+01
   0.400   1.900   0.000    0.00000E+00   0.56719E-01   0.99507E+00
   0.400   1.900   0.100    0.83554E-04   0.45576E-01   0.99609E+00
   0.400   1.900   0.200    0.46681E-03   0.35699E-01   0.99599E+00
   0.400   1.900   0.300    0.14433E-02   0.26997E-01   0.99548E+00
   0.400   1.900   0.400    0.32395E-02   0.19239E-01   0.99537E+00
   0.400   1.900   0.500    0.57750E-02   0.12385E-01   0.99610E+00
   0.400   1.900   0.600    0.87261E-02   0.68156E-02   0.99740E+00
   0.400   1.900   0.700    0.11755E-01   0.30120E-02   0.99868E+00
   0.400   1.900   0.800    0.14641E-01   0.99655E-03   0.99949E+00
   0.400   1.900   0.900    0.17264E-01   0.20489E-03   0.99987E+00
   0.400   1.900   1.000    0.19535E-01   0.00000E+00   0.10000E+01
   0.500   0.000   0.000    0.00000E+00   0.53547E-01   0.99807E+00
   0.500   0.000   0.100    0.71930E-04   0.43572E-01   0.99782E+00
   0.500   0.000   0.200    0.43767E-03   0.34477E-01   0.99715E+00
   0.500   0.000   0.300    0.13869E-02   0.26171E-01   0.99650E+00
   0.500   0.000   0.400    0.31608E-02   0.18556E-01   0.99637E+00
   0.500   0.000   0.500    0.56889E-02   0.11792E-01   0.99697E+00
   0.500   0.000   0.600    0.86422E-02   0.63627E-02   0.99801E+00
   0.500   0.000   0.700    0.11676E-01   0.27461E-02   0.99899E+00
   0.500   0.000   0.800    0.14566E-01   0.87857E-03   0.99962E+00
   0.500   0.000   0.900    0.17188E-01   0.16560E-03   0.99990E+00
   0.500   0.000   1.000    0.19453E-01   0.00000E+00   0.10000E+01
   0.500   0.100   0.000    0.00000E+00   0.56176E-01   0.99589E+00
   0.500   0.100   0.100    0.91902E-04   0.46403E-01   0.99536E+00
   0.500   0.100   0.200    0.49724E-03   0.37663E-01   0.99394E+00
   0.500   0.100   0.300    0.15251E-02   0.29663E-01   0.99255E+00
   0.500   0.100   0.400    0.34072E-02   0.21997E-01   0.99227E+00
   0.500   0.100   0.500    0.60498E-02   0.14655E-01   0.99352E+00
   0.500   0.100   0.600    0.90960E-02   0.82828E-02   0.99575E+00
   0.500   0.100   0.700    0.12181E-01   0.37510E-02   0.99785E+00
   0.500   0.100   0.800    0.15074E-01   0.12751E-02   0.99918E+00
   0.500   0.100   0.900    0.17666E-01   0.27605E-03   0.99979E+00
   0.500   0.100   1.000    0.19880E-01   0.00000E+00   0.10000E+01
   0.500   0.200   0.000    0.00000E+00   0.62322E-01   0.99194E+00
   0.500   0.200   0.100    0.12455E-03   0.53097E-01   0.99088E+00
   0.500   0.200   0.200    0.61503E-03   0.45118E-01   0.98807E+00
   0.500   0.200   0.300    0.18220E-02   0.37619E-01   0.98536E+00
   0.500   0.200   0.400    0.39804E-02   0.29595E-01   0.98480E+00
   0.500   0.200   0.500    0.69385E-02   0.20773E-01   0.98727E+00
   0.500   0.200   0.600    0.10247E-01   0.12266E-01   0.99163E+00
   0.500   0.200   0.700    0.13470E-01   0.57725E-02   0.99577E+00
   0.500   0.200   0.800    0.16369E-01   0.20495E-02   0.99839E+00
   0.500   0.200   0.900    0.18862E-01   0.47723E-03   0.99959E+00
   0.500   0.200   1.000    0.20921E-01   0.00000E+00   0.10000E+01
   0.500   0.300   0.000    0.00000E+00   0.72237E-01   0.98537E+00
   0.500   0.300   0.100    0.17355E-03   0.63984E-01   0.98346E+00
   0.500   0.300   0.200    0.80016E-03   0.57298E-01   0.97837E+00
   0.500   0.300   0.300    0.23003E-02   0.50647E-01   0.97346E+00
   0.500   0.300   0.400    0.49179E-02   0.42035E-01   0.97247E+00
   0.500   0.300   0.500    0.84037E-02   0.30805E-01   0.97692E+00
   0.500   0.300   0.600    0.12144E-01   0.18802E-01   0.98480E+00
   0.500   0.300   0.700    0.15585E-01   0.90945E-02   0.99230E+00
   0.500   0.300   0.800    0.18470E-01   0.33154E-02   0.99708E+00
   0.500   0.300   0.900    0.20785E-01   0.80606E-03   0.99925E+00
   0.500   0.300   1.000    0.22578E-01   0.00000E+00   0.10000E+01
   0.500   0.400   0.000    0.00000E+00   0.85734E-01   0.97553E+00
   0.500   0.400   0.100    0.24200E-03   0.79041E-01   0.97234E+00
   0.500   0.400   0.200    0.10624E-02   0.74404E-01   0.96389E+00
   0.500   0.400   0.300    0.29808E-02   0.69171E-01   0.95578E+00
   0.500   0.400   0.400    0.62541E-02   0.59924E-01   0.95412E+00
   0.500   0.400   0.500    0.10482E-01   0.45385E-01   0.96149E+00
   0.500   0.400   0.600    0.14808E-01   0.28394E-01   0.97457E+00
   0.500   0.400   0.700    0.18511E-01   0.14001E-01   0.98708E+00
   0.500   0.400   0.800    0.21336E-01   0.51967E-02   0.99509E+00
   0.500   0.400   0.900    0.23369E-01   0.12945E-02   0.99873E+00
   0.500   0.400   1.000    0.24779E-01   0.00000E+00   0.10000E+01
   0.500   0.500   0.000    0.00000E+00   0.10202E+00   0.96227E+00
   0.500   0.500   0.100    0.32994E-03   0.97576E-01   0.95738E+00
   0.500   0.500   0.200    0.14005E-02   0.95837E-01   0.94451E+00
   0.500   0.500   0.300    0.38561E-02   0.92701E-01   0.93220E+00
   0.500   0.500   0.400    0.79655E-02   0.82922E-01   0.92969E+00
   0.500   0.500   0.500    0.13120E-01   0.64360E-01   0.94086E+00
   0.500   0.500   0.600    0.18144E-01   0.41035E-01   0.96080E+00
   0.500   0.500   0.700    0.22120E-01   0.20533E-01   0.98003E+00
   0.500   0.500   0.800    0.24809E-01   0.77208E-02   0.99239E+00
   0.500   0.500   0.900    0.26450E-01   0.19508E-02   0.99804E+00
   0.500   0.500   1.000    0.27366E-01   0.00000E+00   0.10000E+01
   0.500   0.600   0.000    0.00000E+00   0.11961E+00   0.94635E+00
   0.500   0.600   0.100    0.43167E-03   0.11803E+00   0.93950E+00
   0.500   0.600   0.200    0.17922E-02   0.11988E+00   0.92144E+00
   0.500   0.600   0.300    0.48687E-02   0.11940E+00   0.90426E+00
   0.500   0.600   0.400    0.99353E-02   0.10928E+00   0.90078E+00
   0.500   0.600   0.500    0.16130E-01   0.86391E-01   0.91633E+00
   0.500   0.600   0.600    0.21904E-01   0.55918E-01   0.94429E+00
   0.500   0.600   0.700    0.26127E-01   0.28321E-01   0.97149E+00
   0.500   0.600   0.800    0.28604E-01   0.10750E-01   0.98911E+00
   0.500   0.600   0.900    0.29760E-01   0.27409E-02   0.99719E+00
   0.500   0.600   1.000    0.30105E-01   0.00000E+00   0.10000E+01
   0.500   0.700   0.000    0.00000E+00   0.13651E+00   0.92964E+00
   0.500   0.700   0.100    0.53757E-03   0.13805E+00   0.92073E+00
   0.500   0.700   0.200    0.21965E-02   0.14372E+00   0.89738E+00
   0.500   0.700   0.300    0.59084E-02   0.14608E+00   0.87532E+00
   0.500   0.700   0.400    0.11945E-01   0.13584E+00   0.87087E+00
   0.500   0.700   0.500    0.19175E-01   0.10885E+00   0.89081E+00
   0.500   0.700   0.600    0.25670E-01   0.71315E-01   0.92696E+00
   0.500   0.700   0.700    0.30095E-01   0.36477E-01   0.96246E+00
