! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON)         WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=FLUX                
!   X       Y       Z           UP       DOWN_DIFFUSE   DOWN_DIRECT
   0.900   0.600   0.200    0.34137E-02   0.29330E+00   0.66826E+00
   0.900   0.600   0.300    0.89679E-02   0.30268E+00   0.64232E+00
   0.900   0.600   0.400    0.17742E-01   0.28350E+00   0.66139E+00
   0.900   0.600   0.500    0.27558E-01   0.23061E+00   0.72773E+00
   0.900   0.600   0.600    0.35070E-01   0.15402E+00   0.82247E+00
   0.900   0.600   0.700    0.38498E-01   0.79792E-01   0.91052E+00
   0.900   0.600   0.800    0.38434E-01   0.30437E-01   0.96671E+00
   0.900   0.600   0.900    0.36568E-01   0.76178E-02   0.99186E+00
   0.900   0.600   1.000    0.34306E-01   0.00000E+00   0.10000E+01
   0.900   0.700   0.000    0.00000E+00   0.27407E+00   0.73346E+00
   0.900   0.700   0.100    0.10953E-02   0.31244E+00   0.65238E+00
   0.900   0.700   0.200    0.42274E-02   0.34466E+00   0.58664E+00
   0.900   0.700   0.300    0.11053E-01   0.35795E+00   0.55666E+00
   0.900   0.700   0.400    0.21785E-01   0.33965E+00   0.57862E+00
   0.900   0.700   0.500    0.33615E-01   0.28212E+00   0.65670E+00
   0.900   0.700   0.600    0.42298E-01   0.19321E+00   0.77212E+00
   0.900   0.700   0.700    0.45654E-01   0.10225E+00   0.88336E+00
   0.900   0.700   0.800    0.44607E-01   0.39556E-01   0.95619E+00
   0.900   0.700   0.900    0.41424E-01   0.99814E-02   0.98924E+00
   0.900   0.700   1.000    0.37941E-01   0.00000E+00   0.10000E+01
   0.900   0.800   0.000    0.00000E+00   0.30369E+00   0.68481E+00
   0.900   0.800   0.100    0.12831E-02   0.34717E+00   0.59349E+00
   0.900   0.800   0.200    0.49216E-02   0.38321E+00   0.52128E+00
   0.900   0.800   0.300    0.12834E-01   0.39902E+00   0.48896E+00
   0.900   0.800   0.400    0.25248E-01   0.38209E+00   0.51264E+00
   0.900   0.800   0.500    0.38819E-01   0.32285E+00   0.59834E+00
   0.900   0.800   0.600    0.48493E-01   0.22579E+00   0.72917E+00
   0.900   0.800   0.700    0.51763E-01   0.12173E+00   0.85944E+00
   0.900   0.800   0.800    0.49838E-01   0.47669E-01   0.94675E+00
   0.900   0.800   0.900    0.45492E-01   0.12112E-01   0.98687E+00
   0.900   0.800   1.000    0.40944E-01   0.00000E+00   0.10000E+01
   0.900   0.900   0.000    0.00000E+00   0.32234E+00   0.65255E+00
   0.900   0.900   0.100    0.14091E-02   0.36861E+00   0.55534E+00
   0.900   0.900   0.200    0.53887E-02   0.40651E+00   0.47976E+00
   0.900   0.900   0.300    0.14037E-01   0.42359E+00   0.44639E+00
   0.900   0.900   0.400    0.27589E-01   0.40784E+00   0.47081E+00
   0.900   0.900   0.500    0.42335E-01   0.34846E+00   0.56046E+00
   0.900   0.900   0.600    0.52683E-01   0.24721E+00   0.70042E+00
   0.900   0.900   0.700    0.55889E-01   0.13501E+00   0.84299E+00
   0.900   0.900   0.800    0.53353E-01   0.53294E-01   0.94017E+00
   0.900   0.900   0.900    0.48204E-01   0.13595E-01   0.98521E+00
   0.900   0.900   1.000    0.42927E-01   0.00000E+00   0.10000E+01
   0.900   1.000   0.000    0.00000E+00   0.32868E+00   0.64128E+00
   0.900   1.000   0.100    0.14534E-02   0.37582E+00   0.54218E+00
   0.900   1.000   0.200    0.55519E-02   0.41423E+00   0.46558E+00
   0.900   1.000   0.300    0.14460E-01   0.43169E+00   0.43189E+00
   0.900   1.000   0.400    0.28417E-01   0.41639E+00   0.45654E+00
   0.900   1.000   0.500    0.43577E-01   0.35715E+00   0.54735E+00
   0.900   1.000   0.600    0.54166E-01   0.25467E+00   0.69028E+00
   0.900   1.000   0.700    0.57347E-01   0.13970E+00   0.83713E+00
   0.900   1.000   0.800    0.54593E-01   0.55303E-01   0.93780E+00
   0.900   1.000   0.900    0.49158E-01   0.14135E-01   0.98461E+00
   0.900   1.000   1.000    0.43620E-01   0.00000E+00   0.10000E+01
   0.900   1.100   0.000    0.00000E+00   0.32234E+00   0.65255E+00
   0.900   1.100   0.100    0.14091E-02   0.36861E+00   0.55534E+00
   0.900   1.100   0.200    0.53887E-02   0.40651E+00   0.47976E+00
   0.900   1.100   0.300    0.14037E-01   0.42359E+00   0.44639E+00
   0.900   1.100   0.400    0.27589E-01   0.40784E+00   0.47081E+00
   0.900   1.100   0.500    0.42335E-01   0.34846E+00   0.56046E+00
   0.900   1.100   0.600    0.52683E-01   0.24721E+00   0.70042E+00
   0.900   1.100   0.700    0.55889E-01   0.13501E+00   0.84299E+00
   0.900   1.100   0.800    0.53353E-01   0.53294E-01   0.94017E+00
   0.900   1.100   0.900    0.48204E-01   0.13595E-01   0.98521E+00
   0.900   1.100   1.000    0.42927E-01   0.00000E+00   0.10000E+01
   0.900   1.200   0.000    0.00000E+00   0.30369E+00   0.68481E+00
   0.900   1.200   0.100    0.12831E-02   0.34717E+00   0.59349E+00
   0.900   1.200   0.200    0.49216E-02   0.38321E+00   0.52128E+00
   0.900   1.200   0.300    0.12834E-01   0.39902E+00   0.48896E+00
   0.900   1.200   0.400    0.25248E-01   0.38209E+00   0.51264E+00
   0.900   1.200   0.500    0.38819E-01   0.32285E+00   0.59834E+00
   0.900   1.200   0.600    0.48493E-01   0.22579E+00   0.72917E+00
   0.900   1.200   0.700    0.51763E-01   0.12173E+00   0.85944E+00
   0.900   1.200   0.800    0.49838E-01   0.47669E-01   0.94675E+00
   0.900   1.200   0.900    0.45492E-01   0.12112E-01   0.98687E+00
   0.900   1.200   1.000    0.40944E-01   0.00000E+00   0.10000E+01
   0.900   1.300   0.000    0.00000E+00   0.27407E+00   0.73346E+00
   0.900   1.300   0.100    0.10953E-02   0.31244E+00   0.65238E+00
   0.900   1.300   0.200    0.42274E-02   0.34466E+00   0.58664E+00
   0.900   1.300   0.300    0.11053E-01   0.35795E+00   0.55666E+00
   0.900   1.300   0.400    0.21785E-01   0.33965E+00   0.57862E+00
   0.900   1.300   0.500    0.33615E-01   0.28212E+00   0.65670E+00
   0.900   1.300   0.600    0.42298E-01   0.19321E+00   0.77212E+00
   0.900   1.300   0.700    0.45654E-01   0.10225E+00   0.88336E+00
   0.900   1.300   0.800    0.44607E-01   0.39556E-01   0.95619E+00
   0.900   1.300   0.900    0.41424E-01   0.99814E-02   0.98924E+00
   0.900   1.300   1.000    0.37941E-01   0.00000E+00   0.10000E+01
   0.900   1.400   0.000    0.00000E+00   0.23633E+00   0.79115E+00
   0.900   1.400   0.100    0.87564E-03   0.26722E+00   0.72411E+00
   0.900   1.400   0.200    0.34137E-02   0.29330E+00   0.66826E+00
   0.900   1.400   0.300    0.89679E-02   0.30268E+00   0.64232E+00
   0.900   1.400   0.400    0.17742E-01   0.28350E+00   0.66139E+00
   0.900   1.400   0.500    0.27558E-01   0.23061E+00   0.72773E+00
   0.900   1.400   0.600    0.35070E-01   0.15402E+00   0.82247E+00
   0.900   1.400   0.700    0.38498E-01   0.79792E-01   0.91052E+00
   0.900   1.400   0.800    0.38434E-01   0.30437E-01   0.96671E+00
   0.900   1.400   0.900    0.36568E-01   0.76178E-02   0.99186E+00
   0.900   1.400   1.000    0.34306E-01   0.00000E+00   0.10000E+01
   0.900   1.500   0.000    0.00000E+00   0.19488E+00   0.84922E+00
   0.900   1.500   0.100    0.65641E-03   0.21665E+00   0.79835E+00
   0.900   1.500   0.200    0.25981E-02   0.23477E+00   0.75486E+00
   0.900   1.500   0.300    0.68815E-02   0.23930E+00   0.73430E+00
   0.900   1.500   0.400    0.13710E-01   0.22037E+00   0.74944E+00
   0.900   1.500   0.500    0.21515E-01   0.17510E+00   0.80115E+00
   0.900   1.500   0.600    0.27840E-01   0.11399E+00   0.87253E+00
   0.900   1.500   0.700    0.31277E-01   0.57782E-01   0.93669E+00
   0.900   1.500   0.800    0.32129E-01   0.21726E-01   0.97665E+00
   0.900   1.500   0.900    0.31531E-01   0.53894E-02   0.99431E+00
   0.900   1.500   1.000    0.30473E-01   0.00000E+00   0.10000E+01
   0.900   1.600   0.000    0.00000E+00   0.15483E+00   0.90008E+00
   0.900   1.600   0.100    0.46352E-03   0.16719E+00   0.86496E+00
   0.900   1.600   0.200    0.18788E-02   0.17687E+00   0.83433E+00
   0.900   1.600   0.300    0.50430E-02   0.17653E+00   0.81962E+00
   0.900   1.600   0.400    0.10163E-01   0.15903E+00   0.83047E+00
   0.900   1.600   0.500    0.16194E-01   0.12326E+00   0.86693E+00
   0.900   1.600   0.600    0.21426E-01   0.78263E-01   0.91593E+00
   0.900   1.600   0.700    0.24796E-01   0.38869E-01   0.95875E+00
   0.900   1.600   0.800    0.26379E-01   0.14407E-01   0.98490E+00
   0.900   1.600   0.900    0.26854E-01   0.35341E-02   0.99633E+00
   0.900   1.600   1.000    0.26850E-01   0.00000E+00   0.10000E+01
   0.900   1.700   0.000    0.00000E+00   0.12055E+00   0.93934E+00
   0.900   1.700   0.100    0.31288E-03   0.12468E+00   0.91737E+00
   0.900   1.700   0.200    0.13138E-02   0.12690E+00   0.89791E+00
   0.900   1.700   0.300    0.35988E-02   0.12256E+00   0.88847E+00
   0.900   1.700   0.400    0.73775E-02   0.10725E+00   0.89545E+00
   0.900   1.700   0.500    0.12000E-01   0.80897E-01   0.91862E+00
   0.900   1.700   0.600    0.16324E-01   0.50128E-01   0.94913E+00
   0.900   1.700   0.700    0.19565E-01   0.24411E-01   0.97527E+00
   0.900   1.700   0.800    0.21655E-01   0.89166E-02   0.99099E+00
   0.900   1.700   0.900    0.22940E-01   0.21586E-02   0.99782E+00
   0.900   1.700   1.000    0.23765E-01   0.00000E+00   0.10000E+01
   0.900   1.800   0.000    0.00000E+00   0.94770E-01   0.96623E+00
   0.900   1.800   0.100    0.20689E-03   0.92693E-01   0.95378E+00
   0.900   1.800   0.200    0.91634E-03   0.89341E-01   0.94262E+00
   0.900   1.800   0.300    0.25838E-02   0.82232E-01   0.93716E+00
   0.900   1.800   0.400    0.54217E-02   0.69127E-01   0.94118E+00
   0.900   1.800   0.500    0.90464E-02   0.50453E-01   0.95447E+00
   0.900   1.800   0.600    0.12699E-01   0.30438E-01   0.97175E+00
   0.900   1.800   0.700    0.15799E-01   0.14511E-01   0.98636E+00
   0.900   1.800   0.800    0.18200E-01   0.52073E-02   0.99505E+00
   0.900   1.800   0.900    0.20027E-01   0.12353E-02   0.99880E+00
   0.900   1.800   1.000    0.21434E-01   0.00000E+00   0.10000E+01
   0.900   1.900   0.000    0.00000E+00   0.78506E-01   0.98274E+00
   0.900   1.900   0.100    0.14008E-03   0.72491E-01   0.97630E+00
   0.900   1.900   0.200    0.66874E-03   0.65567E-01   0.97051E+00
   0.900   1.900   0.300    0.19590E-02   0.56695E-01   0.96765E+00
   0.900   1.900   0.400    0.42285E-02   0.45085E-01   0.96976E+00
   0.900   1.900   0.500    0.72543E-02   0.31436E-01   0.97667E+00
   0.900   1.900   0.600    0.10501E-01   0.18289E-01   0.98558E+00
   0.900   1.900   0.700    0.13505E-01   0.84660E-02   0.99306E+00
   0.900   1.900   0.800    0.16075E-01   0.29523E-02   0.99749E+00
   0.900   1.900   0.900    0.18213E-01   0.67635E-03   0.99939E+00
   0.900   1.900   1.000    0.19963E-01   0.00000E+00   0.10000E+01
   1.000   0.000   0.000    0.00000E+00   0.79638E-01   0.98854E+00
   1.000   0.000   0.100    0.11040E-03   0.71681E-01   0.98511E+00
   1.000   0.000   0.200    0.57130E-03   0.62300E-01   0.98235E+00
   1.000   0.000   0.300    0.17271E-02   0.51155E-01   0.98144E+00
   1.000   0.000   0.400    0.38040E-02   0.38391E-01   0.98323E+00
   1.000   0.000   0.500    0.66237E-02   0.25240E-01   0.98741E+00
   1.000   0.000   0.600    0.97018E-02   0.13873E-01   0.99239E+00
   1.000   0.000   0.700    0.12599E-01   0.60748E-02   0.99640E+00
   1.000   0.000   0.800    0.15121E-01   0.19906E-02   0.99871E+00
   1.000   0.000   0.900    0.17254E-01   0.40810E-03   0.99970E+00
   1.000   0.000   1.000    0.19021E-01   0.00000E+00   0.10000E+01
   1.000   0.100   0.000    0.00000E+00   0.87980E-01   0.97567E+00
   1.000   0.100   0.100    0.14762E-03   0.81980E-01   0.96845E+00
   1.000   0.100   0.200    0.69483E-03   0.74383E-01   0.96266E+00
   1.000   0.100   0.300    0.20190E-02   0.64151E-01   0.96074E+00
   1.000   0.100   0.400    0.43263E-02   0.50695E-01   0.96448E+00
   1.000   0.100   0.500    0.73654E-02   0.35070E-01   0.97327E+00
   1.000   0.100   0.600    0.10578E-01   0.20247E-01   0.98379E+00
   1.000   0.100   0.700    0.13496E-01   0.93037E-02   0.99232E+00
   1.000   0.100   0.800    0.15949E-01   0.32221E-02   0.99725E+00
   1.000   0.100   0.900    0.17963E-01   0.72925E-03   0.99935E+00
   1.000   0.100   1.000    0.19602E-01   0.00000E+00   0.10000E+01
   1.000   0.200   0.000    0.00000E+00   0.10756E+00   0.95256E+00
   1.000   0.200   0.100    0.21779E-03   0.10596E+00   0.93868E+00
   1.000   0.200   0.200    0.95396E-03   0.10212E+00   0.92764E+00
   1.000   0.200   0.300    0.26710E-02   0.93448E-01   0.92398E+00
   1.000   0.200   0.400    0.55666E-02   0.77887E-01   0.93109E+00
   1.000   0.200   0.500    0.92184E-02   0.56343E-01   0.94793E+00
   1.000   0.200   0.600    0.12834E-01   0.33715E-01   0.96827E+00
   1.000   0.200   0.700    0.15831E-01   0.15955E-01   0.98489E+00
   1.000   0.200   0.800    0.18089E-01   0.56822E-02   0.99459E+00
   1.000   0.200   0.900    0.19770E-01   0.13331E-02   0.99871E+00
   1.000   0.200   1.000    0.21052E-01   0.00000E+00   0.10000E+01
   1.000   0.300   0.000    0.00000E+00   0.13826E+00   0.91525E+00
   1.000   0.300   0.100    0.32832E-03   0.14344E+00   0.89108E+00
   1.000   0.300   0.200    0.13681E-02   0.14535E+00   0.87210E+00
   1.000   0.300   0.300    0.37269E-02   0.13915E+00   0.86585E+00
   1.000   0.300   0.400    0.75964E-02   0.12060E+00   0.87805E+00
   1.000   0.300   0.500    0.12272E-01   0.90197E-01   0.90716E+00
   1.000   0.300   0.600    0.16557E-01   0.55474E-01   0.94294E+00
   1.000   0.300   0.700    0.19664E-01   0.26830E-01   0.97264E+00
   1.000   0.300   0.800    0.21569E-01   0.97240E-02   0.99017E+00
   1.000   0.300   0.900    0.22670E-01   0.23253E-02   0.99766E+00
   1.000   0.300   1.000    0.23348E-01   0.00000E+00   0.10000E+01
   1.000   0.400   0.000    0.00000E+00   0.17841E+00   0.86160E+00
   1.000   0.400   0.100    0.48437E-03   0.19228E+00   0.82368E+00
   1.000   0.400   0.200    0.19518E-02   0.20164E+00   0.79438E+00
   1.000   0.400   0.300    0.52196E-02   0.19910E+00   0.78482E+00
   1.000   0.400   0.400    0.10477E-01   0.17769E+00   0.80349E+00
   1.000   0.400   0.500    0.16601E-01   0.13678E+00   0.84883E+00
   1.000   0.400   0.600    0.21798E-01   0.86361E-01   0.90589E+00
   1.000   0.400   0.700    0.24994E-01   0.42645E-01   0.95440E+00
   1.000   0.400   0.800    0.26329E-01   0.15694E-01   0.98352E+00
   1.000   0.400   0.900    0.26566E-01   0.38057E-02   0.99607E+00
   1.000   0.400   1.000    0.26381E-01   0.00000E+00   0.10000E+01
   1.000   0.500   0.000    0.00000E+00   0.22426E+00   0.79353E+00
   1.000   0.500   0.100    0.68126E-03   0.24749E+00   0.73996E+00
   1.000   0.500   0.200    0.26867E-02   0.26490E+00   0.69948E+00
   1.000   0.500   0.300    0.71040E-02   0.26684E+00   0.68646E+00
   1.000   0.500   0.400    0.14126E-01   0.24380E+00   0.71199E+00
   1.000   0.500   0.500    0.22083E-01   0.19289E+00   0.77534E+00
   1.000   0.500   0.600    0.28390E-01   0.12524E+00   0.85773E+00
   1.000   0.500   0.700    0.31606E-01   0.63253E-01   0.93009E+00
   1.000   0.500   0.800    0.32131E-01   0.23638E-01   0.97452E+00
   1.000   0.500   0.900    0.31223E-01   0.57971E-02   0.99390E+00
   1.000   0.500   1.000    0.29939E-01   0.00000E+00   0.10000E+01
   1.000   0.600   0.000    0.00000E+00   0.27028E+00   0.71786E+00
   1.000   0.600   0.100    0.90171E-03   0.30189E+00   0.64943E+00
   1.000   0.600   0.200    0.35088E-02   0.32632E+00   0.59913E+00
   1.000   0.600   0.300    0.92207E-02   0.33273E+00   0.58322E+00
   1.000   0.600   0.400    0.18246E-01   0.30987E+00   0.61450E+00
   1.000   0.600   0.500    0.28290E-01   0.25184E+00   0.69438E+00
   1.000   0.600   0.600    0.35821E-01   0.16835E+00   0.80256E+00
   1.000   0.600   0.700    0.38983E-01   0.87117E-01   0.90135E+00
   1.000   0.600   0.800    0.38503E-01   0.33068E-01   0.96370E+00
   1.000   0.600   0.900    0.36241E-01   0.81868E-02   0.99127E+00
   1.000   0.600   1.000    0.33702E-01   0.00000E+00   0.10000E+01
   1.000   0.700   0.000    0.00000E+00   0.31073E+00   0.64494E+00
   1.000   0.700   0.100    0.11192E-02   0.34846E+00   0.56487E+00
   1.000   0.700   0.200    0.43178E-02   0.37769E+00   0.50768E+00
   1.000   0.700   0.300    0.11311E-01   0.38764E+00   0.48989E+00
   1.000   0.700   0.400    0.22345E-01   0.36657E+00   0.52504E+00
   1.000   0.700   0.500    0.34486E-01   0.30535E+00   0.61716E+00
   1.000   0.700   0.600    0.43240E-01   0.21003E+00   0.74748E+00
   1.000   0.700   0.700    0.46301E-01   0.11131E+00   0.87162E+00
   1.000   0.700   0.800    0.44751E-01   0.42920E-01   0.95225E+00
   1.000   0.700   0.900    0.41086E-01   0.10724E-01   0.98846E+00
   1.000   0.700   1.000    0.37272E-01   0.00000E+00   0.10000E+01
   1.000   0.800   0.000    0.00000E+00   0.34134E+00   0.58523E+00
   1.000   0.800   0.100    0.13023E-02   0.38264E+00   0.49775E+00
   1.000   0.800   0.200    0.50004E-02   0.41435E+00   0.43694E+00
   1.000   0.800   0.300    0.13084E-01   0.42655E+00   0.41834E+00
   1.000   0.800   0.400    0.25834E-01   0.40791E+00   0.45525E+00
   1.000   0.800   0.500    0.39789E-01   0.34671E+00   0.55463E+00
   1.000   0.800   0.600    0.49596E-01   0.24431E+00   0.70086E+00
   1.000   0.800   0.700    0.52557E-01   0.13224E+00   0.84549E+00
   1.000   0.800   0.800    0.50053E-01   0.51672E-01   0.94198E+00
   1.000   0.800   0.900    0.45148E-01   0.13001E-01   0.98592E+00
   1.000   0.800   1.000    0.40222E-01   0.00000E+00   0.10000E+01
   1.000   0.900   0.000    0.00000E+00   0.36003E+00   0.54664E+00
   1.000   0.900   0.100    0.14239E-02   0.40294E+00   0.45542E+00
   1.000   0.900   0.200    0.54549E-02   0.43555E+00   0.39320E+00
   1.000   0.900   0.300    0.14271E-01   0.44885E+00   0.37436E+00
   1.000   0.900   0.400    0.28178E-01   0.43219E+00   0.41183E+00
   1.000   0.900   0.500    0.43359E-01   0.37223E+00   0.51451E+00
   1.000   0.900   0.600    0.53887E-01   0.26663E+00   0.66977E+00
   1.000   0.900   0.700    0.56780E-01   0.14641E+00   0.82756E+00
   1.000   0.900   0.800    0.53619E-01   0.57723E-01   0.93484E+00
   1.000   0.900   0.900    0.47858E-01   0.14592E-01   0.98414E+00
   1.000   0.900   1.000    0.42171E-01   0.00000E+00   0.10000E+01
   1.000   1.000   0.000    0.00000E+00   0.36627E+00   0.53334E+00
   1.000   1.000   0.100    0.14669E-02   0.40961E+00   0.44102E+00
   1.000   1.000   0.200    0.56152E-02   0.44239E+00   0.37847E+00
   1.000   1.000   0.300    0.14687E-01   0.45600E+00   0.35962E+00
   1.000   1.000   0.400    0.29003E-01   0.44009E+00   0.39717E+00
   1.000   1.000   0.500    0.44621E-01   0.38079E+00   0.50070E+00
   1.000   1.000   0.600    0.55402E-01   0.27433E+00   0.65890E+00
   1.000   1.000   0.700    0.58272E-01   0.15140E+00   0.82121E+00
   1.000   1.000   0.800    0.54877E-01   0.59894E-01   0.93226E+00
   1.000   1.000   0.900    0.48811E-01   0.15165E-01   0.98350E+00
   1.000   1.000   1.000    0.42852E-01   0.00000E+00   0.10000E+01
   1.000   1.100   0.000    0.00000E+00   0.36003E+00   0.54664E+00
   1.000   1.100   0.100    0.14239E-02   0.40294E+00   0.45542E+00
   1.000   1.100   0.200    0.54549E-02   0.43555E+00   0.39320E+00
   1.000   1.100   0.300    0.14271E-01   0.44885E+00   0.37436E+00
   1.000   1.100   0.400    0.28178E-01   0.43219E+00   0.41183E+00
   1.000   1.100   0.500    0.43359E-01   0.37223E+00   0.51451E+00
   1.000   1.100   0.600    0.53887E-01   0.26663E+00   0.66977E+00
   1.000   1.100   0.700    0.56780E-01   0.14641E+00   0.82756E+00
   1.000   1.100   0.800    0.53619E-01   0.57723E-01   0.93484E+00
   1.000   1.100   0.900    0.47858E-01   0.14592E-01   0.98414E+00
   1.000   1.100   1.000    0.42171E-01   0.00000E+00   0.10000E+01
   1.000   1.200   0.000    0.00000E+00   0.34134E+00   0.58523E+00
   1.000   1.200   0.100    0.13023E-02   0.38264E+00   0.49775E+00
   1.000   1.200   0.200    0.50004E-02   0.41435E+00   0.43694E+00
   1.000   1.200   0.300    0.13084E-01   0.42655E+00   0.41834E+00
   1.000   1.200   0.400    0.25834E-01   0.40791E+00   0.45525E+00
   1.000   1.200   0.500    0.39789E-01   0.34671E+00   0.55463E+00
   1.000   1.200   0.600    0.49596E-01   0.24431E+00   0.70086E+00
   1.000   1.200   0.700    0.52557E-01   0.13224E+00   0.84549E+00
   1.000   1.200   0.800    0.50053E-01   0.51672E-01   0.94198E+00
   1.000   1.200   0.900    0.45148E-01   0.13001E-01   0.98592E+00
   1.000   1.200   1.000    0.40222E-01   0.00000E+00   0.10000E+01
   1.000   1.300   0.000    0.00000E+00   0.31073E+00   0.64494E+00
   1.000   1.300   0.100    0.11192E-02   0.34846E+00   0.56487E+00
   1.000   1.300   0.200    0.43178E-02   0.37769E+00   0.50768E+00
   1.000   1.300   0.300    0.11311E-01   0.38764E+00   0.48989E+00
   1.000   1.300   0.400    0.22345E-01   0.36657E+00   0.52504E+00
   1.000   1.300   0.500    0.34486E-01   0.30535E+00   0.61716E+00
   1.000   1.300   0.600    0.43240E-01   0.21003E+00   0.74748E+00
   1.000   1.300   0.700    0.46301E-01   0.11131E+00   0.87162E+00
   1.000   1.300   0.800    0.44751E-01   0.42920E-01   0.95225E+00
   1.000   1.300   0.900    0.41086E-01   0.10724E-01   0.98846E+00
   1.000   1.300   1.000    0.37272E-01   0.00000E+00   0.10000E+01
   1.000   1.400   0.000    0.00000E+00   0.27028E+00   0.71786E+00
   1.000   1.400   0.100    0.90171E-03   0.30189E+00   0.64943E+00
   1.000   1.400   0.200    0.35088E-02   0.32632E+00   0.59913E+00
   1.000   1.400   0.300    0.92207E-02   0.33273E+00   0.58322E+00
   1.000   1.400   0.400    0.18246E-01   0.30987E+00   0.61450E+00
   1.000   1.400   0.500    0.28290E-01   0.25184E+00   0.69438E+00
   1.000   1.400   0.600    0.35821E-01   0.16835E+00   0.80256E+00
   1.000   1.400   0.700    0.38983E-01   0.87117E-01   0.90135E+00
   1.000   1.400   0.800    0.38503E-01   0.33068E-01   0.96370E+00
   1.000   1.400   0.900    0.36241E-01   0.81868E-02   0.99127E+00
   1.000   1.400   1.000    0.33702E-01   0.00000E+00   0.10000E+01
   1.000   1.500   0.000    0.00000E+00   0.22426E+00   0.79353E+00
   1.000   1.500   0.100    0.68126E-03   0.24749E+00   0.73996E+00
   1.000   1.500   0.200    0.26867E-02   0.26490E+00   0.69948E+00
   1.000   1.500   0.300    0.71040E-02   0.26684E+00   0.68646E+00
   1.000   1.500   0.400    0.14126E-01   0.24380E+00   0.71199E+00
   1.000   1.500   0.500    0.22083E-01   0.19289E+00   0.77534E+00
   1.000   1.500   0.600    0.28390E-01   0.12524E+00   0.85773E+00
   1.000   1.500   0.700    0.31606E-01   0.63253E-01   0.93009E+00
   1.000   1.500   0.800    0.32131E-01   0.23638E-01   0.97452E+00
   1.000   1.500   0.900    0.31223E-01   0.57971E-02   0.99390E+00
   1.000   1.500   1.000    0.29939E-01   0.00000E+00   0.10000E+01
   1.000   1.600   0.000    0.00000E+00   0.17841E+00   0.86160E+00
   1.000   1.600   0.100    0.48437E-03   0.19228E+00   0.82368E+00
   1.000   1.600   0.200    0.19518E-02   0.20164E+00   0.79438E+00
   1.000   1.600   0.300    0.52196E-02   0.19910E+00   0.78482E+00
   1.000   1.600   0.400    0.10477E-01   0.17769E+00   0.80349E+00
   1.000   1.600   0.500    0.16601E-01   0.13678E+00   0.84883E+00
   1.000   1.600   0.600    0.21798E-01   0.86361E-01   0.90589E+00
   1.000   1.600   0.700    0.24994E-01   0.42645E-01   0.95440E+00
   1.000   1.600   0.800    0.26329E-01   0.15694E-01   0.98352E+00
   1.000   1.600   0.900    0.26566E-01   0.38057E-02   0.99607E+00
   1.000   1.600   1.000    0.26381E-01   0.00000E+00   0.10000E+01
   1.000   1.700   0.000    0.00000E+00   0.13826E+00   0.91525E+00
   1.000   1.700   0.100    0.32832E-03   0.14344E+00   0.89108E+00
   1.000   1.700   0.200    0.13681E-02   0.14535E+00   0.87210E+00
   1.000   1.700   0.300    0.37269E-02   0.13915E+00   0.86585E+00
   1.000   1.700   0.400    0.75964E-02   0.12060E+00   0.87805E+00
   1.000   1.700   0.500    0.12272E-01   0.90197E-01   0.90716E+00
   1.000   1.700   0.600    0.16557E-01   0.55474E-01   0.94294E+00
   1.000   1.700   0.700    0.19664E-01   0.26830E-01   0.97264E+00
   1.000   1.700   0.800    0.21569E-01   0.97240E-02   0.99017E+00
   1.000   1.700   0.900    0.22670E-01   0.23253E-02   0.99766E+00
   1.000   1.700   1.000    0.23348E-01   0.00000E+00   0.10000E+01
   1.000   1.800   0.000    0.00000E+00   0.10756E+00   0.95256E+00
   1.000   1.800   0.100    0.21779E-03   0.10596E+00   0.93868E+00
   1.000   1.800   0.200    0.95396E-03   0.10212E+00   0.92764E+00
   1.000   1.800   0.300    0.26710E-02   0.93448E-01   0.92398E+00
   1.000   1.800   0.400    0.55666E-02   0.77887E-01   0.93109E+00
   1.000   1.800   0.500    0.92184E-02   0.56343E-01   0.94793E+00
   1.000   1.800   0.600    0.12834E-01   0.33715E-01   0.96827E+00
   1.000   1.800   0.700    0.15831E-01   0.15955E-01   0.98489E+00
   1.000   1.800   0.800    0.18089E-01   0.56822E-02   0.99459E+00
   1.000   1.800   0.900    0.19770E-01   0.13331E-02   0.99871E+00
