! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON KM)      WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=NET_FLUX_DIV        
!    X       Y        Z       -DIV(Fnet)
   0.800   0.100   0.800    0.11638E-02
   0.800   0.100   0.900    0.38060E-03
   0.800   0.100   1.000    0.91495E-04
   0.800   0.200   0.000    0.19087E-03
   0.800   0.200   0.100    0.78884E-03
   0.800   0.200   0.200    0.23858E-02
   0.800   0.200   0.300    0.52513E-02
   0.800   0.200   0.400    0.84287E-02
   0.800   0.200   0.500    0.98384E-02
   0.800   0.200   0.600    0.83415E-02
   0.800   0.200   0.700    0.51370E-02
   0.800   0.200   0.800    0.23037E-02
   0.800   0.200   0.900    0.75144E-03
   0.800   0.200   1.000    0.17949E-03
   0.800   0.300   0.000    0.34589E-03
   0.800   0.300   0.100    0.14378E-02
   0.800   0.300   0.200    0.43445E-02
   0.800   0.300   0.300    0.95670E-02
   0.800   0.300   0.400    0.15375E-01
   0.800   0.300   0.500    0.17998E-01
   0.800   0.300   0.600    0.15278E-01
   0.800   0.300   0.700    0.94150E-02
   0.800   0.300   0.800    0.42178E-02
   0.800   0.300   0.900    0.13740E-02
   0.800   0.300   1.000    0.32545E-03
   0.800   0.400   0.000    0.58212E-03
   0.800   0.400   0.100    0.24128E-02
   0.800   0.400   0.200    0.72767E-02
   0.800   0.400   0.300    0.16034E-01
   0.800   0.400   0.400    0.25871E-01
   0.800   0.400   0.500    0.30402E-01
   0.800   0.400   0.600    0.25883E-01
   0.800   0.400   0.700    0.15945E-01
   0.800   0.400   0.800    0.71361E-02
   0.800   0.400   0.900    0.23219E-02
   0.800   0.400   1.000    0.54932E-03
   0.800   0.500   0.000    0.90098E-03
   0.800   0.500   0.100    0.37205E-02
   0.800   0.500   0.200    0.11191E-01
   0.800   0.500   0.300    0.24702E-01
   0.800   0.500   0.400    0.40061E-01
   0.800   0.500   0.500    0.47372E-01
   0.800   0.500   0.600    0.40492E-01
   0.800   0.500   0.700    0.24962E-01
   0.800   0.500   0.800    0.11153E-01
   0.800   0.500   0.900    0.36237E-02
   0.800   0.500   1.000    0.85585E-03
   0.800   0.600   0.000    0.12855E-02
   0.800   0.600   0.100    0.52672E-02
   0.800   0.600   0.200    0.15809E-01
   0.800   0.600   0.300    0.34979E-01
   0.800   0.600   0.400    0.57102E-01
   0.800   0.600   0.500    0.68026E-01
   0.800   0.600   0.600    0.58474E-01
   0.800   0.600   0.700    0.36089E-01
   0.800   0.600   0.800    0.16096E-01
   0.800   0.600   0.900    0.52185E-02
   0.800   0.600   1.000    0.12341E-02
   0.800   0.700   0.000    0.16794E-02
   0.800   0.700   0.100    0.68672E-02
   0.800   0.700   0.200    0.20560E-01
   0.800   0.700   0.300    0.45602E-01
   0.800   0.700   0.400    0.74947E-01
   0.800   0.700   0.500    0.90046E-01
   0.800   0.700   0.600    0.77841E-01
   0.800   0.700   0.700    0.48127E-01
   0.800   0.700   0.800    0.21441E-01
   0.800   0.700   0.900    0.69399E-02
   0.800   0.700   1.000    0.16338E-02
   0.800   0.800   0.000    0.20327E-02
   0.800   0.800   0.100    0.82638E-02
   0.800   0.800   0.200    0.24698E-01
   0.800   0.800   0.300    0.54926E-01
   0.800   0.800   0.400    0.90767E-01
   0.800   0.800   0.500    0.10985E+00
   0.800   0.800   0.600    0.95476E-01
   0.800   0.800   0.700    0.59172E-01
   0.800   0.800   0.800    0.26331E-01
   0.800   0.800   0.900    0.85090E-02
   0.800   0.800   1.000    0.20034E-02
   0.800   0.900   0.000    0.22708E-02
   0.800   0.900   0.100    0.92160E-02
   0.800   0.900   0.200    0.27518E-01
   0.800   0.900   0.300    0.61267E-01
   0.800   0.900   0.400    0.10169E+00
   0.800   0.900   0.500    0.12370E+00
   0.800   0.900   0.600    0.10791E+00
   0.800   0.900   0.700    0.66951E-01
   0.800   0.900   0.800    0.29795E-01
   0.800   0.900   0.900    0.96175E-02
   0.800   0.900   1.000    0.22598E-02
   0.800   1.000   0.000    0.23577E-02
   0.800   1.000   0.100    0.95539E-02
   0.800   1.000   0.200    0.28517E-01
   0.800   1.000   0.300    0.63552E-01
   0.800   1.000   0.400    0.10564E+00
   0.800   1.000   0.500    0.12867E+00
   0.800   1.000   0.600    0.11245E+00
   0.800   1.000   0.700    0.69805E-01
   0.800   1.000   0.800    0.31049E-01
   0.800   1.000   0.900    0.10019E-01
   0.800   1.000   1.000    0.23546E-02
   0.800   1.100   0.000    0.22708E-02
   0.800   1.100   0.100    0.92160E-02
   0.800   1.100   0.200    0.27518E-01
   0.800   1.100   0.300    0.61267E-01
   0.800   1.100   0.400    0.10169E+00
   0.800   1.100   0.500    0.12370E+00
   0.800   1.100   0.600    0.10791E+00
   0.800   1.100   0.700    0.66951E-01
   0.800   1.100   0.800    0.29795E-01
   0.800   1.100   0.900    0.96175E-02
   0.800   1.100   1.000    0.22598E-02
   0.800   1.200   0.000    0.20327E-02
   0.800   1.200   0.100    0.82638E-02
   0.800   1.200   0.200    0.24698E-01
   0.800   1.200   0.300    0.54926E-01
   0.800   1.200   0.400    0.90767E-01
   0.800   1.200   0.500    0.10985E+00
   0.800   1.200   0.600    0.95476E-01
   0.800   1.200   0.700    0.59172E-01
   0.800   1.200   0.800    0.26331E-01
   0.800   1.200   0.900    0.85090E-02
   0.800   1.200   1.000    0.20034E-02
   0.800   1.300   0.000    0.16794E-02
   0.800   1.300   0.100    0.68672E-02
   0.800   1.300   0.200    0.20560E-01
   0.800   1.300   0.300    0.45602E-01
   0.800   1.300   0.400    0.74947E-01
   0.800   1.300   0.500    0.90046E-01
   0.800   1.300   0.600    0.77841E-01
   0.800   1.300   0.700    0.48127E-01
   0.800   1.300   0.800    0.21441E-01
   0.800   1.300   0.900    0.69399E-02
   0.800   1.300   1.000    0.16338E-02
   0.800   1.400   0.000    0.12855E-02
   0.800   1.400   0.100    0.52672E-02
   0.800   1.400   0.200    0.15809E-01
   0.800   1.400   0.300    0.34979E-01
   0.800   1.400   0.400    0.57102E-01
   0.800   1.400   0.500    0.68026E-01
   0.800   1.400   0.600    0.58474E-01
   0.800   1.400   0.700    0.36089E-01
   0.800   1.400   0.800    0.16096E-01
   0.800   1.400   0.900    0.52185E-02
   0.800   1.400   1.000    0.12341E-02
   0.800   1.500   0.000    0.90098E-03
   0.800   1.500   0.100    0.37205E-02
   0.800   1.500   0.200    0.11191E-01
   0.800   1.500   0.300    0.24702E-01
   0.800   1.500   0.400    0.40061E-01
   0.800   1.500   0.500    0.47372E-01
   0.800   1.500   0.600    0.40492E-01
   0.800   1.500   0.700    0.24962E-01
   0.800   1.500   0.800    0.11153E-01
   0.800   1.500   0.900    0.36237E-02
   0.800   1.500   1.000    0.85585E-03
   0.800   1.600   0.000    0.58212E-03
   0.800   1.600   0.100    0.24128E-02
   0.800   1.600   0.200    0.72767E-02
   0.800   1.600   0.300    0.16034E-01
   0.800   1.600   0.400    0.25871E-01
   0.800   1.600   0.500    0.30402E-01
   0.800   1.600   0.600    0.25883E-01
   0.800   1.600   0.700    0.15945E-01
   0.800   1.600   0.800    0.71361E-02
   0.800   1.600   0.900    0.23219E-02
   0.800   1.600   1.000    0.54932E-03
   0.800   1.700   0.000    0.34589E-03
   0.800   1.700   0.100    0.14378E-02
   0.800   1.700   0.200    0.43445E-02
   0.800   1.700   0.300    0.95670E-02
   0.800   1.700   0.400    0.15375E-01
   0.800   1.700   0.500    0.17998E-01
   0.800   1.700   0.600    0.15278E-01
   0.800   1.700   0.700    0.94150E-02
   0.800   1.700   0.800    0.42178E-02
   0.800   1.700   0.900    0.13740E-02
   0.800   1.700   1.000    0.32545E-03
   0.800   1.800   0.000    0.19087E-03
   0.800   1.800   0.100    0.78884E-03
   0.800   1.800   0.200    0.23858E-02
   0.800   1.800   0.300    0.52513E-02
   0.800   1.800   0.400    0.84287E-02
   0.800   1.800   0.500    0.98384E-02
   0.800   1.800   0.600    0.83415E-02
   0.800   1.800   0.700    0.51370E-02
   0.800   1.800   0.800    0.23037E-02
   0.800   1.800   0.900    0.75144E-03
   0.800   1.800   1.000    0.17949E-03
   0.800   1.900   0.000    0.97302E-04
   0.800   1.900   0.100    0.40022E-03
   0.800   1.900   0.200    0.12090E-02
   0.800   1.900   0.300    0.26612E-02
   0.800   1.900   0.400    0.42661E-02
   0.800   1.900   0.500    0.49722E-02
   0.800   1.900   0.600    0.42119E-02
   0.800   1.900   0.700    0.25940E-02
   0.800   1.900   0.800    0.11638E-02
   0.800   1.900   0.900    0.38060E-03
   0.800   1.900   1.000    0.91495E-04
   0.900   0.000   0.000    0.48828E-04
   0.900   0.000   0.100    0.21316E-03
   0.900   0.000   0.200    0.63981E-03
   0.900   0.000   0.300    0.14110E-02
   0.900   0.000   0.400    0.22579E-02
   0.900   0.000   0.500    0.26280E-02
   0.900   0.000   0.600    0.22205E-02
   0.900   0.000   0.700    0.13667E-02
   0.900   0.000   0.800    0.61159E-03
   0.900   0.000   0.900    0.20144E-03
   0.900   0.000   1.000    0.45684E-04
   0.900   0.100   0.000    0.10967E-03
   0.900   0.100   0.100    0.45305E-03
   0.900   0.100   0.200    0.13655E-02
   0.900   0.100   0.300    0.30064E-02
   0.900   0.100   0.400    0.48171E-02
   0.900   0.100   0.500    0.56123E-02
   0.900   0.100   0.600    0.47529E-02
   0.900   0.100   0.700    0.29271E-02
   0.900   0.100   0.800    0.13122E-02
   0.900   0.100   0.900    0.42994E-03
   0.900   0.100   1.000    0.10288E-03
   0.900   0.200   0.000    0.21522E-03
   0.900   0.200   0.100    0.88859E-03
   0.900   0.200   0.200    0.26891E-02
   0.900   0.200   0.300    0.59208E-02
   0.900   0.200   0.400    0.95128E-02
   0.900   0.200   0.500    0.11109E-01
   0.900   0.200   0.600    0.94184E-02
   0.900   0.200   0.700    0.57958E-02
   0.900   0.200   0.800    0.25981E-02
   0.900   0.200   0.900    0.84665E-03
   0.900   0.200   1.000    0.20231E-03
   0.900   0.300   0.000    0.38932E-03
   0.900   0.300   0.100    0.16153E-02
   0.900   0.300   0.200    0.48784E-02
   0.900   0.300   0.300    0.10756E-01
   0.900   0.300   0.400    0.17332E-01
   0.900   0.300   0.500    0.20314E-01
   0.900   0.300   0.600    0.17259E-01
   0.900   0.300   0.700    0.10625E-01
   0.900   0.300   0.800    0.47572E-02
   0.900   0.300   0.900    0.15501E-02
   0.900   0.300   1.000    0.36744E-03
   0.900   0.400   0.000    0.64956E-03
   0.900   0.400   0.100    0.26926E-02
   0.900   0.400   0.200    0.81260E-02
   0.900   0.400   0.300    0.17959E-01
   0.900   0.400   0.400    0.29087E-01
   0.900   0.400   0.500    0.34296E-01
   0.900   0.400   0.600    0.29245E-01
   0.900   0.400   0.700    0.18017E-01
   0.900   0.400   0.800    0.80542E-02
   0.900   0.400   0.900    0.26185E-02
   0.900   0.400   1.000    0.61830E-03
   0.900   0.500   0.000    0.10016E-02
   0.900   0.500   0.100    0.41174E-02
   0.900   0.500   0.200    0.12398E-01
   0.900   0.500   0.300    0.27493E-01
   0.900   0.500   0.400    0.44867E-01
   0.900   0.500   0.500    0.53359E-01
   0.900   0.500   0.600    0.45757E-01
   0.900   0.500   0.700    0.28223E-01
   0.900   0.500   0.800    0.12596E-01
   0.900   0.500   0.900    0.40892E-02
   0.900   0.500   1.000    0.96746E-03
   0.900   0.600   0.000    0.14084E-02
   0.900   0.600   0.100    0.57636E-02
   0.900   0.600   0.200    0.17340E-01
   0.900   0.600   0.300    0.38619E-01
   0.900   0.600   0.400    0.63585E-01
   0.900   0.600   0.500    0.76466E-01
   0.900   0.600   0.600    0.66011E-01
   0.900   0.600   0.700    0.40813E-01
   0.900   0.600   0.800    0.18187E-01
   0.900   0.600   0.900    0.58865E-02
   0.900   0.600   1.000    0.13886E-02
   0.900   0.700   0.000    0.18254E-02
   0.900   0.700   0.100    0.74304E-02
   0.900   0.700   0.200    0.22321E-01
   0.900   0.700   0.300    0.49940E-01
   0.900   0.700   0.400    0.83042E-01
   0.900   0.700   0.500    0.10087E+00
   0.900   0.700   0.600    0.87860E-01
   0.900   0.700   0.700    0.54448E-01
   0.900   0.700   0.800    0.24233E-01
   0.900   0.700   0.900    0.78283E-02
   0.900   0.700   1.000    0.18431E-02
   0.900   0.800   0.000    0.21850E-02
   0.900   0.800   0.100    0.88597E-02
   0.900   0.800   0.200    0.26584E-01
   0.900   0.800   0.300    0.59703E-01
   0.900   0.800   0.400    0.10008E+00
   0.900   0.800   0.500    0.12278E+00
   0.900   0.800   0.600    0.10767E+00
   0.900   0.800   0.700    0.66916E-01
   0.900   0.800   0.800    0.29770E-01
   0.900   0.800   0.900    0.96036E-02
   0.900   0.800   1.000    0.22560E-02
   0.900   0.900   0.000    0.24286E-02
   0.900   0.900   0.100    0.98132E-02
   0.900   0.900   0.200    0.29454E-01
   0.900   0.900   0.300    0.66375E-01
   0.900   0.900   0.400    0.11180E+00
   0.900   0.900   0.500    0.13799E+00
   0.900   0.900   0.600    0.12166E+00
   0.900   0.900   0.700    0.75813E-01
   0.900   0.900   0.800    0.33697E-01
   0.900   0.900   0.900    0.10851E-01
   0.900   0.900   1.000    0.25478E-02
   0.900   1.000   0.000    0.25156E-02
   0.900   1.000   0.100    0.10155E-01
   0.900   1.000   0.200    0.30457E-01
   0.900   1.000   0.300    0.68718E-01
   0.900   1.000   0.400    0.11599E+00
   0.900   1.000   0.500    0.14344E+00
   0.900   1.000   0.600    0.12673E+00
   0.900   1.000   0.700    0.79020E-01
   0.900   1.000   0.800    0.35113E-01
   0.900   1.000   0.900    0.11309E-01
   0.900   1.000   1.000    0.26544E-02
   0.900   1.100   0.000    0.24286E-02
   0.900   1.100   0.100    0.98132E-02
   0.900   1.100   0.200    0.29454E-01
   0.900   1.100   0.300    0.66375E-01
   0.900   1.100   0.400    0.11180E+00
   0.900   1.100   0.500    0.13799E+00
   0.900   1.100   0.600    0.12166E+00
   0.900   1.100   0.700    0.75813E-01
   0.900   1.100   0.800    0.33697E-01
   0.900   1.100   0.900    0.10851E-01
   0.900   1.100   1.000    0.25478E-02
   0.900   1.200   0.000    0.21850E-02
   0.900   1.200   0.100    0.88597E-02
   0.900   1.200   0.200    0.26584E-01
   0.900   1.200   0.300    0.59703E-01
   0.900   1.200   0.400    0.10008E+00
   0.900   1.200   0.500    0.12278E+00
   0.900   1.200   0.600    0.10767E+00
   0.900   1.200   0.700    0.66916E-01
   0.900   1.200   0.800    0.29770E-01
   0.900   1.200   0.900    0.96036E-02
   0.900   1.200   1.000    0.22560E-02
   0.900   1.300   0.000    0.18254E-02
   0.900   1.300   0.100    0.74304E-02
   0.900   1.300   0.200    0.22321E-01
   0.900   1.300   0.300    0.49940E-01
   0.900   1.300   0.400    0.83042E-01
   0.900   1.300   0.500    0.10087E+00
   0.900   1.300   0.600    0.87860E-01
   0.900   1.300   0.700    0.54448E-01
   0.900   1.300   0.800    0.24233E-01
   0.900   1.300   0.900    0.78283E-02
   0.900   1.300   1.000    0.18431E-02
   0.900   1.400   0.000    0.14084E-02
   0.900   1.400   0.100    0.57636E-02
   0.900   1.400   0.200    0.17340E-01
   0.900   1.400   0.300    0.38619E-01
   0.900   1.400   0.400    0.63585E-01
   0.900   1.400   0.500    0.76466E-01
   0.900   1.400   0.600    0.66011E-01
   0.900   1.400   0.700    0.40813E-01
   0.900   1.400   0.800    0.18187E-01
   0.900   1.400   0.900    0.58865E-02
   0.900   1.400   1.000    0.13886E-02
   0.900   1.500   0.000    0.10016E-02
   0.900   1.500   0.100    0.41174E-02
   0.900   1.500   0.200    0.12398E-01
   0.900   1.500   0.300    0.27493E-01
   0.900   1.500   0.400    0.44867E-01
   0.900   1.500   0.500    0.53359E-01
   0.900   1.500   0.600    0.45757E-01
   0.900   1.500   0.700    0.28223E-01
   0.900   1.500   0.800    0.12596E-01
   0.900   1.500   0.900    0.40892E-02
   0.900   1.500   1.000    0.96746E-03
   0.900   1.600   0.000    0.64956E-03
   0.900   1.600   0.100    0.26926E-02
   0.900   1.600   0.200    0.81260E-02
   0.900   1.600   0.300    0.17959E-01
   0.900   1.600   0.400    0.29087E-01
   0.900   1.600   0.500    0.34296E-01
   0.900   1.600   0.600    0.29245E-01
   0.900   1.600   0.700    0.18017E-01
   0.900   1.600   0.800    0.80542E-02
   0.900   1.600   0.900    0.26185E-02
   0.900   1.600   1.000    0.61830E-03
   0.900   1.700   0.000    0.38932E-03
   0.900   1.700   0.100    0.16153E-02
   0.900   1.700   0.200    0.48784E-02
   0.900   1.700   0.300    0.10756E-01
   0.900   1.700   0.400    0.17332E-01
   0.900   1.700   0.500    0.20314E-01
   0.900   1.700   0.600    0.17259E-01
   0.900   1.700   0.700    0.10625E-01
   0.900   1.700   0.800    0.47572E-02
   0.900   1.700   0.900    0.15501E-02
   0.900   1.700   1.000    0.36744E-03
   0.900   1.800   0.000    0.21522E-03
   0.900   1.800   0.100    0.88859E-03
   0.900   1.800   0.200    0.26891E-02
   0.900   1.800   0.300    0.59208E-02
   0.900   1.800   0.400    0.95128E-02
   0.900   1.800   0.500    0.11109E-01
   0.900   1.800   0.600    0.94184E-02
   0.900   1.800   0.700    0.57958E-02
   0.900   1.800   0.800    0.25981E-02
   0.900   1.800   0.900    0.84665E-03
   0.900   1.800   1.000    0.20231E-03
   0.900   1.900   0.000    0.10967E-03
   0.900   1.900   0.100    0.45305E-03
   0.900   1.900   0.200    0.13655E-02
   0.900   1.900   0.300    0.30064E-02
   0.900   1.900   0.400    0.48171E-02
   0.900   1.900   0.500    0.56123E-02
   0.900   1.900   0.600    0.47529E-02
   0.900   1.900   0.700    0.29271E-02
   0.900   1.900   0.800    0.13122E-02
   0.900   1.900   0.900    0.42994E-03
   0.900   1.900   1.000    0.10288E-03
   1.000   0.000   0.000    0.53111E-04
   1.000   0.000   0.100    0.22211E-03
   1.000   0.000   0.200    0.67029E-03
   1.000   0.000   0.300    0.14754E-02
   1.000   0.000   0.400    0.23589E-02
   1.000   0.000   0.500    0.27426E-02
   1.000   0.000   0.600    0.23158E-02
   1.000   0.000   0.700    0.14247E-02
   1.000   0.000   0.800    0.63820E-03
   1.000   0.000   0.900    0.20898E-03
   1.000   0.000   1.000    0.49468E-04
   1.000   0.100   0.000    0.11396E-03
   1.000   0.100   0.100    0.47001E-03
   1.000   0.100   0.200    0.14237E-02
   1.000   0.100   0.300    0.31345E-02
   1.000   0.100   0.400    0.50261E-02
   1.000   0.100   0.500    0.58510E-02
   1.000   0.100   0.600    0.49549E-02
   1.000   0.100   0.700    0.30472E-02
   1.000   0.100   0.800    0.13655E-02
   1.000   0.100   0.900    0.44504E-03
   1.000   0.100   1.000    0.10664E-03
   1.000   0.200   0.000    0.22314E-03
   1.000   0.200   0.100    0.92367E-03
   1.000   0.200   0.200    0.27980E-02
   1.000   0.200   0.300    0.61652E-02
   1.000   0.200   0.400    0.99140E-02
   1.000   0.200   0.500    0.11582E-01
   1.000   0.200   0.600    0.98179E-02
   1.000   0.200   0.700    0.60382E-02
   1.000   0.200   0.800    0.27054E-02
   1.000   0.200   0.900    0.88077E-03
   1.000   0.200   1.000    0.20984E-03
   1.000   0.300   0.000    0.40317E-03
   1.000   0.300   0.100    0.16690E-02
   1.000   0.300   0.200    0.50541E-02
   1.000   0.300   0.300    0.11171E-01
   1.000   0.300   0.400    0.18038E-01
   1.000   0.300   0.500    0.21177E-01
   1.000   0.300   0.600    0.17998E-01
   1.000   0.300   0.700    0.11077E-01
   1.000   0.300   0.800    0.49546E-02
   1.000   0.300   0.900    0.16111E-02
   1.000   0.300   1.000    0.38256E-03
   1.000   0.400   0.000    0.66861E-03
   1.000   0.400   0.100    0.27647E-02
   1.000   0.400   0.200    0.83582E-02
   1.000   0.400   0.300    0.18548E-01
   1.000   0.400   0.400    0.30180E-01
   1.000   0.400   0.500    0.35712E-01
   1.000   0.400   0.600    0.30493E-01
   1.000   0.400   0.700    0.18779E-01
   1.000   0.400   0.800    0.83870E-02
   1.000   0.400   0.900    0.27258E-02
   1.000   0.400   1.000    0.64484E-03
   1.000   0.500   0.000    0.10164E-02
   1.000   0.500   0.100    0.41806E-02
   1.000   0.500   0.200    0.12634E-01
   1.000   0.500   0.300    0.28198E-01
   1.000   0.500   0.400    0.46357E-01
   1.000   0.500   0.500    0.55439E-01
   1.000   0.500   0.600    0.47697E-01
   1.000   0.500   0.700    0.29426E-01
   1.000   0.500   0.800    0.13120E-01
   1.000   0.500   0.900    0.42550E-02
   1.000   0.500   1.000    0.10054E-02
   1.000   0.600   0.000    0.14138E-02
   1.000   0.600   0.100    0.57812E-02
   1.000   0.600   0.200    0.17480E-01
   1.000   0.600   0.300    0.39291E-01
   1.000   0.600   0.400    0.65373E-01
   1.000   0.600   0.500    0.79258E-01
   1.000   0.600   0.600    0.68795E-01
   1.000   0.600   0.700    0.42570E-01
   1.000   0.600   0.800    0.18947E-01
   1.000   0.600   0.900    0.61271E-02
   1.000   0.600   1.000    0.14457E-02
   1.000   0.700   0.000    0.18096E-02
   1.000   0.700   0.100    0.73650E-02
   1.000   0.700   0.200    0.22262E-01
   1.000   0.700   0.300    0.50369E-01
   1.000   0.700   0.400    0.84894E-01
   1.000   0.700   0.500    0.10426E+00
   1.000   0.700   0.600    0.91469E-01
   1.000   0.700   0.700    0.56770E-01
   1.000   0.700   0.800    0.25251E-01
   1.000   0.700   0.900    0.81524E-02
   1.000   0.700   1.000    0.19192E-02
   1.000   0.800   0.000    0.21409E-02
   1.000   0.800   0.100    0.86877E-02
   1.000   0.800   0.200    0.26289E-01
   1.000   0.800   0.300    0.59851E-01
   1.000   0.800   0.400    0.10184E+00
   1.000   0.800   0.500    0.12656E+00
   1.000   0.800   0.600    0.11201E+00
   1.000   0.800   0.700    0.69818E-01
   1.000   0.800   0.800    0.31028E-01
   1.000   0.800   0.900    0.99960E-02
   1.000   0.800   1.000    0.23474E-02
   1.000   0.900   0.000    0.23621E-02
   1.000   0.900   0.100    0.95636E-02
   1.000   0.900   0.200    0.28963E-01
   1.000   0.900   0.300    0.66223E-01
   1.000   0.900   0.400    0.11339E+00
   1.000   0.900   0.500    0.14197E+00
   1.000   0.900   0.600    0.12645E+00
   1.000   0.900   0.700    0.79071E-01
   1.000   0.900   0.800    0.35121E-01
   1.000   0.900   0.900    0.11300E-01
   1.000   0.900   1.000    0.26507E-02
   1.000   1.000   0.000    0.24401E-02
   1.000   1.000   0.100    0.98684E-02
   1.000   1.000   0.200    0.29900E-01
   1.000   1.000   0.300    0.68443E-01
   1.000   1.000   0.400    0.11747E+00
   1.000   1.000   0.500    0.14750E+00
   1.000   1.000   0.600    0.13164E+00
   1.000   1.000   0.700    0.82398E-01
   1.000   1.000   0.800    0.36606E-01
   1.000   1.000   0.900    0.11770E-01
   1.000   1.000   1.000    0.27611E-02
   1.000   1.100   0.000    0.23621E-02
   1.000   1.100   0.100    0.95636E-02
   1.000   1.100   0.200    0.28963E-01
   1.000   1.100   0.300    0.66223E-01
   1.000   1.100   0.400    0.11339E+00
   1.000   1.100   0.500    0.14197E+00
   1.000   1.100   0.600    0.12645E+00
   1.000   1.100   0.700    0.79071E-01
   1.000   1.100   0.800    0.35121E-01
   1.000   1.100   0.900    0.11300E-01
   1.000   1.100   1.000    0.26507E-02
   1.000   1.200   0.000    0.21409E-02
   1.000   1.200   0.100    0.86877E-02
   1.000   1.200   0.200    0.26289E-01
   1.000   1.200   0.300    0.59851E-01
   1.000   1.200   0.400    0.10184E+00
   1.000   1.200   0.500    0.12656E+00
   1.000   1.200   0.600    0.11201E+00
   1.000   1.200   0.700    0.69818E-01
   1.000   1.200   0.800    0.31028E-01
   1.000   1.200   0.900    0.99960E-02
   1.000   1.200   1.000    0.23474E-02
   1.000   1.300   0.000    0.18096E-02
   1.000   1.300   0.100    0.73650E-02
   1.000   1.300   0.200    0.22262E-01
   1.000   1.300   0.300    0.50369E-01
   1.000   1.300   0.400    0.84894E-01
   1.000   1.300   0.500    0.10426E+00
   1.000   1.300   0.600    0.91469E-01
   1.000   1.300   0.700    0.56770E-01
   1.000   1.300   0.800    0.25251E-01
   1.000   1.300   0.900    0.81524E-02
   1.000   1.300   1.000    0.19192E-02
   1.000   1.400   0.000    0.14138E-02
   1.000   1.400   0.100    0.57812E-02
   1.000   1.400   0.200    0.17480E-01
   1.000   1.400   0.300    0.39291E-01
   1.000   1.400   0.400    0.65373E-01
   1.000   1.400   0.500    0.79258E-01
   1.000   1.400   0.600    0.68795E-01
   1.000   1.400   0.700    0.42570E-01
   1.000   1.400   0.800    0.18947E-01
   1.000   1.400   0.900    0.61271E-02
   1.000   1.400   1.000    0.14457E-02
   1.000   1.500   0.000    0.10164E-02
   1.000   1.500   0.100    0.41806E-02
   1.000   1.500   0.200    0.12634E-01
   1.000   1.500   0.300    0.28198E-01
   1.000   1.500   0.400    0.46357E-01
   1.000   1.500   0.500    0.55439E-01
   1.000   1.500   0.600    0.47697E-01
   1.000   1.500   0.700    0.29426E-01
   1.000   1.500   0.800    0.13120E-01
   1.000   1.500   0.900    0.42550E-02
   1.000   1.500   1.000    0.10054E-02
   1.000   1.600   0.000    0.66861E-03
   1.000   1.600   0.100    0.27647E-02
   1.000   1.600   0.200    0.83582E-02
   1.000   1.600   0.300    0.18548E-01
   1.000   1.600   0.400    0.30180E-01
   1.000   1.600   0.500    0.35712E-01
   1.000   1.600   0.600    0.30493E-01
   1.000   1.600   0.700    0.18779E-01
   1.000   1.600   0.800    0.83870E-02
   1.000   1.600   0.900    0.27258E-02
   1.000   1.600   1.000    0.64484E-03
   1.000   1.700   0.000    0.40317E-03
   1.000   1.700   0.100    0.16690E-02
   1.000   1.700   0.200    0.50541E-02
   1.000   1.700   0.300    0.11171E-01
   1.000   1.700   0.400    0.18038E-01
   1.000   1.700   0.500    0.21177E-01
   1.000   1.700   0.600    0.17998E-01
   1.000   1.700   0.700    0.11077E-01
   1.000   1.700   0.800    0.49546E-02
   1.000   1.700   0.900    0.16111E-02
   1.000   1.700   1.000    0.38256E-03
   1.000   1.800   0.000    0.22314E-03
   1.000   1.800   0.100    0.92367E-03
   1.000   1.800   0.200    0.27980E-02
   1.000   1.800   0.300    0.61652E-02
   1.000   1.800   0.400    0.99140E-02
   1.000   1.800   0.500    0.11582E-01
   1.000   1.800   0.600    0.98179E-02
   1.000   1.800   0.700    0.60382E-02
   1.000   1.800   0.800    0.27054E-02
   1.000   1.800   0.900    0.88077E-03
   1.000   1.800   1.000    0.20984E-03
   1.000   1.900   0.000    0.11396E-03
   1.000   1.900   0.100    0.47001E-03
   1.000   1.900   0.200    0.14237E-02
   1.000   1.900   0.300    0.31345E-02
   1.000   1.900   0.400    0.50261E-02
   1.000   1.900   0.500    0.58510E-02
