! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON KM)      WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=NET_FLUX_DIV        
!    X       Y        Z       -DIV(Fnet)
   0.200   0.600   0.100    0.48440E-03
   0.200   0.600   0.200    0.14982E-02
   0.200   0.600   0.300    0.33302E-02
   0.200   0.600   0.400    0.53464E-02
   0.200   0.600   0.500    0.62158E-02
   0.200   0.600   0.600    0.52428E-02
   0.200   0.600   0.700    0.32170E-02
   0.200   0.600   0.800    0.14389E-02
   0.200   0.600   0.900    0.46876E-03
   0.200   0.600   1.000    0.11148E-03
   0.200   0.700   0.000    0.14407E-03
   0.200   0.700   0.100    0.63234E-03
   0.200   0.700   0.200    0.19779E-02
   0.200   0.700   0.300    0.44173E-02
   0.200   0.700   0.400    0.71097E-02
   0.200   0.700   0.500    0.82728E-02
   0.200   0.700   0.600    0.69725E-02
   0.200   0.700   0.700    0.42728E-02
   0.200   0.700   0.800    0.19094E-02
   0.200   0.700   0.900    0.61970E-03
   0.200   0.700   1.000    0.14625E-03
   0.200   0.800   0.000    0.17426E-03
   0.200   0.800   0.100    0.76525E-03
   0.200   0.800   0.200    0.24054E-02
   0.200   0.800   0.300    0.53990E-02
   0.200   0.800   0.400    0.87145E-02
   0.200   0.800   0.500    0.10145E-01
   0.200   0.800   0.600    0.85497E-02
   0.200   0.800   0.700    0.52317E-02
   0.200   0.800   0.800    0.23347E-02
   0.200   0.800   0.900    0.75931E-03
   0.200   0.800   1.000    0.18105E-03
   0.200   0.900   0.000    0.19336E-03
   0.200   0.900   0.100    0.85528E-03
   0.200   0.900   0.200    0.27045E-02
   0.200   0.900   0.300    0.60890E-02
   0.200   0.900   0.400    0.98463E-02
   0.200   0.900   0.500    0.11469E-01
   0.200   0.900   0.600    0.96639E-02
   0.200   0.900   0.700    0.59093E-02
   0.200   0.900   0.800    0.26360E-02
   0.200   0.900   0.900    0.85644E-03
   0.200   0.900   1.000    0.20428E-03
   0.200   1.000   0.000    0.19949E-03
   0.200   1.000   0.100    0.88724E-03
   0.200   1.000   0.200    0.28127E-02
   0.200   1.000   0.300    0.63388E-02
   0.200   1.000   0.400    0.10255E-01
   0.200   1.000   0.500    0.11946E-01
   0.200   1.000   0.600    0.10067E-01
   0.200   1.000   0.700    0.61555E-02
   0.200   1.000   0.800    0.27458E-02
   0.200   1.000   0.900    0.89144E-03
   0.200   1.000   1.000    0.21203E-03
   0.200   1.100   0.000    0.19336E-03
   0.200   1.100   0.100    0.85528E-03
   0.200   1.100   0.200    0.27045E-02
   0.200   1.100   0.300    0.60890E-02
   0.200   1.100   0.400    0.98463E-02
   0.200   1.100   0.500    0.11469E-01
   0.200   1.100   0.600    0.96639E-02
   0.200   1.100   0.700    0.59093E-02
   0.200   1.100   0.800    0.26360E-02
   0.200   1.100   0.900    0.85644E-03
   0.200   1.100   1.000    0.20428E-03
   0.200   1.200   0.000    0.17426E-03
   0.200   1.200   0.100    0.76525E-03
   0.200   1.200   0.200    0.24054E-02
   0.200   1.200   0.300    0.53990E-02
   0.200   1.200   0.400    0.87145E-02
   0.200   1.200   0.500    0.10145E-01
   0.200   1.200   0.600    0.85497E-02
   0.200   1.200   0.700    0.52317E-02
   0.200   1.200   0.800    0.23347E-02
   0.200   1.200   0.900    0.75931E-03
   0.200   1.200   1.000    0.18105E-03
   0.200   1.300   0.000    0.14407E-03
   0.200   1.300   0.100    0.63234E-03
   0.200   1.300   0.200    0.19779E-02
   0.200   1.300   0.300    0.44173E-02
   0.200   1.300   0.400    0.71097E-02
   0.200   1.300   0.500    0.82728E-02
   0.200   1.300   0.600    0.69725E-02
   0.200   1.300   0.700    0.42728E-02
   0.200   1.300   0.800    0.19094E-02
   0.200   1.300   0.900    0.61970E-03
   0.200   1.300   1.000    0.14625E-03
   0.200   1.400   0.000    0.11254E-03
   0.200   1.400   0.100    0.48440E-03
   0.200   1.400   0.200    0.14982E-02
   0.200   1.400   0.300    0.33302E-02
   0.200   1.400   0.400    0.53464E-02
   0.200   1.400   0.500    0.62158E-02
   0.200   1.400   0.600    0.52428E-02
   0.200   1.400   0.700    0.32170E-02
   0.200   1.400   0.800    0.14389E-02
   0.200   1.400   0.900    0.46876E-03
   0.200   1.400   1.000    0.11148E-03
   0.200   1.500   0.000    0.79181E-04
   0.200   1.500   0.100    0.34029E-03
   0.200   1.500   0.200    0.10462E-02
   0.200   1.500   0.300    0.23133E-02
   0.200   1.500   0.400    0.37111E-02
   0.200   1.500   0.500    0.43148E-02
   0.200   1.500   0.600    0.36406E-02
   0.200   1.500   0.700    0.22339E-02
   0.200   1.500   0.800    0.10014E-02
   0.200   1.500   0.900    0.32594E-03
   0.200   1.500   1.000    0.76767E-04
   0.200   1.600   0.000    0.52200E-04
   0.200   1.600   0.100    0.22121E-03
   0.200   1.600   0.200    0.67252E-03
   0.200   1.600   0.300    0.14850E-02
   0.200   1.600   0.400    0.23762E-02
   0.200   1.600   0.500    0.27629E-02
   0.200   1.600   0.600    0.23330E-02
   0.200   1.600   0.700    0.14351E-02
   0.200   1.600   0.800    0.64275E-03
   0.200   1.600   0.900    0.21046E-03
   0.200   1.600   1.000    0.49818E-04
   0.200   1.700   0.000    0.32392E-04
   0.200   1.700   0.100    0.13291E-03
   0.200   1.700   0.200    0.39924E-03
   0.200   1.700   0.300    0.87742E-03
   0.200   1.700   0.400    0.14051E-02
   0.200   1.700   0.500    0.16327E-02
   0.200   1.700   0.600    0.13809E-02
   0.200   1.700   0.700    0.84907E-03
   0.200   1.700   0.800    0.38162E-03
   0.200   1.700   0.900    0.12602E-03
   0.200   1.700   1.000    0.30609E-04
   0.200   1.800   0.000    0.16263E-04
   0.200   1.800   0.100    0.72474E-04
   0.200   1.800   0.200    0.21895E-03
   0.200   1.800   0.300    0.48030E-03
   0.200   1.800   0.400    0.76792E-03
   0.200   1.800   0.500    0.89260E-03
   0.200   1.800   0.600    0.75547E-03
   0.200   1.800   0.700    0.46545E-03
   0.200   1.800   0.800    0.20947E-03
   0.200   1.800   0.900    0.68628E-04
   0.200   1.800   1.000    0.15284E-04
   0.200   1.900   0.000    0.81479E-05
   0.200   1.900   0.100    0.36214E-04
   0.200   1.900   0.200    0.11124E-03
   0.200   1.900   0.300    0.24346E-03
   0.200   1.900   0.400    0.38885E-03
   0.200   1.900   0.500    0.45113E-03
   0.200   1.900   0.600    0.38278E-03
   0.200   1.900   0.700    0.23616E-03
   0.200   1.900   0.800    0.10650E-03
   0.200   1.900   0.900    0.34275E-04
   0.200   1.900   1.000    0.76350E-05
   0.300   0.000   0.000    0.81324E-05
   0.300   0.000   0.100    0.32086E-04
   0.300   0.000   0.200    0.94986E-04
   0.300   0.000   0.300    0.20735E-03
   0.300   0.000   0.400    0.32950E-03
   0.300   0.000   0.500    0.38467E-03
   0.300   0.000   0.600    0.32481E-03
   0.300   0.000   0.700    0.20164E-03
   0.300   0.000   0.800    0.91211E-04
   0.300   0.000   0.900    0.30449E-04
   0.300   0.000   1.000    0.76317E-05
   0.300   0.100   0.000    0.16259E-04
   0.300   0.100   0.100    0.68226E-04
   0.300   0.100   0.200    0.20205E-03
   0.300   0.100   0.300    0.44255E-03
   0.300   0.100   0.400    0.70610E-03
   0.300   0.100   0.500    0.82377E-03
   0.300   0.100   0.600    0.69597E-03
   0.300   0.100   0.700    0.43025E-03
   0.300   0.100   0.800    0.19397E-03
   0.300   0.100   0.900    0.64749E-04
   0.300   0.100   1.000    0.15272E-04
   0.300   0.200   0.000    0.32526E-04
   0.300   0.200   0.100    0.13269E-03
   0.300   0.200   0.200    0.39721E-03
   0.300   0.200   0.300    0.87173E-03
   0.300   0.200   0.400    0.13961E-02
   0.300   0.200   0.500    0.16240E-02
   0.300   0.200   0.600    0.13754E-02
   0.300   0.200   0.700    0.84671E-03
   0.300   0.200   0.800    0.38089E-03
   0.300   0.200   0.900    0.12585E-03
   0.300   0.200   1.000    0.30575E-04
   0.300   0.300   0.000    0.56904E-04
   0.300   0.300   0.100    0.23783E-03
   0.300   0.300   0.200    0.72563E-03
   0.300   0.300   0.300    0.15967E-02
   0.300   0.300   0.400    0.25530E-02
   0.300   0.300   0.500    0.29727E-02
   0.300   0.300   0.600    0.25134E-02
   0.300   0.300   0.700    0.15488E-02
   0.300   0.300   0.800    0.69476E-03
   0.300   0.300   0.900    0.22541E-03
   0.300   0.300   1.000    0.53586E-04
   0.300   0.400   0.000    0.97324E-04
   0.300   0.400   0.100    0.40393E-03
   0.300   0.400   0.200    0.12251E-02
   0.300   0.400   0.300    0.26980E-02
   0.300   0.400   0.400    0.43192E-02
   0.300   0.400   0.500    0.50245E-02
   0.300   0.400   0.600    0.42490E-02
   0.300   0.400   0.700    0.26134E-02
   0.300   0.400   0.800    0.11714E-02
   0.300   0.400   0.900    0.38291E-03
   0.300   0.400   1.000    0.92028E-04
   0.300   0.500   0.000    0.14919E-03
   0.300   0.500   0.100    0.62642E-03
   0.300   0.500   0.200    0.19089E-02
   0.300   0.500   0.300    0.42128E-02
   0.300   0.500   0.400    0.67412E-02
   0.300   0.500   0.500    0.78397E-02
   0.300   0.500   0.600    0.66280E-02
   0.300   0.500   0.700    0.40768E-02
   0.300   0.500   0.800    0.18242E-02
   0.300   0.500   0.900    0.59499E-03
   0.300   0.500   1.000    0.14215E-03
   0.300   0.600   0.000    0.21170E-03
   0.300   0.600   0.100    0.89571E-03
   0.300   0.600   0.200    0.27438E-02
   0.300   0.600   0.300    0.60602E-02
   0.300   0.600   0.400    0.97165E-02
   0.300   0.600   0.500    0.11305E-01
   0.300   0.600   0.600    0.95514E-02
   0.300   0.600   0.700    0.58628E-02
   0.300   0.600   0.800    0.26239E-02
   0.300   0.600   0.900    0.85425E-03
   0.300   0.600   1.000    0.20399E-03
   0.300   0.700   0.000    0.27624E-03
   0.300   0.700   0.100    0.11820E-02
   0.300   0.700   0.200    0.36348E-02
   0.300   0.700   0.300    0.80494E-02
   0.300   0.700   0.400    0.12918E-01
   0.300   0.700   0.500    0.15030E-01
   0.300   0.700   0.600    0.12701E-01
   0.300   0.700   0.700    0.77908E-02
   0.300   0.700   0.800    0.34822E-02
   0.300   0.700   0.900    0.11338E-02
   0.300   0.700   1.000    0.26985E-03
   0.300   0.800   0.000    0.33140E-03
   0.300   0.800   0.100    0.14371E-02
   0.300   0.800   0.200    0.44426E-02
   0.300   0.800   0.300    0.98609E-02
   0.300   0.800   0.400    0.15829E-01
   0.300   0.800   0.500    0.18437E-01
   0.300   0.800   0.600    0.15568E-01
   0.300   0.800   0.700    0.95526E-02
   0.300   0.800   0.800    0.42661E-02
   0.300   0.800   0.900    0.13870E-02
   0.300   0.800   1.000    0.32808E-03
   0.300   0.900   0.000    0.37094E-03
   0.300   0.900   0.100    0.16156E-02
   0.300   0.900   0.200    0.50065E-02
   0.300   0.900   0.300    0.11129E-01
   0.300   0.900   0.400    0.17889E-01
   0.300   0.900   0.500    0.20837E-01
   0.300   0.900   0.600    0.17601E-01
   0.300   0.900   0.700    0.10790E-01
   0.300   0.900   0.800    0.48167E-02
   0.300   0.900   0.900    0.15665E-02
   0.300   0.900   1.000    0.37083E-03
   0.300   1.000   0.000    0.38511E-03
   0.300   1.000   0.100    0.16772E-02
   0.300   1.000   0.200    0.52115E-02
   0.300   1.000   0.300    0.11594E-01
   0.300   1.000   0.400    0.18637E-01
   0.300   1.000   0.500    0.21713E-01
   0.300   1.000   0.600    0.18340E-01
   0.300   1.000   0.700    0.11244E-01
   0.300   1.000   0.800    0.50177E-02
   0.300   1.000   0.900    0.16291E-02
   0.300   1.000   1.000    0.38639E-03
   0.300   1.100   0.000    0.37094E-03
   0.300   1.100   0.100    0.16156E-02
   0.300   1.100   0.200    0.50065E-02
   0.300   1.100   0.300    0.11129E-01
   0.300   1.100   0.400    0.17889E-01
   0.300   1.100   0.500    0.20837E-01
   0.300   1.100   0.600    0.17601E-01
   0.300   1.100   0.700    0.10790E-01
   0.300   1.100   0.800    0.48167E-02
   0.300   1.100   0.900    0.15665E-02
   0.300   1.100   1.000    0.37083E-03
   0.300   1.200   0.000    0.33140E-03
   0.300   1.200   0.100    0.14371E-02
   0.300   1.200   0.200    0.44426E-02
   0.300   1.200   0.300    0.98609E-02
   0.300   1.200   0.400    0.15829E-01
   0.300   1.200   0.500    0.18437E-01
   0.300   1.200   0.600    0.15568E-01
   0.300   1.200   0.700    0.95526E-02
   0.300   1.200   0.800    0.42661E-02
   0.300   1.200   0.900    0.13870E-02
   0.300   1.200   1.000    0.32808E-03
   0.300   1.300   0.000    0.27624E-03
   0.300   1.300   0.100    0.11820E-02
   0.300   1.300   0.200    0.36348E-02
   0.300   1.300   0.300    0.80494E-02
   0.300   1.300   0.400    0.12918E-01
   0.300   1.300   0.500    0.15030E-01
   0.300   1.300   0.600    0.12701E-01
   0.300   1.300   0.700    0.77908E-02
   0.300   1.300   0.800    0.34822E-02
   0.300   1.300   0.900    0.11338E-02
   0.300   1.300   1.000    0.26985E-03
   0.300   1.400   0.000    0.21170E-03
   0.300   1.400   0.100    0.89571E-03
   0.300   1.400   0.200    0.27438E-02
   0.300   1.400   0.300    0.60602E-02
   0.300   1.400   0.400    0.97165E-02
   0.300   1.400   0.500    0.11305E-01
   0.300   1.400   0.600    0.95514E-02
   0.300   1.400   0.700    0.58628E-02
   0.300   1.400   0.800    0.26239E-02
   0.300   1.400   0.900    0.85425E-03
   0.300   1.400   1.000    0.20399E-03
   0.300   1.500   0.000    0.14919E-03
   0.300   1.500   0.100    0.62642E-03
   0.300   1.500   0.200    0.19089E-02
   0.300   1.500   0.300    0.42128E-02
   0.300   1.500   0.400    0.67412E-02
   0.300   1.500   0.500    0.78397E-02
   0.300   1.500   0.600    0.66280E-02
   0.300   1.500   0.700    0.40768E-02
   0.300   1.500   0.800    0.18242E-02
   0.300   1.500   0.900    0.59499E-03
   0.300   1.500   1.000    0.14215E-03
   0.300   1.600   0.000    0.97324E-04
   0.300   1.600   0.100    0.40393E-03
   0.300   1.600   0.200    0.12251E-02
   0.300   1.600   0.300    0.26980E-02
   0.300   1.600   0.400    0.43192E-02
   0.300   1.600   0.500    0.50245E-02
   0.300   1.600   0.600    0.42490E-02
   0.300   1.600   0.700    0.26134E-02
   0.300   1.600   0.800    0.11714E-02
   0.300   1.600   0.900    0.38291E-03
   0.300   1.600   1.000    0.92028E-04
   0.300   1.700   0.000    0.56904E-04
   0.300   1.700   0.100    0.23783E-03
   0.300   1.700   0.200    0.72563E-03
   0.300   1.700   0.300    0.15967E-02
   0.300   1.700   0.400    0.25530E-02
   0.300   1.700   0.500    0.29727E-02
   0.300   1.700   0.600    0.25134E-02
   0.300   1.700   0.700    0.15488E-02
   0.300   1.700   0.800    0.69476E-03
   0.300   1.700   0.900    0.22541E-03
   0.300   1.700   1.000    0.53586E-04
   0.300   1.800   0.000    0.32526E-04
   0.300   1.800   0.100    0.13269E-03
   0.300   1.800   0.200    0.39721E-03
   0.300   1.800   0.300    0.87173E-03
   0.300   1.800   0.400    0.13961E-02
   0.300   1.800   0.500    0.16240E-02
   0.300   1.800   0.600    0.13754E-02
   0.300   1.800   0.700    0.84671E-03
   0.300   1.800   0.800    0.38089E-03
   0.300   1.800   0.900    0.12585E-03
   0.300   1.800   1.000    0.30575E-04
   0.300   1.900   0.000    0.16259E-04
   0.300   1.900   0.100    0.68226E-04
   0.300   1.900   0.200    0.20205E-03
   0.300   1.900   0.300    0.44255E-03
   0.300   1.900   0.400    0.70610E-03
   0.300   1.900   0.500    0.82377E-03
   0.300   1.900   0.600    0.69597E-03
   0.300   1.900   0.700    0.43025E-03
   0.300   1.900   0.800    0.19397E-03
   0.300   1.900   0.900    0.64749E-04
   0.300   1.900   1.000    0.15272E-04
   0.400   0.000   0.000    0.12163E-04
   0.400   0.000   0.100    0.52008E-04
   0.400   0.000   0.200    0.15797E-03
   0.400   0.000   0.300    0.34754E-03
   0.400   0.000   0.400    0.55344E-03
   0.400   0.000   0.500    0.64544E-03
   0.400   0.000   0.600    0.54601E-03
   0.400   0.000   0.700    0.33848E-03
   0.400   0.000   0.800    0.15201E-03
   0.400   0.000   0.900    0.49481E-04
   0.400   0.000   1.000    0.11447E-04
   0.400   0.100   0.000    0.28395E-04
   0.400   0.100   0.100    0.11212E-03
   0.400   0.100   0.200    0.33600E-03
   0.400   0.100   0.300    0.73865E-03
   0.400   0.100   0.400    0.11851E-02
   0.400   0.100   0.500    0.13802E-02
   0.400   0.100   0.600    0.11693E-02
   0.400   0.100   0.700    0.71943E-03
   0.400   0.100   0.800    0.32328E-03
   0.400   0.100   0.900    0.10665E-03
   0.400   0.100   1.000    0.26726E-04
   0.400   0.200   0.000    0.52827E-04
   0.400   0.200   0.100    0.22081E-03
   0.400   0.200   0.200    0.66588E-03
   0.400   0.200   0.300    0.14653E-02
   0.400   0.200   0.400    0.23445E-02
   0.400   0.200   0.500    0.27316E-02
   0.400   0.200   0.600    0.23128E-02
   0.400   0.200   0.700    0.14263E-02
   0.400   0.200   0.800    0.64001E-03
   0.400   0.200   0.900    0.20978E-03
   0.400   0.200   1.000    0.49690E-04
   0.400   0.300   0.000    0.97755E-04
   0.400   0.300   0.100    0.40297E-03
   0.400   0.300   0.200    0.12177E-02
   0.400   0.300   0.300    0.26782E-02
   0.400   0.300   0.400    0.42890E-02
   0.400   0.300   0.500    0.49951E-02
   0.400   0.300   0.600    0.42300E-02
   0.400   0.300   0.700    0.26050E-02
   0.400   0.300   0.800    0.11687E-02
   0.400   0.300   0.900    0.38222E-03
   0.400   0.300   1.000    0.91890E-04
   0.400   0.400   0.000    0.16322E-03
   0.400   0.400   0.100    0.67976E-03
   0.400   0.400   0.200    0.20590E-02
   0.400   0.400   0.300    0.45277E-02
   0.400   0.400   0.400    0.72475E-02
   0.400   0.400   0.500    0.84404E-02
   0.400   0.400   0.600    0.71476E-02
   0.400   0.400   0.700    0.44012E-02
   0.400   0.400   0.800    0.19733E-02
   0.400   0.400   0.900    0.64381E-03
   0.400   0.400   1.000    0.15347E-03
   0.400   0.500   0.000    0.25304E-03
   0.400   0.500   0.100    0.10597E-02
   0.400   0.500   0.200    0.32088E-02
   0.400   0.500   0.300    0.70617E-02
   0.400   0.500   0.400    0.11307E-01
   0.400   0.500   0.500    0.13176E-01
   0.400   0.500   0.600    0.11155E-01
   0.400   0.500   0.700    0.68644E-02
   0.400   0.500   0.800    0.30731E-02
   0.400   0.500   0.900    0.10032E-02
   0.400   0.500   1.000    0.23843E-03
   0.400   0.600   0.000    0.36246E-03
   0.400   0.600   0.100    0.15216E-02
   0.400   0.600   0.200    0.46191E-02
   0.400   0.600   0.300    0.10164E-01
   0.400   0.600   0.400    0.16281E-01
   0.400   0.600   0.500    0.18984E-01
   0.400   0.600   0.600    0.16076E-01
   0.400   0.600   0.700    0.98886E-02
   0.400   0.600   0.800    0.44252E-02
   0.400   0.600   0.900    0.14418E-02
   0.400   0.600   1.000    0.34302E-03
   0.400   0.700   0.000    0.47451E-03
   0.400   0.700   0.100    0.20149E-02
   0.400   0.700   0.200    0.61213E-02
   0.400   0.700   0.300    0.13492E-01
   0.400   0.700   0.400    0.21632E-01
   0.400   0.700   0.500    0.25241E-01
   0.400   0.700   0.600    0.21386E-01
   0.400   0.700   0.700    0.13147E-01
   0.400   0.700   0.800    0.58721E-02
   0.400   0.700   0.900    0.19135E-02
   0.400   0.700   1.000    0.45184E-03
   0.400   0.800   0.000    0.57711E-03
   0.400   0.800   0.100    0.24572E-02
   0.400   0.800   0.200    0.74930E-02
   0.400   0.800   0.300    0.16512E-01
   0.400   0.800   0.400    0.26501E-01
   0.400   0.800   0.500    0.30953E-01
   0.400   0.800   0.600    0.26234E-01
   0.400   0.800   0.700    0.16118E-01
   0.400   0.800   0.800    0.72009E-02
   0.400   0.800   0.900    0.23402E-02
   0.400   0.800   1.000    0.55313E-03
   0.400   0.900   0.000    0.64722E-03
   0.400   0.900   0.100    0.27682E-02
   0.400   0.900   0.200    0.84529E-02
   0.400   0.900   0.300    0.18643E-01
   0.400   0.900   0.400    0.29934E-01
   0.400   0.900   0.500    0.34985E-01
   0.400   0.900   0.600    0.29663E-01
   0.400   0.900   0.700    0.18224E-01
   0.400   0.900   0.800    0.81355E-02
   0.400   0.900   0.900    0.26424E-02
   0.400   0.900   1.000    0.62339E-03
   0.400   1.000   0.000    0.67435E-03
   0.400   1.000   0.100    0.28810E-02
   0.400   1.000   0.200    0.87983E-02
   0.400   1.000   0.300    0.19409E-01
   0.400   1.000   0.400    0.31173E-01
   0.400   1.000   0.500    0.36445E-01
   0.400   1.000   0.600    0.30902E-01
   0.400   1.000   0.700    0.18983E-01
   0.400   1.000   0.800    0.84730E-02
   0.400   1.000   0.900    0.27525E-02
   0.400   1.000   1.000    0.65073E-03
   0.400   1.100   0.000    0.64722E-03
   0.400   1.100   0.100    0.27682E-02
   0.400   1.100   0.200    0.84529E-02
   0.400   1.100   0.300    0.18643E-01
   0.400   1.100   0.400    0.29934E-01
   0.400   1.100   0.500    0.34985E-01
   0.400   1.100   0.600    0.29663E-01
   0.400   1.100   0.700    0.18224E-01
   0.400   1.100   0.800    0.81355E-02
   0.400   1.100   0.900    0.26424E-02
   0.400   1.100   1.000    0.62339E-03
   0.400   1.200   0.000    0.57711E-03
   0.400   1.200   0.100    0.24572E-02
   0.400   1.200   0.200    0.74930E-02
   0.400   1.200   0.300    0.16512E-01
   0.400   1.200   0.400    0.26501E-01
   0.400   1.200   0.500    0.30953E-01
   0.400   1.200   0.600    0.26234E-01
   0.400   1.200   0.700    0.16118E-01
   0.400   1.200   0.800    0.72009E-02
   0.400   1.200   0.900    0.23402E-02
   0.400   1.200   1.000    0.55313E-03
   0.400   1.300   0.000    0.47451E-03
   0.400   1.300   0.100    0.20149E-02
   0.400   1.300   0.200    0.61213E-02
   0.400   1.300   0.300    0.13492E-01
   0.400   1.300   0.400    0.21632E-01
   0.400   1.300   0.500    0.25241E-01
   0.400   1.300   0.600    0.21386E-01
   0.400   1.300   0.700    0.13147E-01
   0.400   1.300   0.800    0.58721E-02
   0.400   1.300   0.900    0.19135E-02
   0.400   1.300   1.000    0.45184E-03
   0.400   1.400   0.000    0.36246E-03
   0.400   1.400   0.100    0.15216E-02
   0.400   1.400   0.200    0.46191E-02
   0.400   1.400   0.300    0.10164E-01
   0.400   1.400   0.400    0.16281E-01
   0.400   1.400   0.500    0.18984E-01
   0.400   1.400   0.600    0.16076E-01
   0.400   1.400   0.700    0.98886E-02
   0.400   1.400   0.800    0.44252E-02
   0.400   1.400   0.900    0.14418E-02
   0.400   1.400   1.000    0.34302E-03
   0.400   1.500   0.000    0.25304E-03
   0.400   1.500   0.100    0.10597E-02
   0.400   1.500   0.200    0.32088E-02
   0.400   1.500   0.300    0.70617E-02
   0.400   1.500   0.400    0.11307E-01
   0.400   1.500   0.500    0.13176E-01
   0.400   1.500   0.600    0.11155E-01
   0.400   1.500   0.700    0.68644E-02
   0.400   1.500   0.800    0.30731E-02
   0.400   1.500   0.900    0.10032E-02
   0.400   1.500   1.000    0.23843E-03
   0.400   1.600   0.000    0.16322E-03
   0.400   1.600   0.100    0.67976E-03
   0.400   1.600   0.200    0.20590E-02
   0.400   1.600   0.300    0.45277E-02
   0.400   1.600   0.400    0.72475E-02
   0.400   1.600   0.500    0.84404E-02
   0.400   1.600   0.600    0.71476E-02
   0.400   1.600   0.700    0.44012E-02
   0.400   1.600   0.800    0.19733E-02
   0.400   1.600   0.900    0.64381E-03
   0.400   1.600   1.000    0.15347E-03
   0.400   1.700   0.000    0.97755E-04
   0.400   1.700   0.100    0.40297E-03
   0.400   1.700   0.200    0.12177E-02
   0.400   1.700   0.300    0.26782E-02
   0.400   1.700   0.400    0.42890E-02
   0.400   1.700   0.500    0.49951E-02
   0.400   1.700   0.600    0.42300E-02
   0.400   1.700   0.700    0.26050E-02
   0.400   1.700   0.800    0.11687E-02
   0.400   1.700   0.900    0.38222E-03
   0.400   1.700   1.000    0.91890E-04
   0.400   1.800   0.000    0.52827E-04
   0.400   1.800   0.100    0.22081E-03
   0.400   1.800   0.200    0.66588E-03
   0.400   1.800   0.300    0.14653E-02
   0.400   1.800   0.400    0.23445E-02
   0.400   1.800   0.500    0.27316E-02
   0.400   1.800   0.600    0.23128E-02
   0.400   1.800   0.700    0.14263E-02
   0.400   1.800   0.800    0.64001E-03
   0.400   1.800   0.900    0.20978E-03
   0.400   1.800   1.000    0.49690E-04
   0.400   1.900   0.000    0.28395E-04
   0.400   1.900   0.100    0.11212E-03
   0.400   1.900   0.200    0.33600E-03
   0.400   1.900   0.300    0.73865E-03
   0.400   1.900   0.400    0.11851E-02
   0.400   1.900   0.500    0.13802E-02
   0.400   1.900   0.600    0.11693E-02
   0.400   1.900   0.700    0.71943E-03
   0.400   1.900   0.800    0.32328E-03
   0.400   1.900   0.900    0.10665E-03
   0.400   1.900   1.000    0.26726E-04
   0.500   0.000   0.000    0.20233E-04
   0.500   0.000   0.100    0.79890E-04
   0.500   0.000   0.200    0.24456E-03
   0.500   0.000   0.300    0.53842E-03
   0.500   0.000   0.400    0.85865E-03
   0.500   0.000   0.500    0.10023E-02
   0.500   0.000   0.600    0.84742E-03
   0.500   0.000   0.700    0.52477E-03
   0.500   0.000   0.800    0.23560E-03
   0.500   0.000   0.900    0.76116E-04
   0.500   0.000   1.000    0.19074E-04
   0.500   0.100   0.000    0.40504E-04
   0.500   0.100   0.100    0.17192E-03
   0.500   0.100   0.200    0.52102E-03
   0.500   0.100   0.300    0.11475E-02
   0.500   0.100   0.400    0.18377E-02
   0.500   0.100   0.500    0.21438E-02
   0.500   0.100   0.600    0.18145E-02
   0.500   0.100   0.700    0.11190E-02
   0.500   0.100   0.800    0.50203E-03
   0.500   0.100   0.900    0.16378E-03
   0.500   0.100   1.000    0.38173E-04
   0.500   0.200   0.000    0.81223E-04
   0.500   0.200   0.100    0.34080E-03
   0.500   0.200   0.200    0.10328E-02
   0.500   0.200   0.300    0.22687E-02
   0.500   0.200   0.400    0.36367E-02
   0.500   0.200   0.500    0.42395E-02
   0.500   0.200   0.600    0.35916E-02
   0.500   0.200   0.700    0.22124E-02
   0.500   0.200   0.800    0.99452E-03
   0.500   0.200   0.900    0.32425E-03
   0.500   0.200   1.000    0.76444E-04
   0.500   0.300   0.000    0.15085E-03
   0.500   0.300   0.100    0.62405E-03
   0.500   0.300   0.200    0.18866E-02
   0.500   0.300   0.300    0.41523E-02
   0.500   0.300   0.400    0.66481E-02
   0.500   0.300   0.500    0.77486E-02
   0.500   0.300   0.600    0.65686E-02
   0.500   0.300   0.700    0.40499E-02
   0.500   0.300   0.800    0.18153E-02
   0.500   0.300   0.900    0.59269E-03
