! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 11  M= 11  NLM=   78   NMU= 12  NPHI= 24  NANG=  114   NSH=    150529
!  NX=  64   NY=   1   NZ=  30    NPTS=    3867   NCELLS=    5040
!  PROPERTY_FILE=les2y21w16.prp                  
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    PROPERTY-FILE (Z)    INDEPENDENT_PIXEL=2
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0400000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.5000000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON STER)    WAVELENGTH=      1.65
!  SPLITTING_ACCURACY= 0.300E-01   SPHERICAL_HARMONIC_ACCURACY= 0.300E-02
!  SOLUTION_ACCURACY= 0.100E-03
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=  24
!  OUTPUT_TYPE=MEDIUM-PROPERTIES   
!    X       Y       Z      Extinct  Albedo  Asymmetry Temp
   1.375   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.375   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.375   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.375   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.375   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.375   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.375   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.375   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.375   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.375   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.375   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.375   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.375   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.375   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.375   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.375   0.000   0.575   2.316054 0.997992  0.72740  282.30
   1.375   0.000   0.600   8.029907 0.993807  0.73357  282.10
   1.375   0.000   0.625  11.887592 0.991876  0.73894  282.00
   1.375   0.000   0.650  14.944070 0.990444  0.74164  281.80
   1.375   0.000   0.675  17.597813 0.989405  0.74296  281.70
   1.375   0.000   0.700  19.773146 0.988691  0.74356  281.60
   1.375   0.000   0.725  22.355549 0.987802  0.74472  281.50
   1.375   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.375   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.375   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.375   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.375   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.375   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.375   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.375   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.430   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.430   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.430   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.430   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.430   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.430   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.430   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.430   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.430   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.430   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.430   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.430   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.430   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.430   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.430   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.430   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.430   0.000   0.600   3.813059 0.996518  0.70982  282.10
   1.430   0.000   0.625  10.114819 0.992674  0.73761  282.00
   1.430   0.000   0.650  14.164019 0.990828  0.74088  281.80
   1.430   0.000   0.675  16.548183 0.989832  0.74232  281.70
   1.430   0.000   0.700  19.178331 0.988849  0.74356  281.60
   1.430   0.000   0.725  18.458191 0.989165  0.74296  281.50
   1.430   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.430   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.430   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.430   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.430   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.430   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.430   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.430   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.485   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.485   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.485   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.485   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.485   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.485   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.485   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.485   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.485   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.485   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.485   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.485   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.485   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.485   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.485   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.485   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.485   0.000   0.600   7.087671 0.994359  0.73049  282.10
   1.485   0.000   0.625  11.009541 0.992193  0.73894  282.00
   1.485   0.000   0.650  13.716722 0.990971  0.74088  281.80
   1.485   0.000   0.675  17.465467 0.989444  0.74296  281.70
   1.485   0.000   0.700  15.428327 0.990296  0.74164  281.60
   1.485   0.000   0.725  19.773146 0.988691  0.74356  281.50
   1.485   0.000   0.750   6.109525 0.995008  0.72442  281.70
   1.485   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.485   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.485   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.485   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.485   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.485   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.485   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.540   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.540   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.540   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.540   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.540   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.540   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.540   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.540   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.540   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.540   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.540   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.540   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.540   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.540   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.540   0.000   0.550   5.472637 0.995390  0.72133  282.50
   1.540   0.000   0.575   9.149568 0.993198  0.73588  282.30
   1.540   0.000   0.600  12.291621 0.991592  0.74000  282.10
   1.540   0.000   0.625  14.372076 0.990630  0.74164  282.00
   1.540   0.000   0.650  16.633699 0.989807  0.74232  281.80
   1.540   0.000   0.675  21.174616 0.988211  0.74415  281.70
   1.540   0.000   0.700  19.664597 0.988718  0.74356  281.60
   1.540   0.000   0.725  30.686148 0.985395  0.74746  281.50
   1.540   0.000   0.750   8.620852 0.993492  0.73472  281.70
   1.540   0.000   0.775   5.673993 0.995207  0.72442  283.90
   1.540   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.540   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.540   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.540   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.540   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.540   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.595   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.595   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.595   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.595   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.595   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.595   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.595   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.595   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.595   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.595   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.595   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.595   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.595   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.595   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.595   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.595   0.000   0.575   6.456255 0.994720  0.72835  282.30
   1.595   0.000   0.600  10.930074 0.992224  0.73894  282.10
   1.595   0.000   0.625  13.730278 0.990966  0.74088  282.00
   1.595   0.000   0.650  17.285645 0.989495  0.74296  281.80
   1.595   0.000   0.675  20.116961 0.988600  0.74356  281.70
   1.595   0.000   0.700  22.360481 0.987800  0.74472  281.60
   1.595   0.000   0.725  28.789022 0.985900  0.74693  281.50
   1.595   0.000   0.750  13.882847 0.990917  0.74088  281.70
   1.595   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.595   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.595   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.595   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.595   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.595   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.595   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.650   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.650   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.650   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.650   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.650   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.650   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.650   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.650   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.650   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.650   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.650   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.650   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.650   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.650   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.650   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.650   0.000   0.575   3.938415 0.996453  0.70982  282.30
   1.650   0.000   0.600   9.112562 0.993214  0.73588  282.10
   1.650   0.000   0.625  12.196115 0.991626  0.74000  282.00
   1.650   0.000   0.650  16.280188 0.989911  0.74232  281.80
   1.650   0.000   0.675  17.308966 0.989489  0.74296  281.70
   1.650   0.000   0.700  20.049976 0.988504  0.74415  281.60
   1.650   0.000   0.725  26.901707 0.986419  0.74639  281.50
   1.650   0.000   0.750  33.591740 0.984701  0.74798  281.70
   1.650   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.650   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.650   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.650   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.650   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.650   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.650   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.705   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.705   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.705   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.705   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.705   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.705   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.705   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.705   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.705   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.705   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.705   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.705   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.705   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.705   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.705   0.000   0.550   3.286724 0.996984  0.70717  282.50
   1.705   0.000   0.575   7.819177 0.993896  0.73357  282.30
   1.705   0.000   0.600  10.745411 0.992294  0.73894  282.10
   1.705   0.000   0.625  13.457383 0.991059  0.74088  282.00
   1.705   0.000   0.650  16.195644 0.989936  0.74232  281.80
   1.705   0.000   0.675  18.519489 0.989030  0.74356  281.70
   1.705   0.000   0.700  21.019033 0.988250  0.74415  281.60
   1.705   0.000   0.725  30.766243 0.985379  0.74746  281.50
   1.705   0.000   0.750  42.395943 0.982594  0.75045  281.70
   1.705   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.705   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.705   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.705   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.705   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.705   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.705   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.760   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.760   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.760   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.760   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.760   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.760   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.760   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.760   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.760   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.760   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.760   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.760   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.760   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.760   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.760   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.760   0.000   0.575   3.077546 0.997164  0.70852  282.30
   1.760   0.000   0.600   7.706770 0.993945  0.73357  282.10
   1.760   0.000   0.625  11.920692 0.991724  0.74000  282.00
   1.760   0.000   0.650  14.712354 0.990520  0.74164  281.80
   1.760   0.000   0.675  19.091690 0.988872  0.74356  281.70
   1.760   0.000   0.700  24.823063 0.986999  0.74584  281.60
   1.760   0.000   0.725  24.257812 0.987234  0.74528  281.50
   1.760   0.000   0.750  25.043169 0.986946  0.74584  281.70
   1.760   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.760   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.760   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.760   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.760   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.760   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.760   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.815   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.815   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.815   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.815   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.815   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.815   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.815   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.815   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.815   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.815   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.815   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.815   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.815   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.815   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.815   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.815   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.815   0.000   0.600   0.000000 0.000000  0.00000  282.10
   1.815   0.000   0.625   8.911995 0.993296  0.73588  282.00
   1.815   0.000   0.650  14.204801 0.990815  0.74088  281.80
   1.815   0.000   0.675  18.971790 0.988906  0.74356  281.70
   1.815   0.000   0.700  25.084286 0.986937  0.74584  281.60
   1.815   0.000   0.725  16.924305 0.989722  0.74232  281.50
   1.815   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.815   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.815   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.815   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.815   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.815   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.815   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.815   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.870   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.870   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.870   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.870   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.870   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.870   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.870   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.870   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.870   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.870   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.870   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.870   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.870   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.870   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.870   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.870   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.870   0.000   0.600   0.000000 0.000000  0.00000  282.10
   1.870   0.000   0.625   8.271488 0.993708  0.73357  282.00
   1.870   0.000   0.650  14.802839 0.990490  0.74164  281.80
   1.870   0.000   0.675  18.350290 0.989195  0.74296  281.70
   1.870   0.000   0.700  17.586332 0.989409  0.74296  281.60
   1.870   0.000   0.725  11.245059 0.992106  0.73894  281.50
   1.870   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.870   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.870   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.870   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.870   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.870   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.870   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.870   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.925   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.925   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.925   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.925   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.925   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.925   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.925   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.925   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.925   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.925   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.925   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.925   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.925   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.925   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.925   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.925   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.925   0.000   0.600   0.000000 0.000000  0.00000  282.10
   1.925   0.000   0.625   4.029148 0.996409  0.70982  282.00
   1.925   0.000   0.650  10.455084 0.992545  0.73761  281.80
   1.925   0.000   0.675  12.166566 0.991637  0.74000  281.70
   1.925   0.000   0.700   0.000000 0.000000  0.00000  281.60
   1.925   0.000   0.725   0.000000 0.000000  0.00000  281.50
   1.925   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.925   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.925   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.925   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.925   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.925   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.925   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.925   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.980   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.980   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.980   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.980   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.980   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.980   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.980   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.980   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.980   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.980   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.980   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.980   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.980   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.980   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.980   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.980   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.980   0.000   0.600   0.000000 0.000000  0.00000  282.10
   1.980   0.000   0.625   0.000000 0.000000  0.00000  282.00
   1.980   0.000   0.650   6.444208 0.994726  0.72835  281.80
   1.980   0.000   0.675   7.275987 0.994279  0.73049  281.70
   1.980   0.000   0.700   0.000000 0.000000  0.00000  281.60
   1.980   0.000   0.725   0.000000 0.000000  0.00000  281.50
   1.980   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.980   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.980   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.980   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.980   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.980   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.980   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.980   0.000   1.000   0.000000 0.000000  0.00000  290.00
   2.035   0.000   0.000   0.000000 0.000000  0.00000  288.00
   2.035   0.000   0.050   0.000000 0.000000  0.00000  287.50
   2.035   0.000   0.100   0.000000 0.000000  0.00000  287.00
   2.035   0.000   0.150   0.000000 0.000000  0.00000  286.50
   2.035   0.000   0.200   0.000000 0.000000  0.00000  286.00
   2.035   0.000   0.250   0.000000 0.000000  0.00000  285.50
   2.035   0.000   0.300   0.000000 0.000000  0.00000  285.50
   2.035   0.000   0.350   0.000000 0.000000  0.00000  284.50
   2.035   0.000   0.400   0.000000 0.000000  0.00000  284.00
   2.035   0.000   0.425   0.000000 0.000000  0.00000  283.60
   2.035   0.000   0.450   0.000000 0.000000  0.00000  283.40
   2.035   0.000   0.475   0.000000 0.000000  0.00000  283.20
   2.035   0.000   0.500   0.000000 0.000000  0.00000  282.90
   2.035   0.000   0.525   0.000000 0.000000  0.00000  282.70
   2.035   0.000   0.550   0.000000 0.000000  0.00000  282.50
   2.035   0.000   0.575   0.000000 0.000000  0.00000  282.30
   2.035   0.000   0.600   0.000000 0.000000  0.00000  282.10
   2.035   0.000   0.625   9.233468 0.993166  0.73588  282.00
   2.035   0.000   0.650  12.993955 0.991352  0.74000  281.80
   2.035   0.000   0.675  12.554611 0.991500  0.74000  281.70
   2.035   0.000   0.700  11.410574 0.992045  0.73894  281.60
   2.035   0.000   0.725   4.444324 0.996037  0.71543  281.50
   2.035   0.000   0.750  15.111790 0.990392  0.74164  281.70
   2.035   0.000   0.775   0.000000 0.000000  0.00000  283.90
   2.035   0.000   0.800   0.000000 0.000000  0.00000  286.20
   2.035   0.000   0.825   0.000000 0.000000  0.00000  286.90
   2.035   0.000   0.850   0.000000 0.000000  0.00000  288.00
   2.035   0.000   0.900   0.000000 0.000000  0.00000  289.00
   2.035   0.000   0.950   0.000000 0.000000  0.00000  289.50
   2.035   0.000   1.000   0.000000 0.000000  0.00000  290.00
   2.090   0.000   0.000   0.000000 0.000000  0.00000  288.00
   2.090   0.000   0.050   0.000000 0.000000  0.00000  287.50
   2.090   0.000   0.100   0.000000 0.000000  0.00000  287.00
   2.090   0.000   0.150   0.000000 0.000000  0.00000  286.50
   2.090   0.000   0.200   0.000000 0.000000  0.00000  286.00
   2.090   0.000   0.250   0.000000 0.000000  0.00000  285.50
   2.090   0.000   0.300   0.000000 0.000000  0.00000  285.50
   2.090   0.000   0.350   0.000000 0.000000  0.00000  284.50
   2.090   0.000   0.400   0.000000 0.000000  0.00000  284.00
   2.090   0.000   0.425   0.000000 0.000000  0.00000  283.60
   2.090   0.000   0.450   0.000000 0.000000  0.00000  283.40
   2.090   0.000   0.475   0.000000 0.000000  0.00000  283.20
   2.090   0.000   0.500   0.000000 0.000000  0.00000  282.90
   2.090   0.000   0.525   0.000000 0.000000  0.00000  282.70
   2.090   0.000   0.550   0.000000 0.000000  0.00000  282.50
   2.090   0.000   0.575   0.000000 0.000000  0.00000  282.30
   2.090   0.000   0.600   0.000000 0.000000  0.00000  282.10
   2.090   0.000   0.625  10.631622 0.992480  0.73761  282.00
   2.090   0.000   0.650  15.619572 0.990239  0.74164  281.80
   2.090   0.000   0.675  14.299497 0.990784  0.74088  281.70
   2.090   0.000   0.700  12.218226 0.991618  0.74000  281.60
   2.090   0.000   0.725  17.505894 0.989432  0.74296  281.50
   2.090   0.000   0.750  12.210854 0.991621  0.74000  281.70
   2.090   0.000   0.775   0.000000 0.000000  0.00000  283.90
   2.090   0.000   0.800   0.000000 0.000000  0.00000  286.20
   2.090   0.000   0.825   0.000000 0.000000  0.00000  286.90
