! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 11  M= 11  NLM=   78   NMU= 12  NPHI= 24  NANG=  114   NSH=    150529
!  NX=  64   NY=   1   NZ=  30    NPTS=    3867   NCELLS=    5040
!  PROPERTY_FILE=les2y21w16.prp                  
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    PROPERTY-FILE (Z)    INDEPENDENT_PIXEL=2
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0400000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.5000000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON STER)    WAVELENGTH=      1.65
!  SPLITTING_ACCURACY= 0.300E-01   SPHERICAL_HARMONIC_ACCURACY= 0.300E-02
!  SOLUTION_ACCURACY= 0.100E-03
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=  24
!  OUTPUT_TYPE=MEDIUM-PROPERTIES   
!    X       Y       Z      Extinct  Albedo  Asymmetry Temp
   0.605   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.605   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.605   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.605   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.605   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.605   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.605   0.000   0.450   0.000000 0.000000  0.00000  283.40
   0.605   0.000   0.475   0.000000 0.000000  0.00000  283.20
   0.605   0.000   0.500   0.000000 0.000000  0.00000  282.90
   0.605   0.000   0.525   0.000000 0.000000  0.00000  282.70
   0.605   0.000   0.550   0.000000 0.000000  0.00000  282.50
   0.605   0.000   0.575   0.000000 0.000000  0.00000  282.30
   0.605   0.000   0.600   0.000000 0.000000  0.00000  282.10
   0.605   0.000   0.625   0.000000 0.000000  0.00000  282.00
   0.605   0.000   0.650   0.000000 0.000000  0.00000  281.80
   0.605   0.000   0.675   0.000000 0.000000  0.00000  281.70
   0.605   0.000   0.700   0.000000 0.000000  0.00000  281.60
   0.605   0.000   0.725   2.231297 0.998099  0.73207  281.50
   0.605   0.000   0.750   0.000000 0.000000  0.00000  281.70
   0.605   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.605   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.605   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.605   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.605   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.605   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.605   0.000   1.000   0.000000 0.000000  0.00000  290.00
   0.660   0.000   0.000   0.000000 0.000000  0.00000  288.00
   0.660   0.000   0.050   0.000000 0.000000  0.00000  287.50
   0.660   0.000   0.100   0.000000 0.000000  0.00000  287.00
   0.660   0.000   0.150   0.000000 0.000000  0.00000  286.50
   0.660   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.660   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.660   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.660   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.660   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.660   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.660   0.000   0.450   0.000000 0.000000  0.00000  283.40
   0.660   0.000   0.475   0.000000 0.000000  0.00000  283.20
   0.660   0.000   0.500   0.000000 0.000000  0.00000  282.90
   0.660   0.000   0.525   0.000000 0.000000  0.00000  282.70
   0.660   0.000   0.550   0.000000 0.000000  0.00000  282.50
   0.660   0.000   0.575   0.000000 0.000000  0.00000  282.30
   0.660   0.000   0.600   0.000000 0.000000  0.00000  282.10
   0.660   0.000   0.625   0.000000 0.000000  0.00000  282.00
   0.660   0.000   0.650   0.000000 0.000000  0.00000  281.80
   0.660   0.000   0.675   0.000000 0.000000  0.00000  281.70
   0.660   0.000   0.700   0.000000 0.000000  0.00000  281.60
   0.660   0.000   0.725   0.000000 0.000000  0.00000  281.50
   0.660   0.000   0.750   0.000000 0.000000  0.00000  281.70
   0.660   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.660   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.660   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.660   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.660   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.660   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.660   0.000   1.000   0.000000 0.000000  0.00000  290.00
   0.715   0.000   0.000   0.000000 0.000000  0.00000  288.00
   0.715   0.000   0.050   0.000000 0.000000  0.00000  287.50
   0.715   0.000   0.100   0.000000 0.000000  0.00000  287.00
   0.715   0.000   0.150   0.000000 0.000000  0.00000  286.50
   0.715   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.715   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.715   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.715   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.715   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.715   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.715   0.000   0.450   0.000000 0.000000  0.00000  283.40
   0.715   0.000   0.475   0.000000 0.000000  0.00000  283.20
   0.715   0.000   0.500   0.000000 0.000000  0.00000  282.90
   0.715   0.000   0.525   0.000000 0.000000  0.00000  282.70
   0.715   0.000   0.550   0.000000 0.000000  0.00000  282.50
   0.715   0.000   0.575   0.000000 0.000000  0.00000  282.30
   0.715   0.000   0.600   0.000000 0.000000  0.00000  282.10
   0.715   0.000   0.625   0.000000 0.000000  0.00000  282.00
   0.715   0.000   0.650   0.000000 0.000000  0.00000  281.80
   0.715   0.000   0.675   2.288013 0.998011  0.72740  281.70
   0.715   0.000   0.700   8.647739 0.993556  0.73357  281.60
   0.715   0.000   0.725   0.000000 0.000000  0.00000  281.50
   0.715   0.000   0.750   0.000000 0.000000  0.00000  281.70
   0.715   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.715   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.715   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.715   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.715   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.715   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.715   0.000   1.000   0.000000 0.000000  0.00000  290.00
   0.770   0.000   0.000   0.000000 0.000000  0.00000  288.00
   0.770   0.000   0.050   0.000000 0.000000  0.00000  287.50
   0.770   0.000   0.100   0.000000 0.000000  0.00000  287.00
   0.770   0.000   0.150   0.000000 0.000000  0.00000  286.50
   0.770   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.770   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.770   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.770   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.770   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.770   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.770   0.000   0.450   0.000000 0.000000  0.00000  283.40
   0.770   0.000   0.475   0.000000 0.000000  0.00000  283.20
   0.770   0.000   0.500   0.000000 0.000000  0.00000  282.90
   0.770   0.000   0.525   0.000000 0.000000  0.00000  282.70
   0.770   0.000   0.550   5.096583 0.995639  0.71871  282.50
   0.770   0.000   0.575   7.220106 0.994304  0.73049  282.30
   0.770   0.000   0.600   8.628242 0.993564  0.73357  282.10
   0.770   0.000   0.625   7.970183 0.993832  0.73357  282.00
   0.770   0.000   0.650   7.603854 0.994142  0.73049  281.80
   0.770   0.000   0.675  11.213874 0.992117  0.73894  281.70
   0.770   0.000   0.700  14.718856 0.990518  0.74164  281.60
   0.770   0.000   0.725  23.061253 0.987630  0.74472  281.50
   0.770   0.000   0.750  28.838900 0.985890  0.74693  281.70
   0.770   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.770   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.770   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.770   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.770   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.770   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.770   0.000   1.000   0.000000 0.000000  0.00000  290.00
   0.825   0.000   0.000   0.000000 0.000000  0.00000  288.00
   0.825   0.000   0.050   0.000000 0.000000  0.00000  287.50
   0.825   0.000   0.100   0.000000 0.000000  0.00000  287.00
   0.825   0.000   0.150   0.000000 0.000000  0.00000  286.50
   0.825   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.825   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.825   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.825   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.825   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.825   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.825   0.000   0.450   3.597322 0.996718  0.70868  283.40
   0.825   0.000   0.475   6.967030 0.994414  0.73049  283.20
   0.825   0.000   0.500   9.733110 0.992973  0.73588  282.90
   0.825   0.000   0.525  11.956673 0.991852  0.73894  282.70
   0.825   0.000   0.550  13.614863 0.991005  0.74088  282.50
   0.825   0.000   0.575  15.228578 0.990357  0.74164  282.30
   0.825   0.000   0.600  16.821911 0.989752  0.74232  282.10
   0.825   0.000   0.625  17.378695 0.989469  0.74296  282.00
   0.825   0.000   0.650  17.168846 0.989530  0.74296  281.80
   0.825   0.000   0.675  19.216291 0.988837  0.74356  281.70
   0.825   0.000   0.700  18.823753 0.988946  0.74356  281.60
   0.825   0.000   0.725  25.816847 0.986765  0.74584  281.50
   0.825   0.000   0.750  40.746384 0.982972  0.74998  281.70
   0.825   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.825   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.825   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.825   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.825   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.825   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.825   0.000   1.000   0.000000 0.000000  0.00000  290.00
   0.880   0.000   0.000   0.000000 0.000000  0.00000  288.00
   0.880   0.000   0.050   0.000000 0.000000  0.00000  287.50
   0.880   0.000   0.100   0.000000 0.000000  0.00000  287.00
   0.880   0.000   0.150   0.000000 0.000000  0.00000  286.50
   0.880   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.880   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.880   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.880   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.880   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.880   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.880   0.000   0.450   6.121245 0.994940  0.72644  283.40
   0.880   0.000   0.475   7.528413 0.994174  0.73049  283.20
   0.880   0.000   0.500   7.727308 0.993936  0.73357  282.90
   0.880   0.000   0.525   8.301679 0.993696  0.73357  282.70
   0.880   0.000   0.550   9.598958 0.993024  0.73588  282.50
   0.880   0.000   0.575  11.964308 0.991850  0.73894  282.30
   0.880   0.000   0.600  14.777075 0.990498  0.74164  282.10
   0.880   0.000   0.625  17.557684 0.989417  0.74296  282.00
   0.880   0.000   0.650  19.762403 0.988693  0.74356  281.80
   0.880   0.000   0.675  22.355549 0.987802  0.74472  281.70
   0.880   0.000   0.700  21.646368 0.988091  0.74415  281.60
   0.880   0.000   0.725  15.389798 0.990308  0.74164  281.50
   0.880   0.000   0.750  17.677956 0.989382  0.74296  281.70
   0.880   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.880   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.880   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.880   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.880   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.880   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.880   0.000   1.000   0.000000 0.000000  0.00000  290.00
   0.935   0.000   0.000   0.000000 0.000000  0.00000  288.00
   0.935   0.000   0.050   0.000000 0.000000  0.00000  287.50
   0.935   0.000   0.100   0.000000 0.000000  0.00000  287.00
   0.935   0.000   0.150   0.000000 0.000000  0.00000  286.50
   0.935   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.935   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.935   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.935   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.935   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.935   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.935   0.000   0.450   0.000000 0.000000  0.00000  283.40
   0.935   0.000   0.475   0.000000 0.000000  0.00000  283.20
   0.935   0.000   0.500   0.000000 0.000000  0.00000  282.90
   0.935   0.000   0.525   0.000000 0.000000  0.00000  282.70
   0.935   0.000   0.550   0.000000 0.000000  0.00000  282.50
   0.935   0.000   0.575   3.062396 0.997117  0.70717  282.30
   0.935   0.000   0.600   7.614593 0.994138  0.73049  282.10
   0.935   0.000   0.625  10.753490 0.992290  0.73894  282.00
   0.935   0.000   0.650  14.061667 0.990860  0.74088  281.80
   0.935   0.000   0.675  17.902222 0.989319  0.74296  281.70
   0.935   0.000   0.700  22.040556 0.987882  0.74472  281.60
   0.935   0.000   0.725  17.890560 0.989322  0.74296  281.50
   0.935   0.000   0.750  20.878027 0.988286  0.74415  281.70
   0.935   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.935   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.935   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.935   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.935   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.935   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.935   0.000   1.000   0.000000 0.000000  0.00000  290.00
   0.990   0.000   0.000   0.000000 0.000000  0.00000  288.00
   0.990   0.000   0.050   0.000000 0.000000  0.00000  287.50
   0.990   0.000   0.100   0.000000 0.000000  0.00000  287.00
   0.990   0.000   0.150   0.000000 0.000000  0.00000  286.50
   0.990   0.000   0.200   0.000000 0.000000  0.00000  286.00
   0.990   0.000   0.250   0.000000 0.000000  0.00000  285.50
   0.990   0.000   0.300   0.000000 0.000000  0.00000  285.50
   0.990   0.000   0.350   0.000000 0.000000  0.00000  284.50
   0.990   0.000   0.400   0.000000 0.000000  0.00000  284.00
   0.990   0.000   0.425   0.000000 0.000000  0.00000  283.60
   0.990   0.000   0.450   0.000000 0.000000  0.00000  283.40
   0.990   0.000   0.475   0.000000 0.000000  0.00000  283.20
   0.990   0.000   0.500   0.000000 0.000000  0.00000  282.90
   0.990   0.000   0.525   0.000000 0.000000  0.00000  282.70
   0.990   0.000   0.550   2.454480 0.997819  0.72075  282.50
   0.990   0.000   0.575   6.611052 0.994652  0.72835  282.30
   0.990   0.000   0.600   9.186954 0.993184  0.73588  282.10
   0.990   0.000   0.625  10.882173 0.992241  0.73894  282.00
   0.990   0.000   0.650  13.642087 0.990997  0.74088  281.80
   0.990   0.000   0.675  18.390011 0.989183  0.74296  281.70
   0.990   0.000   0.700  24.956383 0.986966  0.74584  281.60
   0.990   0.000   0.725  31.827118 0.985157  0.74746  281.50
   0.990   0.000   0.750  45.947693 0.981905  0.75091  281.70
   0.990   0.000   0.775   0.000000 0.000000  0.00000  283.90
   0.990   0.000   0.800   0.000000 0.000000  0.00000  286.20
   0.990   0.000   0.825   0.000000 0.000000  0.00000  286.90
   0.990   0.000   0.850   0.000000 0.000000  0.00000  288.00
   0.990   0.000   0.900   0.000000 0.000000  0.00000  289.00
   0.990   0.000   0.950   0.000000 0.000000  0.00000  289.50
   0.990   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.045   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.045   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.045   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.045   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.045   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.045   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.045   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.045   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.045   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.045   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.045   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.045   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.045   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.045   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.045   0.000   0.550   2.922019 0.997317  0.71000  282.50
   1.045   0.000   0.575   6.669745 0.994626  0.72835  282.30
   1.045   0.000   0.600  10.539455 0.992513  0.73761  282.10
   1.045   0.000   0.625  14.477501 0.990595  0.74164  282.00
   1.045   0.000   0.650  18.610409 0.989123  0.74296  281.80
   1.045   0.000   0.675  21.985958 0.987895  0.74472  281.70
   1.045   0.000   0.700  24.357138 0.987210  0.74528  281.60
   1.045   0.000   0.725  27.360813 0.986314  0.74639  281.50
   1.045   0.000   0.750  32.745605 0.984874  0.74798  281.70
   1.045   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.045   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.045   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.045   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.045   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.045   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.045   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.100   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.100   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.100   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.100   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.100   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.100   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.100   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.100   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.100   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.100   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.100   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.100   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.100   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.100   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.100   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.100   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.100   0.000   0.600   5.253176 0.995493  0.72133  282.10
   1.100   0.000   0.625  10.505796 0.992526  0.73761  282.00
   1.100   0.000   0.650  14.860749 0.990472  0.74164  281.80
   1.100   0.000   0.675  17.091791 0.989674  0.74232  281.70
   1.100   0.000   0.700  15.847153 0.990042  0.74232  281.60
   1.100   0.000   0.725  10.739710 0.992439  0.73761  281.50
   1.100   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.100   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.100   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.100   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.100   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.100   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.100   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.100   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.155   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.155   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.155   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.155   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.155   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.155   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.155   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.155   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.155   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.155   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.155   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.155   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.155   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.155   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.155   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.155   0.000   0.575   3.938415 0.996453  0.70982  282.30
   1.155   0.000   0.600   3.706721 0.996576  0.70982  282.10
   1.155   0.000   0.625   1.317086 0.999121  0.80819  282.00
   1.155   0.000   0.650   5.514393 0.995371  0.72133  281.80
   1.155   0.000   0.675  10.814004 0.992413  0.73761  281.70
   1.155   0.000   0.700  15.248027 0.990351  0.74164  281.60
   1.155   0.000   0.725  20.773771 0.988313  0.74415  281.50
   1.155   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.155   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.155   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.155   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.155   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.155   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.155   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.155   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.210   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.210   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.210   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.210   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.210   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.210   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.210   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.210   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.210   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.210   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.210   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.210   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.210   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.210   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.210   0.000   0.550   1.417244 0.999034  0.80018  282.50
   1.210   0.000   0.575   6.366300 0.994830  0.72644  282.30
   1.210   0.000   0.600   6.452305 0.994793  0.72644  282.10
   1.210   0.000   0.625   3.392186 0.996930  0.70717  282.00
   1.210   0.000   0.650   6.888935 0.994531  0.72835  281.80
   1.210   0.000   0.675  14.413883 0.990746  0.74088  281.70
   1.210   0.000   0.700  21.447514 0.988142  0.74415  281.60
   1.210   0.000   0.725  24.394869 0.987202  0.74528  281.50
   1.210   0.000   0.750  21.138453 0.988220  0.74415  281.70
   1.210   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.210   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.210   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.210   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.210   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.210   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.210   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.265   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.265   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.265   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.265   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.265   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.265   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.265   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.265   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.265   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.265   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.265   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.265   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.265   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.265   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.265   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.265   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.265   0.000   0.600   5.038654 0.995667  0.71871  282.10
   1.265   0.000   0.625   7.131085 0.994341  0.73049  282.00
   1.265   0.000   0.650  10.793818 0.992274  0.73894  281.80
   1.265   0.000   0.675  16.310266 0.989901  0.74232  281.70
   1.265   0.000   0.700  18.110172 0.989260  0.74296  281.60
   1.265   0.000   0.725   0.000000 0.000000  0.00000  281.50
   1.265   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.265   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.265   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.265   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.265   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.265   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.265   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.265   0.000   1.000   0.000000 0.000000  0.00000  290.00
   1.320   0.000   0.000   0.000000 0.000000  0.00000  288.00
   1.320   0.000   0.050   0.000000 0.000000  0.00000  287.50
   1.320   0.000   0.100   0.000000 0.000000  0.00000  287.00
   1.320   0.000   0.150   0.000000 0.000000  0.00000  286.50
   1.320   0.000   0.200   0.000000 0.000000  0.00000  286.00
   1.320   0.000   0.250   0.000000 0.000000  0.00000  285.50
   1.320   0.000   0.300   0.000000 0.000000  0.00000  285.50
   1.320   0.000   0.350   0.000000 0.000000  0.00000  284.50
   1.320   0.000   0.400   0.000000 0.000000  0.00000  284.00
   1.320   0.000   0.425   0.000000 0.000000  0.00000  283.60
   1.320   0.000   0.450   0.000000 0.000000  0.00000  283.40
   1.320   0.000   0.475   0.000000 0.000000  0.00000  283.20
   1.320   0.000   0.500   0.000000 0.000000  0.00000  282.90
   1.320   0.000   0.525   0.000000 0.000000  0.00000  282.70
   1.320   0.000   0.550   0.000000 0.000000  0.00000  282.50
   1.320   0.000   0.575   0.000000 0.000000  0.00000  282.30
   1.320   0.000   0.600   6.911622 0.994522  0.72835  282.10
   1.320   0.000   0.625  10.114819 0.992674  0.73761  282.00
   1.320   0.000   0.650  12.899798 0.991384  0.74000  281.80
   1.320   0.000   0.675  16.358421 0.989886  0.74232  281.70
   1.320   0.000   0.700  14.477501 0.990595  0.74164  281.60
   1.320   0.000   0.725   0.000000 0.000000  0.00000  281.50
   1.320   0.000   0.750   0.000000 0.000000  0.00000  281.70
   1.320   0.000   0.775   0.000000 0.000000  0.00000  283.90
   1.320   0.000   0.800   0.000000 0.000000  0.00000  286.20
   1.320   0.000   0.825   0.000000 0.000000  0.00000  286.90
   1.320   0.000   0.850   0.000000 0.000000  0.00000  288.00
   1.320   0.000   0.900   0.000000 0.000000  0.00000  289.00
   1.320   0.000   0.950   0.000000 0.000000  0.00000  289.50
   1.320   0.000   1.000   0.000000 0.000000  0.00000  290.00
