! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 15  M= 15  NLM=  256   NMU= 16  NPHI= 32  NANG=  354   NSH=   1239808
!  NX=  20   NY=  20   NZ=  11    NPTS=    4851   NCELLS=    4000
!  PROPERTY_FILE=gaussol.prp                     
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    EVEN (Z)             INDEPENDENT_PIXEL=0
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0000000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.7070000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON)         WAVELENGTH=      2.13
!  SPLITTING_ACCURACY= 0.000E+00   SPHERICAL_HARMONIC_ACCURACY= 0.000E+00
!  SOLUTION_ACCURACY= 0.100E-04
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=   7
!  OUTPUT_TYPE=FLUX                
!    UPWELLING FLUX:     Z=  1.000
!    DOWNWELLING FLUX:   Z=  0.000
!   X       Y           UP       DOWN_DIFFUSE   DOWN_DIRECT
   1.500   0.600    0.24830E-01   0.30703E+00   0.48217E+00
   1.500   0.700    0.26715E-01   0.33839E+00   0.38089E+00
   1.500   0.800    0.28281E-01   0.35851E+00   0.30762E+00
   1.500   0.900    0.29318E-01   0.36910E+00   0.26472E+00
   1.500   1.000    0.29681E-01   0.37232E+00   0.25070E+00
   1.500   1.100    0.29318E-01   0.36910E+00   0.26472E+00
   1.500   1.200    0.28281E-01   0.35851E+00   0.30762E+00
   1.500   1.300    0.26715E-01   0.33839E+00   0.38089E+00
   1.500   1.400    0.24830E-01   0.30703E+00   0.48217E+00
   1.500   1.500    0.22855E-01   0.26554E+00   0.60114E+00
   1.500   1.600    0.21000E-01   0.21881E+00   0.72052E+00
   1.500   1.700    0.19426E-01   0.17398E+00   0.82295E+00
   1.500   1.800    0.18242E-01   0.13751E+00   0.89857E+00
   1.500   1.900    0.17496E-01   0.11333E+00   0.94726E+00
   1.600   0.000    0.17079E-01   0.10006E+00   0.97574E+00
   1.600   0.100    0.17345E-01   0.11006E+00   0.94884E+00
   1.600   0.200    0.17962E-01   0.13234E+00   0.90154E+00
   1.600   0.300    0.18934E-01   0.16600E+00   0.82792E+00
   1.600   0.400    0.20221E-01   0.20752E+00   0.72785E+00
   1.600   0.500    0.21733E-01   0.25099E+00   0.61066E+00
   1.600   0.600    0.23338E-01   0.28983E+00   0.49314E+00
   1.600   0.700    0.24867E-01   0.31943E+00   0.39241E+00
   1.600   0.800    0.26135E-01   0.33863E+00   0.31903E+00
   1.600   0.900    0.26975E-01   0.34884E+00   0.27579E+00
   1.600   1.000    0.27269E-01   0.35197E+00   0.26166E+00
   1.600   1.100    0.26975E-01   0.34884E+00   0.27579E+00
   1.600   1.200    0.26135E-01   0.33863E+00   0.31903E+00
   1.600   1.300    0.24867E-01   0.31943E+00   0.39241E+00
   1.600   1.400    0.23338E-01   0.28983E+00   0.49314E+00
   1.600   1.500    0.21733E-01   0.25099E+00   0.61066E+00
   1.600   1.600    0.20221E-01   0.20752E+00   0.72785E+00
   1.600   1.700    0.18934E-01   0.16600E+00   0.82792E+00
   1.600   1.800    0.17962E-01   0.13234E+00   0.90154E+00
   1.600   1.900    0.17345E-01   0.11006E+00   0.94884E+00
   1.700   0.000    0.17094E-01   0.95437E-01   0.97790E+00
   1.700   0.100    0.17326E-01   0.10433E+00   0.95335E+00
   1.700   0.200    0.17848E-01   0.12413E+00   0.91000E+00
   1.700   0.300    0.18662E-01   0.15422E+00   0.84212E+00
   1.700   0.400    0.19732E-01   0.19166E+00   0.74898E+00
   1.700   0.500    0.20982E-01   0.23135E+00   0.63840E+00
   1.700   0.600    0.22299E-01   0.26744E+00   0.52559E+00
   1.700   0.700    0.23543E-01   0.29559E+00   0.42690E+00
   1.700   0.800    0.24569E-01   0.31435E+00   0.35360E+00
   1.700   0.900    0.25246E-01   0.32460E+00   0.30971E+00
   1.700   1.000    0.25483E-01   0.32779E+00   0.29523E+00
   1.700   1.100    0.25246E-01   0.32460E+00   0.30971E+00
   1.700   1.200    0.24569E-01   0.31435E+00   0.35360E+00
   1.700   1.300    0.23543E-01   0.29559E+00   0.42690E+00
   1.700   1.400    0.22299E-01   0.26744E+00   0.52559E+00
   1.700   1.500    0.20982E-01   0.23135E+00   0.63840E+00
   1.700   1.600    0.19732E-01   0.19166E+00   0.74898E+00
   1.700   1.700    0.18662E-01   0.15422E+00   0.84212E+00
   1.700   1.800    0.17848E-01   0.12413E+00   0.91000E+00
   1.700   1.900    0.17326E-01   0.10433E+00   0.95335E+00
   1.800   0.000    0.17215E-01   0.89195E-01   0.98108E+00
   1.800   0.100    0.17428E-01   0.96822E-01   0.96000E+00
   1.800   0.200    0.17890E-01   0.11383E+00   0.92259E+00
   1.800   0.300    0.18607E-01   0.13988E+00   0.86347E+00
   1.800   0.400    0.19544E-01   0.17268E+00   0.78120E+00
   1.800   0.500    0.20627E-01   0.20808E+00   0.68154E+00
   1.800   0.600    0.21754E-01   0.24107E+00   0.57723E+00
   1.800   0.700    0.22805E-01   0.26763E+00   0.48328E+00
   1.800   0.800    0.23663E-01   0.28599E+00   0.41142E+00
   1.800   0.900    0.24224E-01   0.29636E+00   0.36741E+00
   1.800   1.000    0.24419E-01   0.29967E+00   0.35267E+00
   1.800   1.100    0.24224E-01   0.29636E+00   0.36741E+00
   1.800   1.200    0.23663E-01   0.28599E+00   0.41142E+00
   1.800   1.300    0.22805E-01   0.26763E+00   0.48328E+00
   1.800   1.400    0.21754E-01   0.24107E+00   0.57723E+00
   1.800   1.500    0.20627E-01   0.20808E+00   0.68154E+00
   1.800   1.600    0.19544E-01   0.17268E+00   0.78120E+00
   1.800   1.700    0.18607E-01   0.13988E+00   0.86347E+00
   1.800   1.800    0.17890E-01   0.11383E+00   0.92259E+00
   1.800   1.900    0.17428E-01   0.96822E-01   0.96000E+00
   1.900   0.000    0.17426E-01   0.82002E-01   0.98480E+00
   1.900   0.100    0.17629E-01   0.88321E-01   0.96779E+00
   1.900   0.200    0.18072E-01   0.10244E+00   0.93743E+00
   1.900   0.300    0.18755E-01   0.12427E+00   0.88892E+00
   1.900   0.400    0.19644E-01   0.15212E+00   0.82033E+00
   1.900   0.500    0.20662E-01   0.18278E+00   0.73528E+00
   1.900   0.600    0.21707E-01   0.21214E+00   0.64357E+00
   1.900   0.700    0.22670E-01   0.23659E+00   0.55813E+00
   1.900   0.800    0.23444E-01   0.25415E+00   0.49050E+00
   1.900   0.900    0.23945E-01   0.26442E+00   0.44795E+00
   1.900   1.000    0.24118E-01   0.26777E+00   0.43349E+00
   1.900   1.100    0.23945E-01   0.26442E+00   0.44795E+00
   1.900   1.200    0.23444E-01   0.25415E+00   0.49050E+00
   1.900   1.300    0.22670E-01   0.23659E+00   0.55813E+00
   1.900   1.400    0.21707E-01   0.21214E+00   0.64357E+00
   1.900   1.500    0.20662E-01   0.18278E+00   0.73528E+00
   1.900   1.600    0.19644E-01   0.15212E+00   0.82033E+00
   1.900   1.700    0.18755E-01   0.12427E+00   0.88892E+00
   1.900   1.800    0.18072E-01   0.10244E+00   0.93743E+00
   1.900   1.900    0.17629E-01   0.88321E-01   0.96779E+00
