! Spherical Harmonic Discrete Ordinate Radiative Transfer Output
!  L= 11  M= 11  NLM=   78   NMU= 12  NPHI= 24  NANG=  114   NSH=    150529
!  NX=  64   NY=   1   NZ=  30    NPTS=    3867   NCELLS=    5040
!  PROPERTY_FILE=les2y21w16.prp                  
!  CORRELATED_K-DIST_FILE=NONE                               NUM_G= 1
!  INPUT_SAVE_FILE=NONE                            
!  OUTPUT_SAVE_FILE=NONE                            
!  SOURCE_TYPE=SOLAR               DELTA-M METHOD
!  GRID_TYPE=EVEN (X,Y)    PROPERTY-FILE (Z)    INDEPENDENT_PIXEL=2
!  SURFACE_TYPE=FIXED LAMBERTIAN       HORIZ_BOUNDARY_COND=0
!  GROUND_ALBEDO=0.0400000  SKY_RAD= 0.00000E+00
!  SOLAR_FLUX= 0.100000E+01   SOLAR_MU=-0.5000000   SOLAR_AZ=   0.000
!  UNITS=WATTS/(M^2 MICRON)         WAVELENGTH=      1.65
!  SPLITTING_ACCURACY= 0.300E-01   SPHERICAL_HARMONIC_ACCURACY= 0.300E-02
!  SOLUTION_ACCURACY= 0.100E-03
!  MAXIMUM_ITERATIONS= 100   NUMBER_ITERATIONS=  24
!  OUTPUT_TYPE=FLUX                
!   X       Y       Z           UP       DOWN_DIFFUSE   DOWN_DIRECT
   0.440   0.000   0.550    0.21915E-01   0.56328E+00   0.16319E-01
   0.440   0.000   0.575    0.23599E-01   0.60024E+00   0.20171E-01
   0.440   0.000   0.600    0.26904E-01   0.65249E+00   0.37157E-01
   0.440   0.000   0.625    0.56954E-01   0.74816E+00   0.12658E+00
   0.440   0.000   0.650    0.12302E+00   0.80585E+00   0.17266E+00
   0.440   0.000   0.675    0.21093E+00   0.73236E+00   0.16040E+00
   0.440   0.000   0.700    0.30070E+00   0.61079E+00   0.25479E+00
   0.440   0.000   0.725    0.36707E+00   0.32460E+00   0.64291E+00
   0.440   0.000   0.750    0.36978E+00   0.56802E-02   0.10000E+01
   0.440   0.000   0.775    0.34660E+00   0.10150E-04   0.10000E+01
   0.440   0.000   0.800    0.33438E+00   0.12136E-07   0.10000E+01
   0.440   0.000   0.825    0.33315E+00   0.00000E+00   0.10000E+01
   0.440   0.000   0.850    0.33590E+00   0.00000E+00   0.10000E+01
   0.440   0.000   0.900    0.33932E+00   0.00000E+00   0.10000E+01
   0.440   0.000   0.950    0.34854E+00   0.00000E+00   0.10000E+01
   0.440   0.000   1.000    0.35512E+00   0.00000E+00   0.10000E+01
   0.495   0.000   0.000    0.18576E-01   0.46184E+00   0.10593E-03
   0.495   0.000   0.050    0.18530E-01   0.46636E+00   0.27389E-03
   0.495   0.000   0.100    0.18421E-01   0.47275E+00   0.97324E-03
   0.495   0.000   0.150    0.18404E-01   0.47800E+00   0.34979E-03
   0.495   0.000   0.200    0.18500E-01   0.48123E+00   0.59707E-03
   0.495   0.000   0.250    0.18667E-01   0.48516E+00   0.10619E-01
   0.495   0.000   0.300    0.18789E-01   0.49133E+00   0.43910E-02
   0.495   0.000   0.350    0.18905E-01   0.49829E+00   0.77718E-02
   0.495   0.000   0.400    0.19031E-01   0.50715E+00   0.15388E-01
   0.495   0.000   0.425    0.19091E-01   0.51669E+00   0.10605E-01
   0.495   0.000   0.450    0.19258E-01   0.52900E+00   0.63775E-02
   0.495   0.000   0.475    0.19707E-01   0.53665E+00   0.66691E-02
   0.495   0.000   0.500    0.20441E-01   0.54571E+00   0.12596E-01
   0.495   0.000   0.525    0.21321E-01   0.56357E+00   0.17454E-01
   0.495   0.000   0.550    0.22451E-01   0.58869E+00   0.21864E-01
   0.495   0.000   0.575    0.24283E-01   0.61757E+00   0.50594E-01
   0.495   0.000   0.600    0.28578E-01   0.66874E+00   0.11245E+00
   0.495   0.000   0.625    0.53539E-01   0.71023E+00   0.79184E-01
   0.495   0.000   0.650    0.11226E+00   0.68154E+00   0.54608E-01
   0.495   0.000   0.675    0.18524E+00   0.66580E+00   0.84679E-01
   0.495   0.000   0.700    0.27479E+00   0.61473E+00   0.23266E+00
   0.495   0.000   0.725    0.35769E+00   0.33650E+00   0.63177E+00
   0.495   0.000   0.750    0.37317E+00   0.46224E-02   0.10000E+01
   0.495   0.000   0.775    0.35391E+00   0.82712E-05   0.10000E+01
   0.495   0.000   0.800    0.33401E+00   0.17009E-07   0.10000E+01
   0.495   0.000   0.825    0.32779E+00   0.00000E+00   0.10000E+01
   0.495   0.000   0.850    0.32969E+00   0.00000E+00   0.10000E+01
   0.495   0.000   0.900    0.33377E+00   0.00000E+00   0.10000E+01
   0.495   0.000   0.950    0.34385E+00   0.00000E+00   0.10000E+01
   0.495   0.000   1.000    0.35393E+00   0.00000E+00   0.10000E+01
   0.550   0.000   0.000    0.18731E-01   0.46565E+00   0.15174E-03
   0.550   0.000   0.050    0.18563E-01   0.47100E+00   0.83760E-03
   0.550   0.000   0.100    0.18601E-01   0.47582E+00   0.59066E-03
   0.550   0.000   0.150    0.18681E-01   0.48002E+00   0.27194E-03
   0.550   0.000   0.200    0.18805E-01   0.48508E+00   0.72334E-02
   0.550   0.000   0.250    0.18922E-01   0.49124E+00   0.51226E-02
   0.550   0.000   0.300    0.19048E-01   0.49704E+00   0.40362E-02
   0.550   0.000   0.350    0.19163E-01   0.50267E+00   0.20446E-01
   0.550   0.000   0.400    0.19265E-01   0.51509E+00   0.94926E-02
   0.550   0.000   0.425    0.19319E-01   0.52553E+00   0.57653E-02
   0.550   0.000   0.450    0.19539E-01   0.53062E+00   0.79663E-02
   0.550   0.000   0.475    0.20109E-01   0.53534E+00   0.14124E-01
   0.550   0.000   0.500    0.20955E-01   0.54640E+00   0.18450E-01
   0.550   0.000   0.525    0.21910E-01   0.56245E+00   0.24990E-01
   0.550   0.000   0.550    0.23227E-01   0.57833E+00   0.69273E-01
   0.550   0.000   0.575    0.26465E-01   0.60267E+00   0.10954E+00
   0.550   0.000   0.600    0.31099E-01   0.59573E+00   0.57995E-01
   0.550   0.000   0.625    0.42411E-01   0.58277E+00   0.37144E-01
   0.550   0.000   0.650    0.65931E-01   0.59723E+00   0.51573E-01
   0.550   0.000   0.675    0.12626E+00   0.62064E+00   0.10119E+00
   0.550   0.000   0.700    0.21430E+00   0.59473E+00   0.24404E+00
   0.550   0.000   0.725    0.30808E+00   0.35549E+00   0.60364E+00
   0.550   0.000   0.750    0.33560E+00   0.41878E-02   0.10000E+01
   0.550   0.000   0.775    0.32603E+00   0.73546E-05   0.10000E+01
   0.550   0.000   0.800    0.32208E+00   0.23846E-07   0.10000E+01
   0.550   0.000   0.825    0.31632E+00   0.00000E+00   0.10000E+01
   0.550   0.000   0.850    0.31939E+00   0.00000E+00   0.10000E+01
   0.550   0.000   0.900    0.33019E+00   0.00000E+00   0.10000E+01
   0.550   0.000   0.950    0.34040E+00   0.00000E+00   0.10000E+01
   0.550   0.000   1.000    0.35079E+00   0.00000E+00   0.10000E+01
   0.605   0.000   0.000    0.18098E-01   0.44958E+00   0.48299E-03
   0.605   0.000   0.050    0.18419E-01   0.45437E+00   0.85663E-03
   0.605   0.000   0.100    0.18630E-01   0.45846E+00   0.25498E-03
   0.605   0.000   0.150    0.18883E-01   0.46346E+00   0.17354E-02
   0.605   0.000   0.200    0.19018E-01   0.47021E+00   0.79453E-02
   0.605   0.000   0.250    0.19110E-01   0.47681E+00   0.40290E-02
   0.605   0.000   0.300    0.19225E-01   0.48179E+00   0.14992E-01
   0.605   0.000   0.350    0.19336E-01   0.48905E+00   0.12386E-01
   0.605   0.000   0.400    0.19430E-01   0.50269E+00   0.56357E-02
   0.605   0.000   0.425    0.19473E-01   0.50533E+00   0.96428E-02
   0.605   0.000   0.450    0.19774E-01   0.50591E+00   0.15466E-01
   0.605   0.000   0.475    0.20501E-01   0.51034E+00   0.19383E-01
   0.605   0.000   0.500    0.21476E-01   0.51770E+00   0.30760E-01
   0.605   0.000   0.525    0.22609E-01   0.52268E+00   0.90366E-01
   0.605   0.000   0.550    0.25565E-01   0.53266E+00   0.97268E-01
   0.605   0.000   0.575    0.29519E-01   0.52800E+00   0.48136E-01
   0.605   0.000   0.600    0.34943E-01   0.51234E+00   0.38242E-01
   0.605   0.000   0.625    0.45336E-01   0.50386E+00   0.58421E-01
   0.605   0.000   0.650    0.61645E-01   0.49252E+00   0.94317E-01
   0.605   0.000   0.675    0.86348E-01   0.45277E+00   0.18537E+00
   0.605   0.000   0.700    0.13301E+00   0.36001E+00   0.40673E+00
   0.605   0.000   0.725    0.19348E+00   0.14808E+00   0.83736E+00
   0.605   0.000   0.750    0.24462E+00   0.43357E-02   0.10000E+01
   0.605   0.000   0.775    0.27233E+00   0.72995E-05   0.10000E+01
   0.605   0.000   0.800    0.28664E+00   0.33442E-07   0.10000E+01
   0.605   0.000   0.825    0.29278E+00   0.00000E+00   0.10000E+01
   0.605   0.000   0.850    0.29619E+00   0.00000E+00   0.10000E+01
   0.605   0.000   0.900    0.31669E+00   0.00000E+00   0.10000E+01
   0.605   0.000   0.950    0.32852E+00   0.00000E+00   0.10000E+01
   0.605   0.000   1.000    0.33701E+00   0.00000E+00   0.10000E+01
   0.660   0.000   0.000    0.18336E-01   0.45502E+00   0.97156E-03
   0.660   0.000   0.050    0.18555E-01   0.45965E+00   0.40347E-03
   0.660   0.000   0.100    0.19004E-01   0.46481E+00   0.45174E-03
   0.660   0.000   0.150    0.19215E-01   0.47134E+00   0.10751E-01
   0.660   0.000   0.200    0.19363E-01   0.47824E+00   0.44937E-02
   0.660   0.000   0.250    0.19462E-01   0.48457E+00   0.61686E-02
   0.660   0.000   0.300    0.19529E-01   0.49186E+00   0.16864E-01
   0.660   0.000   0.350    0.19613E-01   0.50269E+00   0.70460E-02
   0.660   0.000   0.400    0.19699E-01   0.51006E+00   0.11416E-01
   0.660   0.000   0.425    0.19746E-01   0.50879E+00   0.16666E-01
   0.660   0.000   0.450    0.20169E-01   0.50972E+00   0.20583E-01
   0.660   0.000   0.475    0.21088E-01   0.51175E+00   0.40608E-01
   0.660   0.000   0.500    0.22274E-01   0.50962E+00   0.10702E+00
   0.660   0.000   0.525    0.25296E-01   0.51154E+00   0.81581E-01
   0.660   0.000   0.550    0.29303E-01   0.50556E+00   0.41541E-01
   0.660   0.000   0.575    0.34641E-01   0.48368E+00   0.41703E-01
   0.660   0.000   0.600    0.42951E-01   0.45972E+00   0.65720E-01
   0.660   0.000   0.625    0.55339E-01   0.43329E+00   0.11164E+00
   0.660   0.000   0.650    0.72457E-01   0.36981E+00   0.22604E+00
   0.660   0.000   0.675    0.94316E-01   0.26678E+00   0.50839E+00
   0.660   0.000   0.700    0.12544E+00   0.15303E+00   0.87857E+00
   0.660   0.000   0.725    0.16824E+00   0.51408E-01   0.98547E+00
   0.660   0.000   0.750    0.21302E+00   0.51502E-02   0.10000E+01
   0.660   0.000   0.775    0.25226E+00   0.81092E-05   0.10000E+01
   0.660   0.000   0.800    0.28169E+00   0.46914E-07   0.10000E+01
   0.660   0.000   0.825    0.29974E+00   0.00000E+00   0.10000E+01
   0.660   0.000   0.850    0.30708E+00   0.00000E+00   0.10000E+01
   0.660   0.000   0.900    0.32514E+00   0.00000E+00   0.10000E+01
   0.660   0.000   0.950    0.33751E+00   0.00000E+00   0.10000E+01
   0.660   0.000   1.000    0.34323E+00   0.00000E+00   0.10000E+01
   0.715   0.000   0.000    0.18806E-01   0.46701E+00   0.66172E-03
   0.715   0.000   0.050    0.19217E-01   0.47266E+00   0.25069E-03
   0.715   0.000   0.100    0.19422E-01   0.47935E+00   0.53503E-02
   0.715   0.000   0.150    0.19632E-01   0.48632E+00   0.55952E-02
   0.715   0.000   0.200    0.19749E-01   0.49262E+00   0.38520E-02
   0.715   0.000   0.250    0.19833E-01   0.49970E+00   0.20465E-01
   0.715   0.000   0.300    0.19882E-01   0.51074E+00   0.10288E-01
   0.715   0.000   0.350    0.19916E-01   0.52316E+00   0.70063E-02
   0.715   0.000   0.400    0.19997E-01   0.52588E+00   0.17771E-01
   0.715   0.000   0.425    0.20032E-01   0.52627E+00   0.22599E-01
   0.715   0.000   0.450    0.20661E-01   0.52733E+00   0.55662E-01
   0.715   0.000   0.475    0.21884E-01   0.52535E+00   0.11285E+00
   0.715   0.000   0.500    0.25487E-01   0.52868E+00   0.66822E-01
   0.715   0.000   0.525    0.30036E-01   0.52811E+00   0.37950E-01
   0.715   0.000   0.550    0.36306E-01   0.50954E+00   0.47067E-01
   0.715   0.000   0.575    0.45900E-01   0.48393E+00   0.74136E-01
   0.715   0.000   0.600    0.59148E-01   0.45379E+00   0.13392E+00
   0.715   0.000   0.625    0.76368E-01   0.39989E+00   0.27802E+00
   0.715   0.000   0.650    0.98710E-01   0.35750E+00   0.60334E+00
   0.715   0.000   0.675    0.13307E+00   0.35312E+00   0.79373E+00
   0.715   0.000   0.700    0.18848E+00   0.24869E+00   0.84777E+00
   0.715   0.000   0.725    0.22156E+00   0.58608E-01   0.10000E+01
   0.715   0.000   0.750    0.24394E+00   0.13875E-01   0.10000E+01
   0.715   0.000   0.775    0.27234E+00   0.98936E-05   0.10000E+01
   0.715   0.000   0.800    0.30338E+00   0.65837E-07   0.10000E+01
   0.715   0.000   0.825    0.32038E+00   0.00000E+00   0.10000E+01
   0.715   0.000   0.850    0.32951E+00   0.00000E+00   0.10000E+01
   0.715   0.000   0.900    0.33970E+00   0.00000E+00   0.10000E+01
   0.715   0.000   0.950    0.35017E+00   0.00000E+00   0.10000E+01
   0.715   0.000   1.000    0.35505E+00   0.00000E+00   0.10000E+01
   0.770   0.000   0.000    0.20535E-01   0.51038E+00   0.27818E-03
   0.770   0.000   0.050    0.20244E-01   0.51835E+00   0.11522E-02
   0.770   0.000   0.100    0.20229E-01   0.52663E+00   0.90196E-02
   0.770   0.000   0.150    0.20261E-01   0.53410E+00   0.41771E-02
   0.770   0.000   0.200    0.20339E-01   0.54178E+00   0.12155E-01
   0.770   0.000   0.250    0.20365E-01   0.55301E+00   0.13237E-01
   0.770   0.000   0.300    0.20386E-01   0.56897E+00   0.56728E-02
   0.770   0.000   0.350    0.20418E-01   0.58405E+00   0.14542E-01
   0.770   0.000   0.400    0.20433E-01   0.59270E+00   0.26371E-01
   0.770   0.000   0.425    0.20450E-01   0.59799E+00   0.75582E-01
   0.770   0.000   0.450    0.21483E-01   0.60206E+00   0.10660E+00
   0.770   0.000   0.475    0.26303E-01   0.61487E+00   0.54699E-01
   0.770   0.000   0.500    0.32732E-01   0.62876E+00   0.37181E-01
   0.770   0.000   0.525    0.41059E-01   0.62754E+00   0.50054E-01
   0.770   0.000   0.550    0.62177E-01   0.62124E+00   0.70103E-01
   0.770   0.000   0.575    0.88010E-01   0.62203E+00   0.12629E+00
   0.770   0.000   0.600    0.12211E+00   0.66899E+00   0.26521E+00
   0.770   0.000   0.625    0.15891E+00   0.71757E+00   0.54070E+00
   0.770   0.000   0.650    0.19360E+00   0.73554E+00   0.54936E+00
   0.770   0.000   0.675    0.23783E+00   0.74377E+00   0.48842E+00
   0.770   0.000   0.700    0.29181E+00   0.70588E+00   0.52943E+00
   0.770   0.000   0.725    0.34896E+00   0.61380E+00   0.44687E+00
   0.770   0.000   0.750    0.39408E+00   0.37537E+00   0.58757E+00
   0.770   0.000   0.775    0.38936E+00   0.12885E-04   0.10000E+01
   0.770   0.000   0.800    0.37027E+00   0.92426E-07   0.10000E+01
   0.770   0.000   0.825    0.37759E+00   0.00000E+00   0.10000E+01
   0.770   0.000   0.850    0.38117E+00   0.00000E+00   0.10000E+01
   0.770   0.000   0.900    0.38061E+00   0.00000E+00   0.10000E+01
   0.770   0.000   0.950    0.38454E+00   0.00000E+00   0.10000E+01
   0.770   0.000   1.000    0.38680E+00   0.00000E+00   0.10000E+01
   0.825   0.000   0.000    0.21104E-01   0.52447E+00   0.36017E-03
   0.825   0.000   0.050    0.21020E-01   0.53451E+00   0.10121E-01
   0.825   0.000   0.100    0.20816E-01   0.54364E+00   0.46337E-02
   0.825   0.000   0.150    0.20763E-01   0.55214E+00   0.50661E-02
   0.825   0.000   0.200    0.20733E-01   0.56310E+00   0.18405E-01
   0.825   0.000   0.250    0.20749E-01   0.57934E+00   0.78607E-02
   0.825   0.000   0.300    0.20765E-01   0.59880E+00   0.10175E-01
   0.825   0.000   0.350    0.20767E-01   0.61631E+00   0.19695E-01
   0.825   0.000   0.400    0.20753E-01   0.63308E+00   0.96116E-01
   0.825   0.000   0.425    0.20750E-01   0.64297E+00   0.88309E-01
   0.825   0.000   0.450    0.29707E-01   0.66052E+00   0.39082E-01
   0.825   0.000   0.475    0.46996E-01   0.68455E+00   0.29997E-01
   0.825   0.000   0.500    0.67062E-01   0.70757E+00   0.38341E-01
   0.825   0.000   0.525    0.87349E-01   0.73772E+00   0.47149E-01
   0.825   0.000   0.550    0.11377E+00   0.81822E+00   0.77559E-01
   0.825   0.000   0.575    0.15112E+00   0.92397E+00   0.15443E+00
   0.825   0.000   0.600    0.20190E+00   0.99975E+00   0.26349E+00
   0.825   0.000   0.625    0.24993E+00   0.98223E+00   0.23082E+00
   0.825   0.000   0.650    0.28872E+00   0.94845E+00   0.20321E+00
   0.825   0.000   0.675    0.32949E+00   0.87613E+00   0.17641E+00
   0.825   0.000   0.700    0.36310E+00   0.76438E+00   0.11038E+00
   0.825   0.000   0.725    0.40558E+00   0.69650E+00   0.11617E+00
   0.825   0.000   0.750    0.47650E+00   0.51634E+00   0.39042E+00
   0.825   0.000   0.775    0.48464E+00   0.17470E-04   0.10000E+01
   0.825   0.000   0.800    0.44775E+00   0.12980E-06   0.10000E+01
   0.825   0.000   0.825    0.42803E+00   0.00000E+00   0.10000E+01
   0.825   0.000   0.850    0.42102E+00   0.00000E+00   0.10000E+01
   0.825   0.000   0.900    0.40541E+00   0.00000E+00   0.10000E+01
   0.825   0.000   0.950    0.40103E+00   0.00000E+00   0.10000E+01
   0.825   0.000   1.000    0.40044E+00   0.00000E+00   0.10000E+01
   0.880   0.000   0.000    0.21592E-01   0.53323E+00   0.37120E-02
   0.880   0.000   0.050    0.21509E-01   0.54408E+00   0.62545E-02
   0.880   0.000   0.100    0.21408E-01   0.55382E+00   0.38302E-02
   0.880   0.000   0.150    0.21224E-01   0.56453E+00   0.19375E-01
   0.880   0.000   0.200    0.21145E-01   0.57929E+00   0.11023E-01
   0.880   0.000   0.250    0.21130E-01   0.59820E+00   0.62860E-02
   0.880   0.000   0.300    0.21136E-01   0.61741E+00   0.17007E-01
   0.880   0.000   0.350    0.21100E-01   0.63540E+00   0.44531E-01
   0.880   0.000   0.400    0.21078E-01   0.65383E+00   0.70623E-01
   0.880   0.000   0.425    0.21073E-01   0.66360E+00   0.27855E-01
   0.880   0.000   0.450    0.34993E-01   0.67159E+00   0.21072E-01
   0.880   0.000   0.475    0.52445E-01   0.69468E+00   0.23316E-01
   0.880   0.000   0.500    0.68878E-01   0.74123E+00   0.28358E-01
   0.880   0.000   0.525    0.86398E-01   0.80877E+00   0.45170E-01
   0.880   0.000   0.550    0.11054E+00   0.88382E+00   0.83476E-01
   0.880   0.000   0.575    0.14525E+00   0.90658E+00   0.10443E+00
   0.880   0.000   0.600    0.19110E+00   0.88243E+00   0.75553E-01
   0.880   0.000   0.625    0.24123E+00   0.83152E+00   0.64557E-01
   0.880   0.000   0.650    0.28741E+00   0.75151E+00   0.45175E-01
   0.880   0.000   0.675    0.32964E+00   0.67440E+00   0.27129E-01
   0.880   0.000   0.700    0.36653E+00   0.62398E+00   0.35124E-01
   0.880   0.000   0.725    0.39935E+00   0.58341E+00   0.11580E+00
   0.880   0.000   0.750    0.45793E+00   0.37659E+00   0.55250E+00
   0.880   0.000   0.775    0.48856E+00   0.24249E-04   0.10000E+01
   0.880   0.000   0.800    0.47842E+00   0.18237E-06   0.10000E+01
   0.880   0.000   0.825    0.45464E+00   0.00000E+00   0.10000E+01
   0.880   0.000   0.850    0.44093E+00   0.00000E+00   0.10000E+01
   0.880   0.000   0.900    0.41774E+00   0.00000E+00   0.10000E+01
   0.880   0.000   0.950    0.40396E+00   0.00000E+00   0.10000E+01
   0.880   0.000   1.000    0.40152E+00   0.00000E+00   0.10000E+01
   0.935   0.000   0.000    0.21966E-01   0.53623E+00   0.10024E-01
   0.935   0.000   0.050    0.21911E-01   0.54674E+00   0.43051E-02
   0.935   0.000   0.100    0.21790E-01   0.55762E+00   0.95746E-02
   0.935   0.000   0.150    0.21669E-01   0.57125E+00   0.14294E-01
   0.935   0.000   0.200    0.21558E-01   0.58824E+00   0.59583E-02
   0.935   0.000   0.250    0.21510E-01   0.60613E+00   0.13532E-01
   0.935   0.000   0.300    0.21455E-01   0.62276E+00   0.23489E-01
   0.935   0.000   0.350    0.21432E-01   0.63689E+00   0.11073E+00
   0.935   0.000   0.400    0.21401E-01   0.65159E+00   0.23127E-01
   0.935   0.000   0.425    0.21384E-01   0.64971E+00   0.18796E-01
   0.935   0.000   0.450    0.23523E-01   0.67256E+00   0.18880E-01
   0.935   0.000   0.475    0.31477E-01   0.70870E+00   0.24767E-01
   0.935   0.000   0.500    0.39678E-01   0.75133E+00   0.40567E-01
   0.935   0.000   0.525    0.48639E-01   0.76983E+00   0.70693E-01
   0.935   0.000   0.550    0.60675E-01   0.76506E+00   0.64758E-01
   0.935   0.000   0.575    0.87448E-01   0.73409E+00   0.38300E-01
   0.935   0.000   0.600    0.13146E+00   0.69148E+00   0.26815E-01
   0.935   0.000   0.625    0.17937E+00   0.64969E+00   0.14157E-01
   0.935   0.000   0.650    0.22760E+00   0.62662E+00   0.79530E-02
   0.935   0.000   0.675    0.27798E+00   0.63006E+00   0.12224E-01
   0.935   0.000   0.700    0.33565E+00   0.65708E+00   0.54736E-01
   0.935   0.000   0.725    0.40091E+00   0.64776E+00   0.24274E+00
   0.935   0.000   0.750    0.47420E+00   0.37310E+00   0.60595E+00
   0.935   0.000   0.775    0.49955E+00   0.34119E-04   0.10000E+01
   0.935   0.000   0.800    0.49520E+00   0.25633E-06   0.10000E+01
   0.935   0.000   0.825    0.47860E+00   0.00000E+00   0.10000E+01
   0.935   0.000   0.850    0.45764E+00   0.00000E+00   0.10000E+01
   0.935   0.000   0.900    0.43480E+00   0.00000E+00   0.10000E+01
   0.935   0.000   0.950    0.41332E+00   0.00000E+00   0.10000E+01
   0.935   0.000   1.000    0.40435E+00   0.00000E+00   0.10000E+01
   0.990   0.000   0.000    0.22339E-01   0.55069E+00   0.48488E-02
   0.990   0.000   0.050    0.22213E-01   0.56147E+00   0.43737E-02
   0.990   0.000   0.100    0.22100E-01   0.57492E+00   0.19737E-01
   0.990   0.000   0.150    0.22051E-01   0.59160E+00   0.87490E-02
   0.990   0.000   0.200    0.21988E-01   0.60930E+00   0.89377E-02
   0.990   0.000   0.250    0.21861E-01   0.62504E+00   0.18997E-01
   0.990   0.000   0.300    0.21795E-01   0.63555E+00   0.81969E-01
   0.990   0.000   0.350    0.21749E-01   0.64101E+00   0.42035E-01
   0.990   0.000   0.400    0.21718E-01   0.65077E+00   0.18847E-01
   0.990   0.000   0.425    0.21705E-01   0.66698E+00   0.19527E-01
   0.990   0.000   0.450    0.22978E-01   0.68864E+00   0.27910E-01
   0.990   0.000   0.475    0.25212E-01   0.70919E+00   0.47742E-01
   0.990   0.000   0.500    0.31262E-01   0.71648E+00   0.75495E-01
   0.990   0.000   0.525    0.37544E-01   0.70869E+00   0.53869E-01
   0.990   0.000   0.550    0.51702E-01   0.67855E+00   0.27811E-01
   0.990   0.000   0.575    0.79739E-01   0.64496E+00   0.14777E-01
   0.990   0.000   0.600    0.11621E+00   0.62440E+00   0.60625E-02
   0.990   0.000   0.625    0.15684E+00   0.62436E+00   0.35227E-02
   0.990   0.000   0.650    0.20107E+00   0.65011E+00   0.58375E-02
   0.990   0.000   0.675    0.25460E+00   0.70797E+00   0.23392E-01
   0.990   0.000   0.700    0.32251E+00   0.78050E+00   0.70777E-01
   0.990   0.000   0.725    0.41125E+00   0.77089E+00   0.12612E+00
   0.990   0.000   0.750    0.51653E+00   0.55659E+00   0.37373E+00
   0.990   0.000   0.775    0.53426E+00   0.48411E-04   0.10000E+01
   0.990   0.000   0.800    0.51045E+00   0.36046E-06   0.10000E+01
   0.990   0.000   0.825    0.49530E+00   0.00000E+00   0.10000E+01
   0.990   0.000   0.850    0.47799E+00   0.00000E+00   0.10000E+01
   0.990   0.000   0.900    0.45472E+00   0.00000E+00   0.10000E+01
   0.990   0.000   0.950    0.43470E+00   0.00000E+00   0.10000E+01
   0.990   0.000   1.000    0.41735E+00   0.00000E+00   0.10000E+01
   1.045   0.000   0.000    0.22389E-01   0.55287E+00   0.39135E-02
   1.045   0.000   0.050    0.22357E-01   0.56494E+00   0.17277E-01
   1.045   0.000   0.100    0.22371E-01   0.58103E+00   0.11744E-01
   1.045   0.000   0.150    0.22351E-01   0.59911E+00   0.58204E-02
   1.045   0.000   0.200    0.22278E-01   0.61518E+00   0.16196E-01
   1.045   0.000   0.250    0.22198E-01   0.62345E+00   0.36060E-01
   1.045   0.000   0.300    0.22094E-01   0.62160E+00   0.82995E-01
   1.045   0.000   0.350    0.22028E-01   0.62329E+00   0.19151E-01
   1.045   0.000   0.400    0.21996E-01   0.63859E+00   0.20870E-01
   1.045   0.000   0.425    0.21994E-01   0.64982E+00   0.31755E-01
   1.045   0.000   0.450    0.22778E-01   0.65760E+00   0.56320E-01
   1.045   0.000   0.475    0.24461E-01   0.65546E+00   0.75165E-01
   1.045   0.000   0.500    0.26562E-01   0.64209E+00   0.44380E-01
   1.045   0.000   0.525    0.31807E-01   0.61035E+00   0.21359E-01
   1.045   0.000   0.550    0.44571E-01   0.57517E+00   0.85136E-02
   1.045   0.000   0.575    0.67750E-01   0.55382E+00   0.28152E-02
   1.045   0.000   0.600    0.99617E-01   0.54955E+00   0.17578E-02
   1.045   0.000   0.625    0.13839E+00   0.56188E+00   0.31146E-02
   1.045   0.000   0.650    0.18463E+00   0.59012E+00   0.10327E-01
   1.045   0.000   0.675    0.23680E+00   0.62660E+00   0.18983E-01
   1.045   0.000   0.700    0.29390E+00   0.63308E+00   0.24825E-01
   1.045   0.000   0.725    0.35996E+00   0.62958E+00   0.62494E-01
   1.045   0.000   0.750    0.45163E+00   0.48704E+00   0.40444E+00
   1.045   0.000   0.775    0.48701E+00   0.69100E-04   0.10000E+01
   1.045   0.000   0.800    0.47348E+00   0.50714E-06   0.10000E+01
   1.045   0.000   0.825    0.46661E+00   0.00000E+00   0.10000E+01
   1.045   0.000   0.850    0.46229E+00   0.00000E+00   0.10000E+01
   1.045   0.000   0.900    0.44715E+00   0.00000E+00   0.10000E+01
   1.045   0.000   0.950    0.43498E+00   0.00000E+00   0.10000E+01
   1.045   0.000   1.000    0.41990E+00   0.00000E+00   0.10000E+01
   1.100   0.000   0.000    0.22328E-01   0.54775E+00   0.74993E-02
   1.100   0.000   0.050    0.22547E-01   0.56218E+00   0.15596E-01
   1.100   0.000   0.100    0.22627E-01   0.58030E+00   0.64655E-02
   1.100   0.000   0.150    0.22586E-01   0.59763E+00   0.12426E-01
   1.100   0.000   0.200    0.22534E-01   0.60644E+00   0.21639E-01
   1.100   0.000   0.250    0.22474E-01   0.60160E+00   0.11141E+00
   1.100   0.000   0.300    0.22387E-01   0.59614E+00   0.26196E-01
   1.100   0.000   0.350    0.22304E-01   0.60289E+00   0.18732E-01
   1.100   0.000   0.400    0.22280E-01   0.60688E+00   0.36503E-01
   1.100   0.000   0.425    0.22201E-01   0.60722E+00   0.65222E-01
   1.100   0.000   0.450    0.22696E-01   0.60132E+00   0.69720E-01
   1.100   0.000   0.475    0.24020E-01   0.58748E+00   0.36314E-01
   1.100   0.000   0.500    0.25766E-01   0.55784E+00   0.17158E-01
   1.100   0.000   0.525    0.27851E-01   0.51855E+00   0.58086E-02
