Residual_heat_flux,Residual_shortwave,Residual_longwave,Residual_temp,Residual_GH_200hPa,Residual_GH_500hPa,Residual_GH_850hPa,Residual_SLP,Residual_tot_precip,Residual_RH,Residual_temp_2m,Residual_u10m,Residual_v10m,Residual_windspeed_10m,Residual_sea_ice,Residual_cloud_cover,Residual_cloud_water
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0.6591978652076058,0.03407594447287465,2.8550764108942843,0.8479807879931105,51.0404476143819,62.414603006830674,47.348633714518,5.739176490130548,-0.019747301181329863,-2.448828925206695,0.9561867867598276,-0.2116071021152444,-0.13830086529882474,0.18690298430519006,-268579.9747150978,0.04823220083387225,-0.07355594279808741
2.5668697458784795,-0.27225121418814524,8.018846337771222,1.7296428571663274,16.87418567838216,31.310501838925692,0.6332457976218535,-1.3601073510875017,-0.008113911568020521,-1.4820729023203263,2.1183124410271343,0.7878090944549283,0.2893511610055155,0.18643569207720234,-18557.546296294317,0.2499517559027904,2.0573205064955817
0.7518546519930336,0.9566878035396726,2.6842803602145158,0.2650984914608534,29.35215024553901,27.810847382836556,24.577969139174737,2.962134079716072,-0.10542691079761836,1.002646482361879,0.6150631932487229,-0.08047975468203797,0.02889267764557125,-0.240049648836252,-30189.483262106776,1.5257503586411207,-2.7804786305706486
-2.240062611839514,1.4046526889905024,-2.630197278575768,-0.22974586994729276,18.306299104262788,-3.1554795112043763,0.5815361650051747,0.4058401799370741,-0.0063801243201300215,0.7982683674902131,-0.5584183168298482,0.20855619247542892,0.08349678429269239,0.15261567281142055,35042.6267806259,0.2036827994257986,-1.6722569145665496
-0.6434214766435131,-3.599604993358952,4.171906726080486,0.32665854027680963,30.33119385709369,22.037298966205803,17.481149844446453,1.9191127882624697,-0.046898043462702634,-0.8429663801436074,0.4762492846515282,-0.505395487951394,-0.18161462886471927,0.044574056318936295,-33937.887108261464,0.9793578638289536,2.015233362147876
-0.056138518555528094,3.6958395373196993,-1.2228425143477109,-0.07542089607942337,-9.915394936099801,-20.346108347012827,-15.329105289821156,-2.0641521843290573,-0.0008008765275909213,0.34905545441616503,0.09486546291173603,0.4399506436570211,0.2018670563698197,-0.01397119992951268,-204890.96830484283,-1.6373800555459461,-2.7642572631915208
0.27682667879314593,-6.285752080427983,0.913775391134692,-0.6047719881417599,-30.667088446382703,-12.401313472681466,-0.6501411941788078,0.0883495083056085,0.003682680601190147,0.8646891894740967,-0.12257352648326147,-0.32977204591897524,-0.15299941077150025,-0.17574619038614758,155814.30626780586,2.257310275644462,3.8421781246736226
-2.5210299176318687,4.466985940400336,-1.5818261176740975,-0.037285340759209966,-2.7948979709290143,5.752031242204254,8.072520451189497,0.8200368497654802,-0.04738114884791761,-1.2179312462593526,0.24517069513965065,0.4149531357227833,0.13174485486656967,0.13382072081887642,348823.77314814826,-2.6428302260105707,-5.201514029747365
