eof_ts-msl-12,eof_ts-msl-13,eof_ts-msl-14,eof_ts-msl-15,eof_ts-msl-16,eof_ts-msl-17,eof_ts-msl-19,eof_ts-msl-20,eof_ts-msl-21,eof_ts-msl-22,eof_ts-msl-26,eof_ts-msl-28,eof_ts-msl-4,eof_ts-msl-5,eof_ts-msl-6,eof_ts-si10-10,eof_ts-si10-11,eof_ts-si10-12,eof_ts-si10-14,eof_ts-si10-16,eof_ts-si10-19,eof_ts-si10-2,eof_ts-si10-26,eof_ts-si10-28,eof_ts-si10-7,eof_ts-si10-8,eof_ts-sst-12,eof_ts-sst-14,eof_ts-sst-15,eof_ts-sst-16,eof_ts-sst-17,eof_ts-sst-19,eof_ts-sst-2,eof_ts-sst-21,eof_ts-sst-22,eof_ts-sst-27,eof_ts-sst-7,eof_ts-t2m-10,eof_ts-t2m-11,eof_ts-t2m-12,eof_ts-t2m-14,eof_ts-t2m-15,eof_ts-t2m-16,eof_ts-t2m-17,eof_ts-t2m-18,eof_ts-t2m-19,eof_ts-t2m-20,eof_ts-t2m-21,eof_ts-t2m-22,eof_ts-t2m-23,eof_ts-t2m-24,eof_ts-t2m-25,eof_ts-t2m-26,eof_ts-t2m-27,eof_ts-t2m-28,eof_ts-t2m-29,eof_ts-t2m-6,eof_ts-t2m-7,eof_ts-t2m-8,eof_ts-t2m-9
0.5798076,-0.01415014,1.43619,0.8039513,0.07236592,0.476006,-0.08402625,0.1277756,0.2622388,0.2333486,-0.5515429,-0.9429286,-0.6275498,0.9290435,-0.5199934,-0.2758349,-0.04410041,-0.4284491,-0.3041643,-0.8146402,0.01089107,-0.7289484,-0.366137,0.2981943,-0.08023924,0.4141173,-0.1613755,0.431556,0.6894276,0.336929,0.9764516,0.7450277,0.9746643,-0.6357119,-0.1190284,-1.134804,0.2950972,-0.3036126,0.9074069,0.425443,-0.6992565,-0.008593298,0.1614345,-0.4160466,-0.3341246,0.2440228,1.306765,-0.1393609,0.3170448,0.2628427,-0.3758566,-0.04523345,-0.4313307,-0.2899399,-0.1919691,0.02691291,-0.215816,-0.5593032,1.6362,0.342261
-0.2762709,-0.05381696,1.511361,0.6157211,0.9180704,0.8376714,0.3895033,0.183804,0.2646215,-1.038968,0.2652228,0.1753736,-0.294696,0.1059063,-0.2172883,-0.4748927,-0.3369286,0.1502099,0.1177315,0.145448,-0.1424976,-0.06159538,0.8760661,-0.6269101,0.9728299,-0.1004719,0.4323601,0.4604822,0.6354961,-0.9093804,0.5356004,0.431143,0.5070723,0.09573891,0.9384326,-0.8735089,-0.6297189,-0.8877367,-0.2886777,-0.473305,0.4013883,0.5344681,-0.4764848,0.4492037,0.2492543,-0.4021941,1.109699,0.4143882,-0.1288139,-0.471064,-1.009656,-0.634633,0.1978843,0.5184504,0.5476839,-0.5085918,0.6342232,0.3577603,-0.05456945,-0.2937625
-2.40873,-0.6075302,0.5104399,-0.8148331,0.9996657,-1.327939,0.05883724,-1.980738,-1.893745,-0.9338412,-0.2717795,-0.370796,0.03734074,-0.3768379,-0.5350903,-0.9063784,-0.03857734,1.017256,1.920714,1.509267,0.4041055,0.640362,0.4293813,-0.9675956,0.7291146,-0.6213633,1.217861,-0.5009292,-0.1144305,-1.437177,-0.1493338,-0.2444926,-0.2258726,0.9551463,1.434717,-0.2087122,-1.499692,-1.223479,-1.148984,-1.30032,1.227218,1.179183,-1.236332,1.123084,1.06465,-0.9191797,0.6734461,1.081322,-1.08427,-1.015752,-1.158937,-0.8979483,0.8665743,1.108738,1.182411,-0.9810533,1.122635,1.135626,-0.9698037,-1.181073
-0.6468748,-1.054266,-0.1708937,0.2987592,0.5910614,-0.2969084,-0.8687735,-1.239184,0.754765,-0.04667857,-1.185644,-0.5433673,-0.3800047,-1.080132,-1.092632,-1.196944,-0.9721515,1.563204,1.151602,1.615336,-1.235311,1.252163,1.180643,-1.307423,1.130298,-0.2883687,1.321721,-0.8649578,-1.308575,-2.065253,-1.212388,-1.208463,-1.107002,1.450053,0.889882,0.9666022,-1.516613,-1.275322,-1.301373,-1.189961,1.306801,1.309309,-1.337361,1.335917,1.24126,-1.331977,-0.00345691,1.423795,-1.116158,-1.276667,-0.7305377,-1.332266,1.579116,0.9549685,1.218498,-1.3412,1.303379,1.357397,0.3435831,-1.322219
0.7785746,-1.047079,0.01836173,-0.822176,-0.102646,-1.30351,-0.5235767,-0.6619875,0.7148127,-0.2046042,-1.197011,-0.6380397,0.6928023,1.816327,-0.886329,0.1803235,-2.528372,2.515934,2.075662,1.415618,-0.05552148,1.611986,1.038184,-1.669001,1.247983,0.2971957,1.317611,-1.10597,-1.890157,-1.50476,-1.762054,-1.800138,-1.629809,1.521413,-0.136019,1.494642,-1.159042,-0.8454129,-1.228562,-1.418137,1.196946,1.203743,-1.194864,1.264854,1.339186,-1.24516,-0.1610634,1.196049,-1.041099,-1.271818,-0.9989638,-1.250961,1.352385,1.289323,1.150725,-1.352737,1.156167,1.284429,1.182317,-1.234812
1.438584,-0.1845145,-0.5682458,-0.06134272,0.3435778,-0.435005,-0.6708308,0.4496116,0.008181342,1.460582,-0.2170689,-2.067995,0.1783758,2.188309,-0.3900402,0.3413931,-1.458111,0.7973102,1.401683,0.8898441,-0.2148574,1.211694,0.7015346,-0.07052743,1.014595,-0.2759422,1.314142,-1.346662,-1.966214,-0.9314411,-1.714899,-1.442193,-1.442212,0.9397554,0.1740161,0.8404987,-0.8473228,-0.2817948,-0.6853627,-0.9587783,0.6916713,0.61977,-0.7394699,0.7438264,0.5925242,-0.935458,-0.5532058,0.772966,-0.4143217,-0.8374112,0.04874646,-0.5760003,0.8708068,1.098845,0.7887769,-0.8906297,0.630393,0.7757295,1.377903,-0.7834553
-0.8148947,-0.1599846,-0.2370121,-0.3473469,0.2495051,-0.5397949,-2.679903,-0.6271757,0.5938957,0.3596191,0.2570487,-1.280733,0.349156,0.6510211,0.4432707,-0.6476588,0.4338654,0.2301151,0.4372364,-0.0232767,-0.6183932,0.6199435,-0.4406831,0.4109384,0.1507397,0.04192065,0.8837032,-1.00916,-1.352935,-0.3930649,-1.246224,-0.6028729,-0.7265283,0.04291788,0.9338186,0.1609534,-0.4821726,0.2633229,0.3019019,-0.2949488,-0.1366749,-0.03264678,-0.01621331,-0.02359679,-0.06558079,-0.2872802,-1.021998,0.1154023,0.2341554,-0.2578412,0.6839933,-0.1547492,-0.03563426,0.3723829,-0.1534764,-0.173175,-0.0335043,0.009858364,1.076304,-0.08156797
0.5360896,0.4592035,0.6408454,0.8358782,-0.1282504,0.1512618,0.5038699,0.7530278,-0.519247,-0.7176163,0.9449631,-1.001414,0.3980546,1.573231,-1.252011,-0.3736945,0.2775736,-0.6995807,0.06037147,-1.171991,0.9208093,-0.1022747,-0.8867337,-0.2759236,-0.7953198,0.1253058,0.264215,-0.3719584,-0.7853099,0.7110705,-0.751165,0.2941025,0.004745731,-0.8585576,1.385548,-0.6285456,-0.08142903,1.129629,0.4908628,0.3459997,-0.6805998,-0.8131937,0.7386565,-0.6485267,-0.7273194,0.6866471,-0.1244049,-0.6532214,0.805351,0.6707484,0.7759805,0.8725708,-0.8735582,-0.02628449,-0.5161141,0.7577807,-1.303569,-0.6623026,0.5197175,0.7612801
1.009434,1.733969,0.5069178,-0.2555071,-1.304364,0.4705135,0.6142954,0.01780478,-0.04756252,-0.4222202,-0.005895533,0.09938407,-0.1588335,0.7239907,0.6486326,0.6493807,0.8339546,-0.6478642,-0.6613553,-1.344281,2.246852,-0.9949241,-1.391223,-0.6099831,-1.687058,2.020231,0.006967404,0.1695757,-0.1631394,2.149274,0.1190313,0.7378229,0.5730078,-1.111614,0.5884665,-0.7866905,0.404476,1.466278,0.658504,1.069145,-0.9390894,-1.330572,1.188266,-1.044192,-1.178362,1.161779,-1.301442,-1.260884,1.301802,1.264664,1.683989,1.797282,-1.212422,-1.119117,-0.9284548,1.338025,-1.040887,-1.067019,0.2382124,1.304319
0.897285,-0.1485036,1.034855,0.6718066,-0.9362104,1.16518,1.471615,-0.2410149,0.2727276,-0.1570342,1.205245,1.035401,-1.195803,-0.4784658,0.514048,2.102223,0.3966186,-0.251231,-0.4761874,-0.7817907,1.596068,-1.317935,-0.8928127,-1.425294,-1.318134,2.865303,-0.2721554,1.24236,0.7456219,2.279623,0.7260142,0.8475477,0.9782795,-1.052821,0.2706785,-0.7094268,0.7063965,1.435027,1.440808,1.442228,-1.41508,-1.384245,1.469042,-1.343115,-1.403744,1.360958,0.549161,-1.452207,1.304983,1.446198,1.186831,1.676897,-1.516801,-1.834164,-1.237814,1.457661,-1.135895,-1.398245,0.5886763,1.416808
0.8597859,2.105268,0.8394536,1.157684,1.007236,0.8544054,1.75363,0.9118918,0.4491238,0.7675252,-0.8982062,0.3406316,-2.010648,-0.4613703,-0.2155486,0.580701,1.058833,-0.7990425,-1.042159,-0.4797685,1.506425,-1.195191,-0.8670436,-0.006427339,-1.619604,-0.2006319,-0.3985596,1.529839,1.164307,2.298768,1.081455,0.761606,1.157192,-0.8818685,-0.8910683,-0.5546677,0.8837776,1.299607,1.019519,1.422163,-1.101721,-1.323856,1.154925,-1.166168,-1.213855,1.0827,1.623181,-1.394587,1.239727,1.418014,0.6341125,1.199401,-1.49679,-1.381932,-1.292546,1.64654,-1.342812,-1.335898,0.8748448,1.402559
0.2012638,-0.7144063,0.6377663,1.099033,-0.9900758,0.8693098,-0.9539193,-0.2553258,1.644679,1.255964,0.3330004,0.352772,-1.537674,-0.4156489,-0.3891149,1.336586,0.5801036,0.4247142,0.3598967,-0.3966609,0.4027407,-1.496463,-1.301965,0.5059736,-0.6694189,2.266865,-0.3969576,1.3579,1.309452,1.409203,1.23245,0.7735353,1.175184,-0.7637002,-0.6167123,-0.3198657,0.788523,0.465419,1.394332,1.180657,-1.235654,-0.8402683,0.9236175,-1.162943,-0.9775435,0.6935002,2.038853,-0.9690205,1.195508,0.9760506,0.1878066,0.4716548,-0.9640791,-1.296907,-1.133414,1.018447,-0.86371,-1.133893,1.794968,0.7870026
0.04600795,-1.037069,0.0855666,1.003446,1.000665,0.8770118,1.019246,0.6976823,0.9686609,0.4511282,0.4242593,-0.9008791,-0.3976099,-0.07619417,-1.381572,-0.3930578,0.4021062,-0.01415281,0.2564629,0.3146482,-0.1349877,-0.7401706,-0.1976725,-0.2173134,0.665166,0.1062766,-0.3820829,1.231546,1.399021,0.5201955,1.176549,0.8256049,0.9977238,-0.5288473,0.3095175,-0.2360712,0.08827078,-0.2455914,0.622188,0.4048153,-0.5660839,-0.1221761,0.2526369,-0.3535317,-0.3637998,0.07214338,1.515755,-0.2937573,0.4532395,0.2330792,-0.2817818,0.1466956,-0.3792839,-0.2588378,0.01925541,0.2038117,-0.3778219,-0.5115471,1.137203,0.3002829
-1.691693,-0.8844904,1.044556,-0.1823327,0.3818025,0.3342025,-0.8126655,-0.03224523,-0.5483252,-1.726984,0.7627668,0.8059248,0.6083531,-1.817815,-0.5302345,-1.366417,0.1766429,0.2855991,0.6214217,0.3570821,-0.6345065,0.2792079,0.3155592,-0.7609677,1.299029,0.2748975,0.2502433,1.430897,1.141681,-0.02082219,0.6136058,0.5719208,0.5464483,0.01255117,1.554009,-0.07604879,-0.9251661,-0.995169,-0.4118672,-0.1153798,0.4024214,0.5581723,-0.5057729,0.4219567,0.3941975,-0.4388295,0.3388894,0.4574928,-0.721424,-0.4747595,-0.3360428,-0.5316499,0.1490482,0.4011426,0.5050846,-0.3902965,0.5147767,0.3954407,-1.602386,-0.3240966
0.7659009,-0.7038224,0.7009882,0.5725624,1.258303,1.390614,-0.1805825,0.98048,-0.2036952,0.5368615,-1.287269,0.7702699,-1.530882,-3.101504,-0.6355276,-0.2229711,-0.6371353,0.5303234,-0.5398061,0.9255983,0.3374525,0.5969343,0.8336958,-1.75718,1.09985,0.4258446,0.2975267,0.5368295,0.5445756,-1.132435,0.08467539,-0.16219,-0.1671041,0.8232033,1.871285,0.2090703,-1.827348,-1.342916,-1.094844,-0.6102046,1.106928,1.072773,-1.116476,0.9606553,0.8706765,-0.9962781,1.369482,0.9677132,-1.0604,-0.8723767,-1.006089,-1.088548,1.05142,0.8340094,1.095627,-0.8637369,1.006786,1.042615,-1.427442,-1.041584
-0.4119896,-1.228312,0.3493536,-0.006369987,1.12792,-0.1239636,-0.9980371,-0.7506222,0.6192649,-0.9925237,-1.283571,0.04290421,0.3454856,-1.380315,-1.35825,-1.250274,-0.802462,1.590907,0.7296824,1.717023,0.07696209,1.196944,1.121569,-2.379911,1.3838,-0.35405,0.3096474,-0.2722514,-0.386376,-0.2382967,-0.8152901,-1.026938,-0.9917785,1.33869,0.7760736,0.9732,-1.870613,-1.299537,-1.329018,-1.062563,1.357018,1.375299,-1.425179,1.298738,1.272038,-1.261533,0.703463,1.269926,-1.241655,-1.284006,-0.803083,-1.279754,1.403671,1.336421,1.185428,-1.349887,1.343645,1.355451,-0.6264865,-1.414266
-0.1590479,-1.007698,1.174946,0.914458,1.141305,-0.6439197,-0.004335671,1.724776,1.053571,0.5637909,-1.209919,-0.2470488,-0.7847742,-1.053342,-0.810523,-1.370386,-0.5724124,1.847229,1.684815,1.145434,-0.09087159,1.270638,1.449746,-0.9993577,0.6368185,-0.2226779,0.7444344,-0.5310075,-1.217268,0.1661713,-1.589885,-1.618265,-1.559649,1.442957,-0.05018866,1.680563,-1.615644,-1.005772,-1.123284,-0.9363493,1.168081,1.151666,-1.19114,1.227642,1.219995,-1.483518,-0.01623255,1.33521,-1.014105,-1.169796,-0.9339247,-1.198588,0.997908,1.262576,1.108136,-1.246324,1.131737,1.234732,0.1765698,-1.133862
-0.803451,-0.799363,-0.6706419,-0.295702,1.371647,-0.4142618,-0.8707039,-0.2077093,1.379736,0.8993521,0.2617557,-0.5770863,-0.03336959,-0.8959312,-0.9965143,-0.9944534,-0.5288622,0.7198109,0.7074477,1.053043,-0.0785483,1.25856,1.066368,-0.8510586,0.6103745,-0.3911345,0.5792159,-0.8753868,-0.9154217,0.9467681,-1.468886,-1.325949,-1.342289,0.9160419,-0.6280165,1.00527,-1.426687,-0.487658,-0.7274752,-0.4302,0.6937506,0.6144077,-0.6550953,0.7110352,0.7230988,-1.070498,0.06093257,0.7432172,-0.563087,-0.6898513,-0.1884978,-0.6278479,0.416268,1.054845,0.7117417,-0.8535953,0.5778798,0.6861492,1.216897,-0.5939444
-1.17847,-0.5875712,-0.2958672,0.5631973,-0.7454409,-0.5619724,-1.03748,0.405629,0.5546312,0.6833619,0.2276181,-0.7268996,-0.0009013178,1.093489,0.01940949,-0.6706861,0.2211668,-0.5025547,0.3525739,0.1477277,-0.9411195,0.6396058,-0.5122296,0.3467433,-0.4282407,0.3246424,0.2699812,-0.7270818,-0.3492922,1.079087,-0.8688926,-0.4275722,-0.6026801,-0.07223415,0.6390523,0.05812093,-1.127375,0.1013895,0.1604937,-0.181961,-0.1121491,-0.02246071,-0.04020274,-0.07794531,0.1077257,-0.4330162,-0.3395576,0.01692686,0.04095744,-0.1200235,0.4149338,-0.0531894,-0.3586003,0.3109944,-0.03486726,-0.1414521,0.1393751,0.02728642,0.9840553,-0.1326498
0.5130628,-0.8280921,0.1430582,0.01867342,-1.008981,-0.01432612,-1.058376,-0.3727578,0.7902455,-0.6339614,1.976188,-0.04868531,-0.08805504,-0.9375873,-0.2675104,-0.908331,0.5093534,-0.6060865,0.3969301,-0.3084258,0.555761,-0.1842364,-1.304834,-0.9559442,-0.6024169,2.126924,-0.4526552,-0.01084756,0.1722603,1.261222,0.002015523,0.4556053,0.1167456,-0.9501181,1.826194,-0.3921936,-0.6370447,0.8194507,0.612443,0.7311138,-0.773961,-0.7266794,0.7625286,-0.8662475,-0.7435468,0.5429341,0.1768853,-0.6571264,0.7580715,0.8016747,1.038973,0.7771633,-0.6752242,-0.7499021,-0.8632594,0.7005945,-1.037118,-0.6784281,0.4246974,0.468561
0.4105885,0.4294897,0.1795412,0.1143545,-0.8964995,0.8996695,-1.002995,-0.3368789,1.554356,0.04227211,-0.1951234,0.6876894,-0.9240206,-0.3736955,1.30005,0.6039013,0.5878301,-0.4797592,0.09146647,-0.5766591,1.415002,-1.022956,-1.715988,-1.583717,-0.9578833,1.89586,-0.7270576,0.3657437,0.4984247,1.365465,0.7416747,0.8190778,0.6236247,-1.193228,1.956758,-0.7030525,-0.07580587,1.171819,0.9639988,1.154089,-1.091676,-1.298455,1.280061,-1.154634,-1.146269,0.9985508,0.2427763,-1.24486,1.138125,1.08535,1.894637,1.085072,-1.217438,-1.301003,-1.240287,1.10864,-0.8878277,-1.144717,0.3116611,1.500865
1.22894,2.360207,-0.3757263,-0.008254836,0.4174637,0.3731978,-0.155498,0.08318302,-0.5588289,-0.06284276,-1.438145,1.89579,-0.7577186,0.3215973,1.943211,1.412879,0.3411154,-0.7480965,-0.3089054,-0.5975754,2.476582,-1.52704,-1.170276,-1.316698,-1.685682,0.3465852,-1.083937,0.883913,1.070397,1.11119,1.281722,0.9762923,1.069692,-1.35089,0.5310678,-0.983902,0.5372912,1.356795,0.9945461,1.126302,-1.101277,-1.259168,1.341373,-1.013754,-1.022402,1.10959,0.03438317,-1.201766,0.8697376,1.133393,0.76179,1.126613,-1.139275,-1.47359,-1.026747,1.186055,-0.8414015,-1.157846,-0.04446525,1.540022
0.3093938,2.230474,-0.4361488,0.2450074,-0.323802,0.3643055,0.5278935,-0.9610536,0.4072209,0.8178608,-0.1885029,0.8620523,-1.235652,-1.258386,0.09088405,0.6882304,1.074138,-0.9761869,0.4702912,-0.03106013,2.577381,-1.542313,-0.2852498,-0.681264,-0.6924554,0.2051572,-1.75716,1.299709,1.3783,1.284394,1.300176,0.8763275,1.255907,-1.122293,-0.6064049,-1.135207,0.9236918,0.8723958,1.329735,1.140166,-1.271144,-1.077879,1.1636,-1.120825,-1.015187,1.035064,0.1576409,-1.067245,0.9152175,1.029508,0.4594102,0.9767441,-0.9831779,-1.239532,-1.188127,0.9895937,-0.7090814,-1.238523,0.5539733,1.208451
0.3482842,0.05575041,0.3315133,0.8441408,0.5808487,0.9874884,1.269017,-0.6527531,0.8266405,0.3564532,-0.5929303,-0.5515951,-1.417214,-1.282816,-0.6496664,-0.2042667,1.564909,-1.679086,-0.7670636,-0.7222481,-0.0130072,-1.312034,-1.290588,0.1527515,-1.015637,-0.9863237,-1.969427,1.291437,1.315982,1.611131,1.380769,0.9879802,1.28852,-1.182662,-0.5179333,-1.239395,0.6609997,0.4935971,1.001525,1.040066,-1.022081,-0.8576394,0.8255704,-0.8739968,-0.8047371,0.48393,0.5503502,-0.716523,0.7169681,0.7589343,0.5371214,0.4262055,-0.6303518,-0.9733039,-0.8674141,0.7035839,-0.7685032,-0.9936305,1.879398,0.8513927
0.5889022,-0.4584364,0.1258598,0.7626631,0.340495,0.4947167,-0.9501786,-0.3305092,1.005397,-0.2822816,-1.718051,-0.1055162,0.554885,1.19392,0.3528231,-0.5656203,0.0478542,-0.1009428,0.1678121,-0.0006263729,-0.8364646,-0.9177714,-0.6165812,-0.4932617,0.7871352,-0.3668405,-1.384251,1.425962,1.279933,0.460384,1.382435,1.040622,1.129105,-0.9800165,0.5610951,-0.9136012,0.025537,-0.3650534,0.5201942,0.4425816,-0.4421067,-0.06872419,0.09840772,-0.2396462,-0.1345663,-0.1508205,0.187032,-0.004693441,0.1227501,0.007611838,0.1808192,-0.2393318,0.06007321,-0.4399084,-0.3917042,0.03690762,0.1004246,-0.3383217,1.210771,0.2998486
-0.8547494,-1.178092,0.2273286,-0.6627417,1.417657,0.104676,0.7563509,-0.158502,-0.1558571,-1.111473,-1.802227,-0.4831091,0.750122,1.430245,-0.02701564,-1.828414,-0.7704582,0.6656151,1.187595,0.8618246,-0.7311635,0.09283306,0.63927,-0.6033806,1.650952,-0.7514959,-0.3473236,1.581223,1.268165,-0.4610317,0.8735753,0.7307551,0.6793519,-0.3876995,1.559471,-0.8022258,-1.10561,-0.9821159,-0.5316233,-0.6498604,0.4551038,0.6915576,-0.52382,0.5369829,0.5018379,-0.6265032,1.691123,0.6012706,-0.6540797,-0.5186649,-0.7969874,-0.5463499,0.462172,0.3184172,0.6985356,-0.6200847,0.669597,0.4889449,-0.580092,-0.5672677
-0.5878363,-0.7853366,0.757889,-0.9191541,0.840983,-0.790208,0.5892305,-1.022631,-0.6181613,-1.896966,-0.165274,-0.09482098,0.9641986,-0.8641699,0.2353954,-1.260185,-0.7579466,1.120499,0.8585201,1.191312,0.3499488,0.6098243,0.7620489,-2.103678,1.608777,-0.1561341,0.3396479,1.074781,0.6976193,-1.043784,0.09715268,0.04723889,-0.03542762,0.4948946,1.225522,-0.5385965,-1.996428,-1.261037,-1.244225,-1.075837,1.308144,1.140419,-1.12159,1.229342,1.45615,-1.039778,1.90458,1.176815,-1.531315,-1.073858,-1.074333,-1.078182,1.065732,0.9383807,1.312749,-1.024232,1.245491,1.20761,-2.312181,-1.095111
-1.676187,-1.086989,1.382084,-0.308598,1.129678,-0.7039484,-0.5410163,-1.383878,1.290527,-1.645211,0.1557052,0.9579957,0.7591215,-2.069474,-0.9142088,-1.857339,-0.9948775,1.735587,1.231804,1.487063,-0.7133424,1.03109,1.42254,-2.239525,1.704061,-0.103093,0.8577356,-0.2190098,-0.2417584,-0.9945331,-0.6231111,-0.9204745,-0.8997694,1.416497,0.8949967,0.5914461,-2.144847,-1.406463,-1.539045,-1.189258,1.52999,1.44367,-1.465602,1.476791,1.603493,-1.32007,0.7596288,1.499673,-1.604017,-1.403846,-1.32944,-1.316958,1.525738,1.256062,1.435372,-1.373357,1.483263,1.489199,-2.75613,-1.50133
-1.455205,-0.559947,-0.9460458,-0.1295502,1.057633,-0.1299396,-0.1782706,-0.781913,1.696937,0.765285,0.4998366,-1.095891,-0.2311313,0.3648037,-1.353832,-1.337882,-1.26859,1.965607,1.182205,1.737916,-1.031308,1.336949,1.389933,-0.8739723,1.803691,-0.6885067,1.01606,-0.922123,-0.8688054,-0.289651,-1.291957,-1.45681,-1.419533,1.473826,-0.3031579,1.211487,-1.928062,-1.105242,-1.382422,-1.57746,1.292039,1.252276,-1.26834,1.315447,1.140134,-1.316226,0.1752086,1.222425,-1.196164,-1.252651,-0.9027337,-1.164274,1.194006,1.282814,1.195779,-1.279383,1.152429,1.31589,-1.315796,-1.230762
-0.8721179,-0.2379632,-1.223203,-1.089142,-0.472708,-1.038942,-0.2821683,0.2776693,0.4012746,-0.8741229,-1.005214,-0.1739885,1.608425,-0.7538863,0.4521527,-1.220415,-0.4805303,0.637696,0.9162424,1.477247,-0.9700974,1.273691,1.107373,-2.255739,1.296922,0.01145099,0.7826797,-1.080072,-1.094643,0.1551631,-1.239729,-1.141033,-1.220198,0.9079776,0.4024986,0.5830435,-1.501577,-0.5763234,-0.6891659,-0.9374102,0.8045782,0.7245634,-0.7794225,0.8753344,0.9992635,-1.055552,-1.217723,0.8252588,-0.6783411,-0.982051,-0.4416598,-0.8703181,0.9629416,0.9503804,0.7041131,-0.8866778,0.9281773,0.8358457,-0.3325256,-0.8042172
-0.08486179,-1.015626,-0.6712971,0.2096635,-0.9674801,-0.5284514,0.2782964,-0.2241455,0.5002671,-0.3190673,1.00312,-1.604946,0.8286736,1.712751,0.3019275,-1.250128,-0.4974364,0.1677409,0.1315764,0.111492,-0.5894093,0.7202431,0.1122826,-0.07497924,0.3013477,0.1623832,0.3564866,-0.03584588,-0.5798481,0.05269568,-0.6705074,-0.3303466,-0.5496951,-0.1475838,1.337363,0.08225952,-1.308078,0.09822736,-0.199826,-0.4758515,0.2322308,-0.02579213,-0.03244415,0.1592708,0.4064501,-0.6125537,-1.801933,0.2049364,-0.1588724,-0.2786634,0.2527425,-0.2461606,-0.01261144,0.3118403,-0.1337075,-0.06253119,0.2599965,0.1646669,-0.2324287,-0.2326074
1.569564,-0.007004369,-0.7187193,-0.05847307,-0.02295897,0.1608266,0.4227328,-0.05974621,0.7452874,1.30603,0.3001054,-1.454787,-0.9172722,0.9340073,0.6754631,-0.1045398,0.1520228,-0.1235394,0.1133435,-0.6444414,0.33321,-0.1731717,-1.32189,-0.103232,-0.9307754,-0.2761604,-0.365882,0.4154449,0.03944938,0.2560661,-0.2496581,0.4848381,0.1558749,-1.005287,1.53929,-0.3611302,-0.6395667,0.9611779,0.8453547,0.4655578,-0.7627373,-0.9087643,0.8774771,-0.4852289,-0.4807162,0.3194844,-1.212425,-0.4111799,0.4351671,0.3312368,0.5516372,0.3921548,-0.3744688,-0.726528,-0.7296165,0.4138297,-0.3528274,-0.6136438,0.8392874,0.8885069
1.092849,2.308559,-0.07275455,-0.6970401,-0.7023301,0.5943199,-1.495912,0.5889818,-0.4414407,0.422309,-0.5785544,0.5818218,-0.06008361,0.5384485,1.246533,0.5106127,0.1054791,-0.3495083,-0.1426915,-0.7939816,2.96336,-0.937417,-1.495775,-0.5106125,-0.7470551,0.8193448,-0.9207057,0.7313104,0.7990654,0.7837831,0.3575865,0.9138836,0.7063865,-1.193353,0.9499335,-0.6769823,0.07967708,1.211281,1.03712,0.6998522,-0.8781012,-1.001487,1.171692,-0.8195385,-0.7416872,1.127123,-1.264388,-0.7959916,0.6919546,0.689962,1.155806,1.070725,-0.587754,-0.972995,-1.217784,0.6972038,-0.5088772,-0.975576,-0.4844708,1.043332
-0.02935691,0.7885934,-0.2231078,-0.5390626,-2.388256,-0.1502251,0.7448888,-0.946638,-0.3511647,-1.945783,0.7367045,1.848434,0.6588015,-0.2701901,0.7791009,1.041796,0.7835287,-0.502514,-0.3587318,-1.070129,2.17046,-1.383731,-1.29763,-0.4469843,-0.9887125,2.551667,-1.080553,0.8814155,1.067962,1.131415,0.8970888,1.098079,1.112089,-1.209579,0.6858528,-1.156623,0.7543564,1.266604,0.9990811,1.345214,-1.2477,-1.417376,1.353936,-1.452369,-1.337602,1.611579,-0.5900116,-1.445954,1.327327,1.568553,1.384508,1.604646,-1.375886,-1.526072,-1.4867,1.530194,-1.456262,-1.39635,0.2992944,1.311822
0.588582,0.3257607,-0.5779509,-0.2025169,-0.6008834,0.4026967,2.971974,-0.3649371,-0.143255,0.9441153,1.579944,-0.7997,-0.7035956,-0.2163948,0.5639418,0.9695896,1.745743,-1.697251,-1.233228,-1.018476,0.5505736,-1.391305,-0.8176212,0.08814507,-1.138523,0.7431669,-0.6606883,0.9471396,1.000285,1.03464,1.190392,1.100256,1.286026,-1.15245,-0.2191912,-0.8277133,1.015756,1.187444,1.356915,1.428923,-1.375497,-1.628829,1.382081,-1.435667,-1.580831,1.431994,0.7825565,-1.562436,1.528733,1.595667,1.069399,1.346793,-1.524424,-1.549244,-1.426367,1.657573,-1.387543,-1.378046,1.241405,1.467433
1.406591,0.5816991,0.2846501,-0.2297838,-0.2054687,0.9514935,2.281287,-0.5108142,-1.336104,-0.1375237,0.6107718,-1.397279,-0.5068479,-0.3202733,-0.01219894,1.221403,0.8642859,-1.421277,-0.9669372,-1.079295,0.5398637,-1.368799,-0.9834006,0.769785,-0.123472,-0.477991,-1.47634,1.071615,1.002381,1.232036,1.05699,1.238738,1.330387,-1.131796,-0.3257805,-1.002203,0.8313689,0.4713189,1.285857,1.272752,-1.085034,-0.943785,0.9430435,-1.027805,-1.166471,0.8737097,0.7605482,-0.8939471,1.069236,0.9326015,0.6525156,0.9129286,-0.896665,-0.9456269,-1.003933,0.8376564,-0.6377938,-1.135438,1.714942,0.7570496
