eof_ts-msl-12,eof_ts-msl-13,eof_ts-msl-14,eof_ts-msl-15,eof_ts-msl-16,eof_ts-msl-17,eof_ts-msl-19,eof_ts-msl-20,eof_ts-msl-21,eof_ts-msl-22,eof_ts-msl-26,eof_ts-msl-28,eof_ts-msl-4,eof_ts-msl-5,eof_ts-msl-6,eof_ts-si10-10,eof_ts-si10-11,eof_ts-si10-12,eof_ts-si10-14,eof_ts-si10-16,eof_ts-si10-19,eof_ts-si10-2,eof_ts-si10-26,eof_ts-si10-28,eof_ts-si10-7,eof_ts-si10-8,eof_ts-sst-12,eof_ts-sst-14,eof_ts-sst-15,eof_ts-sst-16,eof_ts-sst-17,eof_ts-sst-19,eof_ts-sst-2,eof_ts-sst-21,eof_ts-sst-22,eof_ts-sst-27,eof_ts-sst-7,eof_ts-t2m-10,eof_ts-t2m-11,eof_ts-t2m-12,eof_ts-t2m-14,eof_ts-t2m-15,eof_ts-t2m-16,eof_ts-t2m-17,eof_ts-t2m-18,eof_ts-t2m-19,eof_ts-t2m-20,eof_ts-t2m-21,eof_ts-t2m-22,eof_ts-t2m-23,eof_ts-t2m-24,eof_ts-t2m-25,eof_ts-t2m-26,eof_ts-t2m-27,eof_ts-t2m-28,eof_ts-t2m-29,eof_ts-t2m-6,eof_ts-t2m-7,eof_ts-t2m-8,eof_ts-t2m-9
-0.7904937,-1.061731,-1.580348,-0.2282617,0.3703669,-0.9482809,-0.8133191,0.4561428,0.1112578,0.2732389,-0.08735024,0.3699447,0.04235453,-0.9472575,-0.6788472,-0.6734762,-0.5341597,1.16821,1.772032,2.000716,-0.6700522,1.348229,0.809186,-0.9459341,0.6735955,0.2723096,1.006554,-1.745667,-1.18327,0.605315,-1.225856,-1.60535,-1.463775,1.037055,-0.8769915,0.8614905,-1.345744,-0.4048072,-0.5855877,-0.7697739,0.5976227,0.6182001,-0.708657,0.6413329,0.8412774,-0.9075509,0.2514469,0.6879222,-0.5923619,-0.7063935,-0.1094737,-0.688953,0.3842505,0.7069585,0.6954263,-0.7719985,0.5264764,0.7000889,0.3234804,-0.6864755
-0.5205134,-0.3825716,-0.05128587,0.6138251,0.1794116,0.8744925,1.174408,1.185101,1.00148,0.9612483,0.2145851,-1.666979,0.01220606,1.105578,0.2529978,-0.2350096,-0.6438978,0.5081235,0.2229113,-0.134635,-0.689729,0.6438134,-0.2508278,0.1370651,0.02276393,-0.2145154,0.3819324,-1.01046,-0.4208544,0.3888815,-0.2398545,-0.6663691,-0.6794647,0.1861629,0.3351636,0.1592668,-1.122076,0.1662351,0.04227802,-0.3200096,0.0559824,-0.08226981,0.03557291,0.005797647,-0.1256763,-0.4266073,-1.439545,-0.1348559,0.4216018,-0.1416415,0.4213648,0.2623928,-0.3074336,0.2574267,-0.1279904,-0.133956,0.2059831,0.02972444,0.6458896,-0.07528217
-0.01609212,0.812402,0.2914651,-0.5382563,0.5286584,0.3812868,-0.05775976,1.819582,-0.4520893,0.689615,-0.3585931,1.273011,0.04926119,-1.6714,0.5997477,-1.012039,0.7420716,-0.6969498,-0.03765006,-0.6069599,1.738507,-0.07578257,-1.663327,-0.7516032,-0.6451384,-0.1858342,-0.3046434,-0.5443042,0.1714875,1.308568,0.5047178,0.2152501,0.06036754,-0.52149,0.4036456,-0.619659,-0.6732352,0.8217941,0.7970228,0.6806703,-0.8414184,-0.6957804,1.028594,-0.6002517,-0.5550245,0.4462098,-1.620348,-0.5662988,0.5462281,0.5045391,0.3910775,0.8298524,-0.7634341,-0.6382817,-0.8931441,0.4117933,-0.416718,-0.8166938,0.5700575,0.9936071
-0.3262958,-0.5911919,1.292744,0.6439955,0.1267497,0.7814687,0.1714528,-0.1008865,0.275002,0.4165194,0.8937662,1.317695,-1.783039,-1.528986,-1.738974,0.5525554,1.382509,-0.5271273,0.3905251,-1.026453,0.6482543,-0.7215831,-1.409387,0.3715359,-1.701431,1.173485,-1.322904,-0.2555797,0.6788401,1.941725,0.9281721,0.6068525,0.5907729,-0.8610599,-0.07237542,-0.8544592,-0.03581974,1.446138,1.304172,1.230591,-1.17965,-1.19339,1.236383,-1.270267,-1.189026,1.284014,-0.0462942,-1.294653,1.123697,1.454202,1.137476,1.696298,-1.352079,-1.499113,-0.8738539,1.200072,-1.627914,-1.263834,0.2796362,1.15235
0.4026347,0.9505249,-0.2934269,-0.816058,-0.04291497,0.09709315,2.149016,0.321885,-0.48239,-0.1100809,1.965955,0.661837,-0.01996196,-0.4340123,2.141808,1.424343,0.4573921,0.2351461,-0.09644017,-0.9433883,0.2614293,-1.160302,-0.7275822,-1.128634,-0.7037608,0.2965354,-1.152396,0.8907,1.302717,2.016028,1.483928,0.9987195,1.087047,-0.9663101,-0.2062754,-0.7708196,0.6634977,1.320094,0.7242126,1.031593,-0.6794182,-1.148483,0.9015309,-1.013226,-0.9627475,1.032863,-0.557229,-1.184337,1.054755,1.1029,1.692195,1.602082,-0.939463,-1.409114,-1.022144,1.146515,-0.4976011,-1.004005,-0.6183717,0.6797105
1.3642,0.1879758,-0.1967584,0.8066571,-0.3461937,0.50226,0.1411222,-0.4419495,0.7538308,0.1875185,0.8549406,0.7301702,-0.1061005,0.3076211,0.3066607,1.582626,-0.05991839,-0.2902441,-1.349291,-0.9463268,0.1116866,-1.49965,-0.1948447,-1.237567,-0.4538194,1.08424,-0.6344821,1.428031,1.711675,1.776176,1.561536,0.9328787,1.251712,-0.8315272,-0.9742503,-0.7906317,0.7802807,1.10947,1.071998,1.199421,-1.039842,-1.145356,1.093479,-1.080554,-0.9865558,0.9915209,0.2015835,-1.09653,0.9035642,1.001292,0.8463405,1.251466,-0.8416161,-1.395946,-1.041609,1.094958,-0.9126232,-1.074285,0.3366131,1.040228
-0.5370026,2.918031,0.4229505,-0.06940857,-1.33956,0.3026837,1.016814,0.2750511,0.6235847,-0.4106347,-0.7023357,0.2081287,-0.1607146,1.098524,1.489537,1.028367,0.8487613,-0.9740746,-0.3293574,-0.7669423,2.640651,-1.471172,-1.051083,-0.4134735,-0.538932,-0.7814398,-0.5440227,1.301446,1.807733,1.284835,1.721843,1.027007,1.288779,-0.8001541,-0.9512007,-0.9348582,0.3495689,0.3643006,0.6599864,0.6176672,-0.8085874,-0.587927,0.675616,-0.6378289,-0.5977486,0.5476999,-0.9476846,-0.6291027,0.479184,0.517231,0.2100805,0.7729615,-0.3674302,-0.8102174,-0.8348699,0.6595934,-0.3519874,-0.8647012,0.1114849,0.9091781
-0.9807266,0.3207042,-0.4822134,-0.5137239,1.214971,-0.6893547,0.3631172,-0.8265076,-1.088511,-0.03221309,0.490691,1.699346,0.3756486,0.2167543,0.05449441,-0.57432,0.3951524,-0.6583667,0.8486402,0.4633913,-0.3072996,-0.747628,-0.232137,0.4121504,0.05116056,-0.3256559,-0.1014398,1.188658,1.980142,0.6159754,1.393469,0.951638,1.093921,-0.5162628,-0.2168301,-1.088145,-0.512451,-0.3756894,0.1140818,0.2402855,-0.2330948,0.1668333,-0.06314079,-0.1577888,-0.0624529,-0.04143068,1.466612,0.03154635,0.2314017,0.1737538,-0.6311895,-0.2146116,0.2026478,-0.2155959,-0.195662,0.001303249,-0.1701213,-0.2816989,0.07332958,0.1644152
0.2375328,0.05653935,0.3842626,0.6181856,-0.1417136,-0.004353472,0.5919751,-0.7477674,-0.2146301,-0.7401686,-0.2019314,0.003281138,-0.08467304,-0.6348198,0.155348,-0.1216525,-0.1601355,-0.4456283,0.228718,0.6191611,-0.2246956,-0.08280692,0.7920153,-0.9865203,0.6084894,-0.07135815,0.2956838,0.8808343,1.654992,-0.1409657,1.151141,0.6177555,0.6235007,0.03836628,0.5212505,-0.8052447,-1.540473,-0.9253531,-0.7749938,-0.5384792,0.6737987,0.6860315,-0.6548737,0.5765369,0.5903832,-0.6601983,0.2170533,0.6095028,-0.4520739,-0.5105495,-0.5523566,-0.739687,0.7017158,0.5675974,0.6853424,-0.4787382,0.733461,0.5266065,-1.110755,-0.4668016
-0.9522333,-0.06360179,0.6429628,-0.3781011,0.5733522,-0.7099092,0.1794048,-1.079482,-0.252536,-0.6815615,-0.4260062,-0.00177488,0.3074099,0.6292473,0.5584628,-0.2994373,-0.9137414,1.677227,0.6218345,0.9607894,0.8354402,0.7860355,0.4374472,-0.8619151,0.2960821,-0.2447911,0.9478045,-0.5256811,1.161181,-0.4589622,0.5375115,-0.204448,-0.1531916,0.9580141,0.580528,-0.237471,-2.298687,-1.134041,-1.396602,-1.515146,1.351248,1.274057,-1.250425,1.228523,1.505982,-1.053606,1.391146,1.123374,-1.268781,-1.08626,-1.211747,-1.016916,1.283563,0.9945496,1.33632,-0.9817635,1.151933,1.246857,-1.649914,-1.232566
0.09789335,-0.7508158,-0.4147477,-0.213603,0.4189074,-1.56899,0.1897313,-2.465201,-1.407766,-0.500249,-1.426622,0.4770724,-0.1256786,0.6223897,-0.2828294,0.01892024,-1.723881,1.236289,1.759097,1.933222,0.004802205,1.116131,1.191535,-1.882008,0.8755401,0.0146093,0.8960917,-0.6142896,0.1469847,-0.7270007,-0.5645498,-1.031738,-1.012255,1.24486,0.1437137,0.8045921,-2.262174,-1.171393,-1.502844,-1.737599,1.536991,1.479727,-1.465093,1.526242,1.739048,-1.368871,0.6192277,1.647616,-1.650584,-1.456893,-1.291922,-1.497352,1.332407,1.246281,1.451337,-1.475195,1.497503,1.521188,-1.204947,-1.497759
0.3668192,-0.4287782,-0.3216214,-0.9815242,0.3795922,-2.001304,0.06657633,0.5043563,-0.2808139,-0.6910844,-0.9666629,0.8330577,0.5120467,-0.4751753,0.3455051,-0.5080462,-1.052879,2.039088,1.374628,1.571438,-0.3880945,1.404576,1.107506,-1.908752,0.04834662,-0.2434596,1.032105,-0.924762,-0.6050897,-0.1939534,-1.178073,-1.648405,-1.584672,1.246457,-1.054703,1.182096,-1.784817,-0.8169385,-1.344241,-1.177856,1.420419,1.335166,-1.29913,1.436344,1.866952,-1.544281,-0.04407471,1.521917,-1.697068,-1.411972,-0.980383,-1.30176,1.471833,1.114086,1.389801,-1.509885,1.486801,1.445447,0.2034799,-1.474308
